NAME                          READY   STATUS    RESTARTS   AGE   IP                NODE           NOMINATED NODE   READINESS GATES
aggregator-744f776cd4-kckxs   1/1     Running   0          7s    192.168.65.54     emu-worker-1   <none>           <none>
cache-59d4f774fb-9qtj9        1/1     Running   0          7s    192.168.65.58     emu-worker-1   <none>           <none>
expert-0-5f84c5c6-wx7vk       1/1     Running   0          7s    192.168.65.60     emu-worker-1   <none>           <none>
expert-1-56fdd87b76-cvh5p     1/1     Running   0          6s    192.168.65.61     emu-worker-1   <none>           <none>
expert-2-5bff696bdf-8dx84     1/1     Running   0          6s    192.168.173.161   emu-worker-8   <none>           <none>
expert-3-57894c4457-sg8cv     1/1     Running   0          6s    192.168.42.106    emu-worker-3   <none>           <none>
expert-4-5fb59d844f-6f64r     1/1     Running   0          6s    192.168.71.85     emu-worker-9   <none>           <none>
expert-5-57cbd7d849-7mp7z     1/1     Running   0          6s    192.168.99.234    emu-worker-6   <none>           <none>
frontend-7f47d57d7d-h8xcq     1/1     Running   0          8s    192.168.65.57     emu-worker-1   <none>           <none>
router-86d567f4d-nlcqx        1/1     Running   0          7s    192.168.65.62     emu-worker-1   <none>           <none>
tokenizer-85cbd47d-m4rc4      1/1     Running   0          8s    192.168.65.59     emu-worker-1   <none>           <none>
