LAST SEEN   TYPE     REASON              OBJECT                             MESSAGE
7s          Normal   Scheduled           pod/cache-59d4f774fb-9qtj9         Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-cga/cache-59d4f774fb-9qtj9 to emu-worker-1
6s          Normal   Scheduled           pod/expert-0-5f84c5c6-wx7vk        Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-cga/expert-0-5f84c5c6-wx7vk to emu-worker-1
6s          Normal   Scheduled           pod/expert-3-57894c4457-sg8cv      Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-cga/expert-3-57894c4457-sg8cv to emu-worker-3
7s          Normal   Scheduled           pod/tokenizer-85cbd47d-m4rc4       Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-cga/tokenizer-85cbd47d-m4rc4 to emu-worker-1
6s          Normal   Scheduled           pod/expert-4-5fb59d844f-6f64r      Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-cga/expert-4-5fb59d844f-6f64r to emu-worker-9
6s          Normal   Scheduled           pod/expert-2-5bff696bdf-8dx84      Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-cga/expert-2-5bff696bdf-8dx84 to emu-worker-8
7s          Normal   Scheduled           pod/aggregator-744f776cd4-kckxs    Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-cga/aggregator-744f776cd4-kckxs to emu-worker-1
5s          Normal   Scheduled           pod/expert-5-57cbd7d849-7mp7z      Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-cga/expert-5-57cbd7d849-7mp7z to emu-worker-6
8s          Normal   Scheduled           pod/frontend-7f47d57d7d-h8xcq      Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-cga/frontend-7f47d57d7d-h8xcq to emu-worker-1
7s          Normal   Scheduled           pod/router-86d567f4d-nlcqx         Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-cga/router-86d567f4d-nlcqx to emu-worker-1
6s          Normal   Scheduled           pod/expert-1-56fdd87b76-cvh5p      Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-cga/expert-1-56fdd87b76-cvh5p to emu-worker-1
8s          Normal   ScalingReplicaSet   deployment/tokenizer               Scaled up replica set tokenizer-85cbd47d from 0 to 1
8s          Normal   SuccessfulCreate    replicaset/frontend-7f47d57d7d     Created pod: frontend-7f47d57d7d-h8xcq
8s          Normal   ScalingReplicaSet   deployment/frontend                Scaled up replica set frontend-7f47d57d7d from 0 to 1
7s          Normal   ScalingReplicaSet   deployment/aggregator              Scaled up replica set aggregator-744f776cd4 from 0 to 1
7s          Normal   ScalingReplicaSet   deployment/cache                   Scaled up replica set cache-59d4f774fb from 0 to 1
7s          Normal   SuccessfulCreate    replicaset/expert-0-5f84c5c6       Created pod: expert-0-5f84c5c6-wx7vk
7s          Normal   ScalingReplicaSet   deployment/expert-0                Scaled up replica set expert-0-5f84c5c6 from 0 to 1
7s          Normal   SuccessfulCreate    replicaset/cache-59d4f774fb        Created pod: cache-59d4f774fb-9qtj9
7s          Normal   SuccessfulCreate    replicaset/router-86d567f4d        Created pod: router-86d567f4d-nlcqx
7s          Normal   ScalingReplicaSet   deployment/router                  Scaled up replica set router-86d567f4d from 0 to 1
7s          Normal   SuccessfulCreate    replicaset/aggregator-744f776cd4   Created pod: aggregator-744f776cd4-kckxs
7s          Normal   SuccessfulCreate    replicaset/tokenizer-85cbd47d      Created pod: tokenizer-85cbd47d-m4rc4
6s          Normal   ScalingReplicaSet   deployment/expert-5                Scaled up replica set expert-5-57cbd7d849 from 0 to 1
6s          Normal   SuccessfulCreate    replicaset/expert-1-56fdd87b76     Created pod: expert-1-56fdd87b76-cvh5p
6s          Normal   ScalingReplicaSet   deployment/expert-4                Scaled up replica set expert-4-5fb59d844f from 0 to 1
6s          Normal   Started             pod/frontend-7f47d57d7d-h8xcq      Container started
6s          Normal   Created             pod/frontend-7f47d57d7d-h8xcq      Container created
6s          Normal   SuccessfulCreate    replicaset/expert-2-5bff696bdf     Created pod: expert-2-5bff696bdf-8dx84
6s          Normal   ScalingReplicaSet   deployment/expert-2                Scaled up replica set expert-2-5bff696bdf from 0 to 1
6s          Normal   SuccessfulCreate    replicaset/expert-4-5fb59d844f     Created pod: expert-4-5fb59d844f-6f64r
6s          Normal   Pulled              pod/frontend-7f47d57d7d-h8xcq      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
