LAST SEEN   TYPE     REASON              OBJECT                             MESSAGE
9s          Normal   Scheduled           pod/expert-2-6d999b465f-cdzvb      Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-policy3/expert-2-6d999b465f-cdzvb to emu-worker-6
11s         Normal   Scheduled           pod/tokenizer-b8bdbd7f7-7g9tf      Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-policy3/tokenizer-b8bdbd7f7-7g9tf to emu-worker-9
10s         Normal   Scheduled           pod/router-74d974449c-xvj4h        Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-policy3/router-74d974449c-xvj4h to emu-worker-1
9s          Normal   Scheduled           pod/expert-3-cf8454487-6dpvj       Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-policy3/expert-3-cf8454487-6dpvj to emu-worker-3
8s          Normal   Scheduled           pod/expert-4-7d4fd78879-6fzdk      Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-policy3/expert-4-7d4fd78879-6fzdk to emu-worker-8
8s          Normal   Scheduled           pod/expert-5-8b79949f-qqdmh        Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-policy3/expert-5-8b79949f-qqdmh to emu-worker-9
10s         Normal   Scheduled           pod/cache-f8d8877f5-ct8n4          Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-policy3/cache-f8d8877f5-ct8n4 to emu-worker-10
10s         Normal   Scheduled           pod/aggregator-6c6dcdb59c-lmlsc    Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-policy3/aggregator-6c6dcdb59c-lmlsc to emu-worker-1
10s         Normal   Scheduled           pod/expert-0-749cc4957-fcwmd       Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-policy3/expert-0-749cc4957-fcwmd to emu-worker-1
11s         Normal   Scheduled           pod/frontend-578487b49c-h7db9      Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-policy3/frontend-578487b49c-h7db9 to emu-worker-7
10s         Normal   Scheduled           pod/expert-1-6bb57f5645-lcpqf      Successfully assigned moe-live-scale45-phase-shift-20260611t131002z-policy3/expert-1-6bb57f5645-lcpqf to emu-worker-1
11s         Normal   SuccessfulCreate    replicaset/frontend-578487b49c     Created pod: frontend-578487b49c-h7db9
11s         Normal   ScalingReplicaSet   deployment/tokenizer               Scaled up replica set tokenizer-b8bdbd7f7 from 0 to 1
11s         Normal   ScalingReplicaSet   deployment/router                  Scaled up replica set router-74d974449c from 0 to 1
11s         Normal   SuccessfulCreate    replicaset/router-74d974449c       Created pod: router-74d974449c-xvj4h
11s         Normal   SuccessfulCreate    replicaset/tokenizer-b8bdbd7f7     Created pod: tokenizer-b8bdbd7f7-7g9tf
11s         Normal   ScalingReplicaSet   deployment/frontend                Scaled up replica set frontend-578487b49c from 0 to 1
10s         Normal   Pulled              pod/tokenizer-b8bdbd7f7-7g9tf      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
10s         Normal   SuccessfulCreate    replicaset/aggregator-6c6dcdb59c   Created pod: aggregator-6c6dcdb59c-lmlsc
10s         Normal   SuccessfulCreate    replicaset/expert-0-749cc4957      Created pod: expert-0-749cc4957-fcwmd
10s         Normal   ScalingReplicaSet   deployment/cache                   Scaled up replica set cache-f8d8877f5 from 0 to 1
10s         Normal   SuccessfulCreate    replicaset/cache-f8d8877f5         Created pod: cache-f8d8877f5-ct8n4
10s         Normal   SuccessfulCreate    replicaset/expert-1-6bb57f5645     Created pod: expert-1-6bb57f5645-lcpqf
10s         Normal   ScalingReplicaSet   deployment/expert-1                Scaled up replica set expert-1-6bb57f5645 from 0 to 1
10s         Normal   ScalingReplicaSet   deployment/expert-3                Scaled up replica set expert-3-cf8454487 from 0 to 1
10s         Normal   Created             pod/tokenizer-b8bdbd7f7-7g9tf      Container created
10s         Normal   ScalingReplicaSet   deployment/aggregator              Scaled up replica set aggregator-6c6dcdb59c from 0 to 1
10s         Normal   ScalingReplicaSet   deployment/expert-0                Scaled up replica set expert-0-749cc4957 from 0 to 1
10s         Normal   SuccessfulCreate    replicaset/expert-2-6d999b465f     Created pod: expert-2-6d999b465f-cdzvb
10s         Normal   ScalingReplicaSet   deployment/expert-2                Scaled up replica set expert-2-6d999b465f from 0 to 1
10s         Normal   Started             pod/tokenizer-b8bdbd7f7-7g9tf      Container started
9s          Normal   SuccessfulCreate    replicaset/expert-3-cf8454487      Created pod: expert-3-cf8454487-6dpvj
8s          Normal   ScalingReplicaSet   deployment/expert-5                Scaled up replica set expert-5-8b79949f from 0 to 1
