ts,worker,path,method,status,latency_ms,bytes,error
2026-06-16T02:40:28.731622+00:00,2,/wrk2-api/home-timeline/read?user_id=162&start=0&stop=10,GET,200,80.79999405890703,3,
2026-06-16T02:40:28.732185+00:00,7,/wrk2-api/home-timeline/read?user_id=236&start=0&stop=10,GET,200,74.1384350694716,3,
2026-06-16T02:40:28.736221+00:00,4,/wrk2-api/user-timeline/read?user_id=519&start=0&stop=10,GET,200,84.05036432668567,3,
2026-06-16T02:40:28.738770+00:00,7,/wrk2-api/home-timeline/read?user_id=685&start=0&stop=10,GET,200,6.502777338027954,3,
2026-06-16T02:40:28.766761+00:00,3,/wrk2-api/home-timeline/read?user_id=468&start=0&stop=10,GET,200,115.2879879809916,3,
2026-06-16T02:40:28.767202+00:00,1,/wrk2-api/home-timeline/read?user_id=530&start=0&stop=10,GET,200,117.31111910194159,3,
2026-06-16T02:40:28.767782+00:00,6,/wrk2-api/home-timeline/read?user_id=886&start=0&stop=10,GET,200,110.90705730021,3,
2026-06-16T02:40:28.769521+00:00,4,/wrk2-api/home-timeline/read?user_id=236&start=0&stop=10,GET,200,33.26905006542802,3,
2026-06-16T02:40:28.771513+00:00,7,/wrk2-api/user-timeline/read?user_id=411&start=0&stop=10,GET,200,32.67612308263779,3,
2026-06-16T02:40:28.774518+00:00,1,/wrk2-api/home-timeline/read?user_id=236&start=0&stop=10,GET,200,7.262426894158125,3,
2026-06-16T02:40:28.779588+00:00,4,/wrk2-api/user-timeline/read?user_id=874&start=0&stop=10,GET,200,9.978753980249166,3,
2026-06-16T02:40:28.785684+00:00,3,/wrk2-api/home-timeline/read?user_id=209&start=0&stop=10,GET,200,18.846807070076466,3,
2026-06-16T02:40:28.786036+00:00,7,/wrk2-api/home-timeline/read?user_id=134&start=0&stop=10,GET,200,14.470475260168314,3,
2026-06-16T02:40:28.787955+00:00,4,/wrk2-api/home-timeline/read?user_id=579&start=0&stop=10,GET,200,8.304872084408998,3,
2026-06-16T02:40:28.793036+00:00,3,/wrk2-api/home-timeline/read?user_id=579&start=0&stop=10,GET,200,7.267016917467117,3,
2026-06-16T02:40:28.793867+00:00,4,/wrk2-api/home-timeline/read?user_id=236&start=0&stop=10,GET,200,5.869886837899685,3,
2026-06-16T02:40:28.799242+00:00,3,/wrk2-api/home-timeline/read?user_id=236&start=0&stop=10,GET,200,6.156626157462597,3,
2026-06-16T02:40:28.811552+00:00,1,/wrk2-api/user-timeline/read?user_id=411&start=0&stop=10,GET,200,36.93084791302681,3,
2026-06-16T02:40:28.813615+00:00,4,/wrk2-api/user-timeline/read?user_id=729&start=0&stop=10,GET,200,19.699422642588615,3,
2026-06-16T02:40:28.817915+00:00,1,/wrk2-api/home-timeline/read?user_id=946&start=0&stop=10,GET,200,6.298963911831379,3,
2026-06-16T02:40:28.827498+00:00,3,/wrk2-api/user-timeline/read?user_id=729&start=0&stop=10,GET,200,28.21649517863989,3,
2026-06-16T02:40:28.828157+00:00,7,/wrk2-api/user-timeline/read?user_id=729&start=0&stop=10,GET,200,42.06316312775016,3,
2026-06-16T02:40:28.833607+00:00,3,/wrk2-api/home-timeline/read?user_id=242&start=0&stop=10,GET,200,6.039242725819349,3,
2026-06-16T02:40:28.834093+00:00,7,/wrk2-api/home-timeline/read?user_id=499&start=0&stop=10,GET,200,5.898919887840748,3,
2026-06-16T02:40:28.839786+00:00,3,/wrk2-api/home-timeline/read?user_id=111&start=0&stop=10,GET,200,6.129926070570946,3,
2026-06-16T02:40:28.845262+00:00,3,/wrk2-api/home-timeline/read?user_id=460&start=0&stop=10,GET,200,5.433463025838137,3,
2026-06-16T02:40:28.854172+00:00,0,/wrk2-api/post/compose,POST,200,206.543343141675,25,
2026-06-16T02:40:28.855976+00:00,5,/wrk2-api/post/compose,POST,200,201.315697748214,25,
2026-06-16T02:40:28.860765+00:00,3,/wrk2-api/home-timeline/read?user_id=499&start=0&stop=10,GET,200,15.475817024707794,3,
2026-06-16T02:40:28.861101+00:00,2,/wrk2-api/post/compose,POST,200,129.30887704715133,25,
2026-06-16T02:40:28.862127+00:00,6,/wrk2-api/post/compose,POST,200,94.12620216608047,25,
2026-06-16T02:40:28.863771+00:00,1,/wrk2-api/user-timeline/read?user_id=506&start=0&stop=10,GET,200,45.82161270081997,3,
2026-06-16T02:40:28.864118+00:00,0,/wrk2-api/home-timeline/read?user_id=472&start=0&stop=10,GET,200,9.855522774159908,3,
2026-06-16T02:40:28.864695+00:00,7,/wrk2-api/user-timeline/read?user_id=728&start=0&stop=10,GET,200,30.56493867188692,3,
2026-06-16T02:40:28.867945+00:00,4,/wrk2-api/post/compose,POST,200,54.25262218341231,25,
2026-06-16T02:40:28.870948+00:00,6,/wrk2-api/home-timeline/read?user_id=601&start=0&stop=10,GET,200,8.729490917176008,3,
2026-06-16T02:40:28.872510+00:00,3,/wrk2-api/user-timeline/read?user_id=642&start=0&stop=10,GET,200,11.701639741659164,3,
2026-06-16T02:40:28.873212+00:00,2,/wrk2-api/user-timeline/read?user_id=642&start=0&stop=10,GET,200,12.060376349836588,3,
2026-06-16T02:40:28.873927+00:00,4,/wrk2-api/home-timeline/read?user_id=456&start=0&stop=10,GET,200,5.93852624297142,3,
2026-06-16T02:40:28.876561+00:00,7,/wrk2-api/user-timeline/read?user_id=92&start=0&stop=10,GET,200,11.810153722763062,3,
2026-06-16T02:40:28.878662+00:00,6,/wrk2-api/user-timeline/read?user_id=173&start=0&stop=10,GET,200,7.635952904820442,3,
2026-06-16T02:40:28.879941+00:00,3,/wrk2-api/user-timeline/read?user_id=619&start=0&stop=10,GET,200,7.388787344098091,3,
2026-06-16T02:40:28.881839+00:00,7,/wrk2-api/home-timeline/read?user_id=876&start=0&stop=10,GET,200,5.236313212662935,3,
2026-06-16T02:40:28.884215+00:00,6,/wrk2-api/home-timeline/read?user_id=876&start=0&stop=10,GET,200,5.472807213664055,3,
2026-06-16T02:40:28.885246+00:00,2,/wrk2-api/user-timeline/read?user_id=619&start=0&stop=10,GET,200,11.946029029786587,3,
2026-06-16T02:40:28.885590+00:00,5,/wrk2-api/post/compose,POST,200,29.44767428562045,25,
2026-06-16T02:40:28.886565+00:00,1,/wrk2-api/post/compose,POST,200,22.734649013727903,25,
2026-06-16T02:40:28.887040+00:00,3,/wrk2-api/home-timeline/read?user_id=469&start=0&stop=10,GET,200,7.054776884615421,3,
2026-06-16T02:40:28.888548+00:00,4,/wrk2-api/post/compose,POST,200,14.550053048878908,25,
2026-06-16T02:40:28.889162+00:00,7,/wrk2-api/user-timeline/read?user_id=239&start=0&stop=10,GET,200,7.295540999621153,3,
2026-06-16T02:40:28.905692+00:00,4,/wrk2-api/post/compose,POST,200,17.06496113911271,25,
2026-06-16T02:40:28.961472+00:00,5,/wrk2-api/user-timeline/read?user_id=746&start=0&stop=10,GET,200,75.85141202434897,3,
2026-06-16T02:40:28.961874+00:00,0,/wrk2-api/post/compose,POST,200,97.67716890200973,25,
2026-06-16T02:40:28.963649+00:00,2,/wrk2-api/home-timeline/read?user_id=876&start=0&stop=10,GET,200,78.32876779139042,3,
2026-06-16T02:40:28.963943+00:00,6,/wrk2-api/user-timeline/read?user_id=239&start=0&stop=10,GET,200,79.69268830493093,3,
2026-06-16T02:40:28.964545+00:00,1,/wrk2-api/home-timeline/read?user_id=574&start=0&stop=10,GET,200,77.89874775335193,3,
2026-06-16T02:40:28.966094+00:00,4,/wrk2-api/home-timeline/read?user_id=179&start=0&stop=10,GET,200,60.35790219902992,3,
2026-06-16T02:40:28.966908+00:00,3,/wrk2-api/user-timeline/read?user_id=746&start=0&stop=10,GET,200,79.83691804111004,3,
2026-06-16T02:40:28.967672+00:00,7,/wrk2-api/home-timeline/read?user_id=316&start=0&stop=10,GET,200,78.49854789674282,3,
2026-06-16T02:40:28.969031+00:00,5,/wrk2-api/home-timeline/read?user_id=316&start=0&stop=10,GET,200,7.504453882575035,3,
2026-06-16T02:40:28.970908+00:00,2,/wrk2-api/home-timeline/read?user_id=652&start=0&stop=10,GET,200,7.218746934086084,3,
2026-06-16T02:40:28.972111+00:00,1,/wrk2-api/home-timeline/read?user_id=316&start=0&stop=10,GET,200,7.503362372517586,3,
