NAME                                      READY   STATUS    RESTARTS   AGE     IP                NODE            NOMINATED NODE   READINESS GATES
compose-post-service-74986b4f54-xmhc6     2/2     Running   0          2m44s   192.168.137.243   emu-worker-2    <none>           <none>
home-timeline-redis-586f566fdf-mlwpg      2/2     Running   0          2m42s   192.168.239.131   emu-worker-39   <none>           <none>
home-timeline-service-66997fc4b8-6shhm    2/2     Running   0          2m42s   192.168.82.230    emu-worker-10   <none>           <none>
jaeger-5cff57d7f7-dspq5                   2/2     Running   0          2m41s   192.168.120.67    emu-worker-25   <none>           <none>
media-frontend-797d856d65-4k8kb           2/2     Running   0          2m42s   192.168.185.67    emu-worker-45   <none>           <none>
media-memcached-5cbf7bf886-jk9xz          2/2     Running   0          2m43s   192.168.173.184   emu-worker-8    <none>           <none>
media-mongodb-8cfdd7ff5-mgm6f             2/2     Running   0          2m43s   192.168.65.56     emu-worker-1    <none>           <none>
media-service-69ddcfdf4d-sq979            2/2     Running   0          2m43s   192.168.42.124    emu-worker-3    <none>           <none>
nginx-thrift-5b56f597b8-d7mf7             2/2     Running   0          2m41s   192.168.231.67    emu-worker-38   <none>           <none>
post-storage-memcached-85b4b99dbb-4z4h2   2/2     Running   0          2m41s   192.168.0.131     emu-worker-11   <none>           <none>
post-storage-mongodb-7645bf8bbf-qlcqr     2/2     Running   0          2m41s   192.168.99.253    emu-worker-6    <none>           <none>
post-storage-service-5b68798f65-2dxkv     2/2     Running   0          2m42s   192.168.141.67    emu-worker-17   <none>           <none>
social-graph-mongodb-7fdbdf58b5-hhqrw     2/2     Running   0          2m42s   192.168.137.251   emu-worker-2    <none>           <none>
social-graph-redis-859d5fcd6d-mgmsg       2/2     Running   0          2m40s   192.168.182.195   emu-worker-15   <none>           <none>
social-graph-service-7dc59bf66c-n9v49     2/2     Running   0          2m39s   192.168.108.131   emu-worker-14   <none>           <none>
text-service-555696dcc-c8tbw              2/2     Running   0          2m40s   192.168.67.3      emu-worker-33   <none>           <none>
unique-id-service-f576d5678-pqx92         2/2     Running   0          2m41s   192.168.201.67    emu-worker-40   <none>           <none>
url-shorten-memcached-bb4979b5b-jk74j     2/2     Running   0          2m40s   192.168.73.3      emu-worker-42   <none>           <none>
url-shorten-mongodb-6f48587c6d-kvmrp      2/2     Running   0          2m38s   192.168.75.195    emu-worker-23   <none>           <none>
url-shorten-service-846d8494-jjgtw        2/2     Running   0          2m40s   192.168.138.195   emu-worker-30   <none>           <none>
user-memcached-75b685b7f6-lm47n           2/2     Running   0          2m39s   192.168.81.195    emu-worker-43   <none>           <none>
user-mention-service-85df4557d9-bhv58     2/2     Running   0          2m38s   192.168.55.131    emu-worker-24   <none>           <none>
user-mongodb-97768cbd4-n8s5z              2/2     Running   0          2m39s   192.168.222.49    emu-worker-7    <none>           <none>
user-service-76cc87fb77-wpm6x             2/2     Running   0          2m38s   192.168.111.195   emu-worker-16   <none>           <none>
user-timeline-mongodb-69d975c85b-ll8gz    2/2     Running   0          2m39s   192.168.173.183   emu-worker-8    <none>           <none>
user-timeline-redis-75bb68b85-stcq7       2/2     Running   0          2m37s   192.168.178.131   emu-worker-44   <none>           <none>
user-timeline-service-6cf8745f96-dqbzq    2/2     Running   0          2m37s   192.168.24.131    emu-worker-37   <none>           <none>
