sample,timestamp_utc,namespace,metric_source,service_count,active_edges,density,sparse_query_count,dense_logical_query_count,query_reduction_ratio_vs_dense,prometheus_query_latency_ms,graph_build_wall_ms,graph_build_cpu_ms,gda_total_wall_ms,peak_python_memory_mib,dense_local_pair_scan_wall_ms,dense_local_pair_scan_found_edges
1,2026-06-16T02:41:19.662567+00:00,gda-real-social-network-scale45-20260616t023847z,istio_requests_total_fallback,27,0,0.0,2,1404,702.0,3.3336090855300426,0.3078412264585495,0.2894630000014331,3.641450311988592,0.0116729736328125,0.0620279461145401,0
2,2026-06-16T02:41:22.680478+00:00,gda-real-social-network-scale45-20260616t023847z,istio_requests_total_fallback,27,0,0.0,2,1404,702.0,3.822860773652792,0.23160595446825027,0.22497200000159978,4.054466728121042,0.0109100341796875,0.06167590618133545,0
3,2026-06-16T02:41:25.696546+00:00,gda-real-social-network-scale45-20260616t023847z,istio_requests_total_fallback,27,0,0.0,2,1404,702.0,3.3124890178442,0.16585411503911018,0.15945000000172627,3.4783431328833103,0.0109100341796875,0.06212713196873665,0
4,2026-06-16T02:41:28.714139+00:00,gda-real-social-network-scale45-20260616t023847z,istio_requests_total_fallback,27,0,0.0,2,1404,702.0,4.157952032983303,0.19097886979579926,0.1841059999989625,4.348930902779102,0.0109100341796875,0.061614904552698135,0
5,2026-06-16T02:41:31.732546+00:00,gda-real-social-network-scale45-20260616t023847z,istio_requests_total_fallback,27,0,0.0,2,1404,702.0,3.580010961741209,0.16869790852069855,0.1619129999994584,3.7487088702619076,0.0109100341796875,0.06512319669127464,0
6,2026-06-16T02:41:34.748638+00:00,gda-real-social-network-scale45-20260616t023847z,istio_requests_total_fallback,27,0,0.0,2,1404,702.0,3.6472007632255554,0.18687080591917038,0.1653709999978048,3.834071569144726,0.0109100341796875,0.06979098543524742,0
7,2026-06-16T02:41:37.766502+00:00,gda-real-social-network-scale45-20260616t023847z,istio_requests_total_fallback,27,0,0.0,2,1404,702.0,3.9951358921825886,0.18949713557958603,0.18085900000031074,4.184633027762175,0.0109100341796875,0.05771825090050697,0
