policy,policy_display_name,evidence_type,steps,mean_latency_ms,mean_sla_violation_ratio,max_sla_violation_ratio,mean_request_mix_entropy,mean_active_edge_count,migration_count_available,policy_decision_time_available
kubernetes-default,K8s default,replay,12,67.971569,0.000000,0.000000,2.288702,8.750000,false,false
cga,CGA,replay,12,62.410447,0.000000,0.000000,2.288702,8.750000,false,false
hda,HDA,replay,12,61.324516,0.000000,0.000000,2.288702,8.750000,false,false
policy2,Policy 2,replay,12,63.075807,0.000000,0.000000,2.288702,8.750000,false,false
policy3,Policy 3,replay,12,60.237093,0.000000,0.000000,2.288702,8.750000,false,false
