benchmark,scale,replica_level,workload_mode,policy,evidence_type,steps,mean_latency_ms,p95_latency_ms,mean_sla_violation_ratio,mean_throughput_rps,mean_active_edge_count,mean_gda_total_time_ms,pod_node_occupancy_ratio
moe-serving,scale20,replica3,cache_stress,cga,replay,12,62.410447,66.590277,0.000000,90.000000,8.750000,0.014361,1.000000
moe-serving,scale20,replica3,cache_stress,hda,replay,12,61.324516,67.483474,0.000000,90.000000,8.750000,0.014361,1.000000
moe-serving,scale20,replica3,cache_stress,kubernetes-default,replay,12,67.971569,73.069996,0.000000,90.000000,8.750000,0.014361,1.000000
moe-serving,scale20,replica3,cache_stress,policy2,replay,12,63.075807,65.882792,0.000000,90.000000,8.750000,0.014361,1.000000
moe-serving,scale20,replica3,cache_stress,policy3,replay,12,60.237093,66.606565,0.000000,90.000000,8.750000,0.014361,1.000000
