benchmark,scale,replica_level,workload_mode,policy,evidence_type,steps,mean_latency_ms,p95_latency_ms,mean_sla_violation_ratio,mean_throughput_rps,mean_active_edge_count,mean_gda_total_time_ms,pod_node_occupancy_ratio
online-boutique,scale45,replica5,markov,cga,replay,1000,82.376088,120.935147,0.000000,120.000000,8.098000,0.011117,
online-boutique,scale45,replica5,markov,hda,replay,1000,78.867896,115.266079,0.000000,120.000000,8.098000,0.011117,
online-boutique,scale45,replica5,markov,kubernetes-default,replay,1000,87.658506,128.957517,0.000000,120.000000,8.098000,0.011117,
