LAST SEEN   TYPE      REASON              OBJECT                             MESSAGE
8s          Normal    Scheduled           pod/expert-0-5d8f5878c6-pfzj4      Successfully assigned policy2-policy3-live-20260603t082825z-scale20-policy2/expert-0-5d8f5878c6-pfzj4 to emu-worker-1
9s          Normal    Scheduled           pod/aggregator-646f4955db-6f66p    Successfully assigned policy2-policy3-live-20260603t082825z-scale20-policy2/aggregator-646f4955db-6f66p to emu-worker-1
8s          Normal    Scheduled           pod/expert-3-857b4dcc74-rbgjh      Successfully assigned policy2-policy3-live-20260603t082825z-scale20-policy2/expert-3-857b4dcc74-rbgjh to emu-worker-2
9s          Normal    Scheduled           pod/tokenizer-57954457cd-bxhkr     Successfully assigned policy2-policy3-live-20260603t082825z-scale20-policy2/tokenizer-57954457cd-bxhkr to emu-worker-1
8s          Normal    Scheduled           pod/expert-4-6bcc9694f6-bvpq6      Successfully assigned policy2-policy3-live-20260603t082825z-scale20-policy2/expert-4-6bcc9694f6-bvpq6 to emu-worker-10
8s          Normal    Scheduled           pod/expert-5-799db68df4-m8t74      Successfully assigned policy2-policy3-live-20260603t082825z-scale20-policy2/expert-5-799db68df4-m8t74 to emu-worker-8
9s          Normal    Scheduled           pod/cache-589449b5c6-zp57w         Successfully assigned policy2-policy3-live-20260603t082825z-scale20-policy2/cache-589449b5c6-zp57w to emu-worker-9
8s          Normal    Scheduled           pod/expert-1-785dd454c8-8mh5t      Successfully assigned policy2-policy3-live-20260603t082825z-scale20-policy2/expert-1-785dd454c8-8mh5t to emu-worker-1
9s          Normal    Scheduled           pod/frontend-65b64547bd-gc2bt      Successfully assigned policy2-policy3-live-20260603t082825z-scale20-policy2/frontend-65b64547bd-gc2bt to emu-worker-1
9s          Normal    Scheduled           pod/router-67b9f77db6-jhvnw        Successfully assigned policy2-policy3-live-20260603t082825z-scale20-policy2/router-67b9f77db6-jhvnw to emu-worker-1
8s          Normal    Scheduled           pod/expert-2-7f77764b9b-t754w      Successfully assigned policy2-policy3-live-20260603t082825z-scale20-policy2/expert-2-7f77764b9b-t754w to emu-worker-6
9s          Normal    SuccessfulCreate    replicaset/expert-2-7f77764b9b     Created pod: expert-2-7f77764b9b-t754w
9s          Normal    ScalingReplicaSet   deployment/router                  Scaled up replica set router-67b9f77db6 from 0 to 1
9s          Normal    SuccessfulCreate    replicaset/cache-589449b5c6        Created pod: cache-589449b5c6-zp57w
9s          Normal    ScalingReplicaSet   deployment/cache                   Scaled up replica set cache-589449b5c6 from 0 to 1
9s          Normal    SuccessfulCreate    replicaset/router-67b9f77db6       Created pod: router-67b9f77db6-jhvnw
9s          Normal    SuccessfulCreate    replicaset/expert-0-5d8f5878c6     Created pod: expert-0-5d8f5878c6-pfzj4
9s          Normal    ScalingReplicaSet   deployment/tokenizer               Scaled up replica set tokenizer-57954457cd from 0 to 1
9s          Normal    ScalingReplicaSet   deployment/expert-0                Scaled up replica set expert-0-5d8f5878c6 from 0 to 1
9s          Normal    ScalingReplicaSet   deployment/aggregator              Scaled up replica set aggregator-646f4955db from 0 to 1
9s          Normal    SuccessfulCreate    replicaset/frontend-65b64547bd     Created pod: frontend-65b64547bd-gc2bt
9s          Normal    SuccessfulCreate    replicaset/aggregator-646f4955db   Created pod: aggregator-646f4955db-6f66p
9s          Normal    SuccessfulCreate    replicaset/expert-1-785dd454c8     Created pod: expert-1-785dd454c8-8mh5t
9s          Normal    ScalingReplicaSet   deployment/expert-1                Scaled up replica set expert-1-785dd454c8 from 0 to 1
9s          Normal    ScalingReplicaSet   deployment/frontend                Scaled up replica set frontend-65b64547bd from 0 to 1
9s          Normal    SuccessfulCreate    replicaset/tokenizer-57954457cd    Created pod: tokenizer-57954457cd-bxhkr
9s          Normal    ScalingReplicaSet   deployment/expert-2                Scaled up replica set expert-2-7f77764b9b from 0 to 1
8s          Normal    SuccessfulCreate    replicaset/expert-5-799db68df4     Created pod: expert-5-799db68df4-m8t74
8s          Normal    Created             pod/cache-589449b5c6-zp57w         Container created
8s          Normal    Pulled              pod/aggregator-646f4955db-6f66p    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal    Created             pod/aggregator-646f4955db-6f66p    Container created
8s          Normal    Started             pod/tokenizer-57954457cd-bxhkr     Container started
8s          Normal    Created             pod/tokenizer-57954457cd-bxhkr     Container created
8s          Normal    Pulled              pod/tokenizer-57954457cd-bxhkr     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal    SuccessfulCreate    replicaset/expert-3-857b4dcc74     Created pod: expert-3-857b4dcc74-rbgjh
8s          Normal    ScalingReplicaSet   deployment/expert-3                Scaled up replica set expert-3-857b4dcc74 from 0 to 1
8s          Normal    Started             pod/aggregator-646f4955db-6f66p    Container started
8s          Normal    Pulled              pod/cache-589449b5c6-zp57w         Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal    ScalingReplicaSet   deployment/expert-5                Scaled up replica set expert-5-799db68df4 from 0 to 1
8s          Normal    Started             pod/router-67b9f77db6-jhvnw        Container started
8s          Normal    Created             pod/router-67b9f77db6-jhvnw        Container created
8s          Normal    SuccessfulCreate    replicaset/expert-4-6bcc9694f6     Created pod: expert-4-6bcc9694f6-bvpq6
8s          Normal    ScalingReplicaSet   deployment/expert-4                Scaled up replica set expert-4-6bcc9694f6 from 0 to 1
8s          Normal    Pulled              pod/router-67b9f77db6-jhvnw        Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal    Started             pod/cache-589449b5c6-zp57w         Container started
8s          Normal    Started             pod/frontend-65b64547bd-gc2bt      Container started
8s          Normal    Created             pod/frontend-65b64547bd-gc2bt      Container created
8s          Normal    Pulled              pod/frontend-65b64547bd-gc2bt      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
7s          Normal    Pulled              pod/expert-4-6bcc9694f6-bvpq6      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
7s          Normal    Pulled              pod/expert-3-857b4dcc74-rbgjh      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
7s          Normal    Started             pod/expert-4-6bcc9694f6-bvpq6      Container started
7s          Normal    Created             pod/expert-4-6bcc9694f6-bvpq6      Container created
6s          Normal    Started             pod/expert-2-7f77764b9b-t754w      Container started
6s          Normal    Pulled              pod/expert-1-785dd454c8-8mh5t      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal    Created             pod/expert-2-7f77764b9b-t754w      Container created
6s          Normal    Pulled              pod/expert-2-7f77764b9b-t754w      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal    Pulled              pod/expert-0-5d8f5878c6-pfzj4      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal    Created             pod/expert-3-857b4dcc74-rbgjh      Container created
6s          Normal    Started             pod/expert-3-857b4dcc74-rbgjh      Container started
6s          Warning   Unhealthy           pod/expert-4-6bcc9694f6-bvpq6      Readiness probe failed: Get "http://192.168.82.253:8080/healthz": dial tcp 192.168.82.253:8080: connect: connection refused
5s          Normal    Created             pod/expert-0-5d8f5878c6-pfzj4      Container created
5s          Normal    Pulled              pod/expert-5-799db68df4-m8t74      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    Created             pod/expert-5-799db68df4-m8t74      Container created
5s          Normal    Started             pod/expert-5-799db68df4-m8t74      Container started
4s          Normal    Started             pod/expert-1-785dd454c8-8mh5t      Container started
4s          Normal    Created             pod/expert-1-785dd454c8-8mh5t      Container created
4s          Normal    Started             pod/expert-0-5d8f5878c6-pfzj4      Container started
