request_id,status,latency_ms,experts,hot_expert,expert_popularity,cache_key,error
0,200,81.674380,"3,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-0,
1,200,57.956526,"0,4",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-1,
2,200,58.345058,"5,4",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-2,
3,200,56.237451,"0,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-3,
4,200,53.812816,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-4,
5,200,53.314448,"1,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-5,
6,200,55.357445,"3,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-6,
7,200,52.315729,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-7,
8,200,53.114253,"0,5",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-8,
9,200,53.383621,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-9,
10,200,53.950536,"1,0",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-10,
11,200,54.659172,"0,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-11,
12,200,53.583186,"1,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-12,
13,200,52.398265,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-13,
14,200,55.749634,"4,5",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-14,
15,200,54.490794,"2,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-15,
16,200,52.883379,"0,5",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-16,
17,200,53.620784,"5,3",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-17,
18,200,54.245062,"5,1",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-18,
19,200,54.055195,"4,5",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-19,
20,200,52.235578,"3,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-20,
21,200,54.028514,"5,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-21,
22,200,54.482016,"5,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-22,
23,200,55.028045,"5,1",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-23,
24,200,54.607284,"2,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-24,
25,200,54.626018,"0,5",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-25,
26,200,58.942744,"1,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-26,
27,200,53.291737,"1,3",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-27,
28,200,54.228159,"4,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-28,
29,200,54.484984,"4,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-29,
30,200,53.730612,"5,2",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-30,
31,200,59.164711,"2,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-31,
32,200,54.109105,"4,2",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-32,
33,200,54.847255,"4,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-33,
34,200,52.486853,"5,1",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-34,
35,200,53.058448,"5,2",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-35,
36,200,53.230160,"5,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-36,
37,200,53.794382,"5,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-37,
38,200,53.370024,"4,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-38,
39,200,51.625671,"4,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-39,
40,200,51.374156,"0,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-40,
41,200,52.952068,"2,0",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-41,
42,200,52.330749,"0,4",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-42,
43,200,52.052434,"0,4",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-43,
44,200,54.390325,"4,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-44,
45,200,53.410080,"3,5",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-45,
46,200,52.992584,"3,5",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-46,
47,200,53.004546,"5,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-47,
48,200,53.851342,"3,4",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-48,
49,200,54.854358,"3,4",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-49,
50,200,52.297366,"2,1",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-50,
51,200,50.890988,"3,1",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-51,
52,200,53.426130,"4,0",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-52,
53,200,53.215142,"3,4",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-53,
54,200,52.199590,"2,3",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-54,
55,200,54.435280,"2,3",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-55,
56,200,55.801562,"5,4",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-56,
57,200,55.070765,"2,4",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-57,
58,200,55.505022,"2,5",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-58,
59,200,54.625798,"2,4",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-59,
60,200,52.465310,"3,0",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-60,
61,200,53.231694,"2,0",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-61,
62,200,53.175749,"1,3",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-62,
63,200,56.091808,"2,4",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-63,
64,200,55.619859,"2,4",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-64,
65,200,52.908697,"0,3",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-65,
66,200,53.907988,"4,2",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-66,
67,200,53.637228,"1,3",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-67,
68,200,54.436182,"1,0",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-68,
69,200,53.883781,"1,2",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-69,
70,200,57.065690,"3,1",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-70,
71,200,55.752117,"2,3",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-71,
72,200,54.023936,"1,5",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-72,
73,200,54.452321,"4,1",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-73,
74,200,54.053733,"2,1",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-74,
75,200,55.658291,"1,2",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-75,
76,200,55.735177,"0,1",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-76,
77,200,55.756176,"1,3",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-77,
78,200,55.430973,"2,1",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-78,
79,200,55.468254,"1,3",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-79,
