LAST SEEN   TYPE      REASON              OBJECT                             MESSAGE
5s          Normal    Scheduled           pod/expert-0-6474cdf98f-4rppk      Successfully assigned policy2-policy3-live-20260603t082825z-scale20-default/expert-0-6474cdf98f-4rppk to emu-worker-9
5s          Normal    Scheduled           pod/aggregator-59f4c774df-jzpvj    Successfully assigned policy2-policy3-live-20260603t082825z-scale20-default/aggregator-59f4c774df-jzpvj to emu-worker-2
5s          Normal    Scheduled           pod/expert-2-b866f5465-qwcf7       Successfully assigned policy2-policy3-live-20260603t082825z-scale20-default/expert-2-b866f5465-qwcf7 to emu-worker-7
5s          Normal    Scheduled           pod/tokenizer-68b94bdc9f-56xw6     Successfully assigned policy2-policy3-live-20260603t082825z-scale20-default/tokenizer-68b94bdc9f-56xw6 to emu-worker-9
5s          Normal    Scheduled           pod/expert-4-7b7997455c-tq6ss      Successfully assigned policy2-policy3-live-20260603t082825z-scale20-default/expert-4-7b7997455c-tq6ss to emu-worker-1
4s          Normal    Scheduled           pod/expert-5-7f88f78df5-xk4fw      Successfully assigned policy2-policy3-live-20260603t082825z-scale20-default/expert-5-7f88f78df5-xk4fw to emu-worker-8
5s          Normal    Scheduled           pod/cache-7d6fb69df7-lbqvs         Successfully assigned policy2-policy3-live-20260603t082825z-scale20-default/cache-7d6fb69df7-lbqvs to emu-worker-8
5s          Normal    Scheduled           pod/expert-3-6c79b5d55f-gmx59      Successfully assigned policy2-policy3-live-20260603t082825z-scale20-default/expert-3-6c79b5d55f-gmx59 to emu-worker-2
5s          Normal    Scheduled           pod/expert-1-5b68c76d87-zq48p      Successfully assigned policy2-policy3-live-20260603t082825z-scale20-default/expert-1-5b68c76d87-zq48p to emu-worker-6
5s          Normal    Scheduled           pod/router-5f8fdd9f89-tfmgp        Successfully assigned policy2-policy3-live-20260603t082825z-scale20-default/router-5f8fdd9f89-tfmgp to emu-worker-10
