NAME                          READY   STATUS    RESTARTS   AGE   IP                NODE            NOMINATED NODE   READINESS GATES
aggregator-646f4955db-6f66p   1/1     Running   0          9s    192.168.65.56     emu-worker-1    <none>           <none>
cache-589449b5c6-zp57w        1/1     Running   0          9s    192.168.71.126    emu-worker-9    <none>           <none>
expert-0-5d8f5878c6-pfzj4     1/1     Running   0          9s    192.168.65.57     emu-worker-1    <none>           <none>
expert-1-785dd454c8-8mh5t     1/1     Running   0          9s    192.168.65.58     emu-worker-1    <none>           <none>
expert-2-7f77764b9b-t754w     1/1     Running   0          9s    192.168.99.201    emu-worker-6    <none>           <none>
expert-3-857b4dcc74-rbgjh     1/1     Running   0          8s    192.168.137.244   emu-worker-2    <none>           <none>
expert-4-6bcc9694f6-bvpq6     1/1     Running   0          8s    192.168.82.253    emu-worker-10   <none>           <none>
expert-5-799db68df4-m8t74     1/1     Running   0          8s    192.168.173.138   emu-worker-8    <none>           <none>
frontend-65b64547bd-gc2bt     1/1     Running   0          9s    192.168.65.54     emu-worker-1    <none>           <none>
router-67b9f77db6-jhvnw       1/1     Running   0          9s    192.168.65.55     emu-worker-1    <none>           <none>
tokenizer-57954457cd-bxhkr    1/1     Running   0          9s    192.168.65.53     emu-worker-1    <none>           <none>
