NAME                         READY   STATUS    RESTARTS   AGE   IP                NODE           NOMINATED NODE   READINESS GATES
aggregator-5f7b898b8-2lz94   1/1     Running   0          7s    192.168.65.4      emu-worker-1   <none>           <none>
cache-b4bf64f74-fc9p2        1/1     Running   0          7s    192.168.135.94    emu-worker-4   <none>           <none>
expert-0-7f767d544b-bhhmz    1/1     Running   0          7s    192.168.65.9      emu-worker-1   <none>           <none>
expert-1-7c654d849b-2g8z9    1/1     Running   0          7s    192.168.65.11     emu-worker-1   <none>           <none>
expert-2-79994ccffd-78xdv    1/1     Running   0          7s    192.168.222.28    emu-worker-7   <none>           <none>
expert-3-774df9958d-4j5vk    1/1     Running   0          7s    192.168.42.77     emu-worker-3   <none>           <none>
expert-4-757cc67f58-8wntm    1/1     Running   0          5s    192.168.135.96    emu-worker-4   <none>           <none>
expert-5-584d7db784-qbntp    1/1     Running   0          5s    192.168.137.247   emu-worker-2   <none>           <none>
frontend-75bf977786-8gqcj    1/1     Running   0          8s    192.168.65.63     emu-worker-1   <none>           <none>
router-5f996874fb-slpgw      1/1     Running   0          7s    192.168.65.3      emu-worker-1   <none>           <none>
tokenizer-7c688655c6-88t7q   1/1     Running   0          7s    192.168.65.2      emu-worker-1   <none>           <none>
