NAME                          READY   STATUS    RESTARTS   AGE   IP               NODE            NOMINATED NODE   READINESS GATES
aggregator-59884c8db8-cmmcj   1/1     Running   0          6s    192.168.65.49    emu-worker-1    <none>           <none>
cache-5cfdc4d67b-6l4x2        1/1     Running   0          6s    192.168.65.47    emu-worker-1    <none>           <none>
expert-0-7b5f656776-7l75z     1/1     Running   0          5s    192.168.65.52    emu-worker-1    <none>           <none>
expert-1-f9c94f446-cl28h      1/1     Running   0          5s    192.168.65.51    emu-worker-1    <none>           <none>
expert-2-77f5458cc-nf2v2      1/1     Running   0          5s    192.168.82.245   emu-worker-10   <none>           <none>
expert-3-76bfbff89f-85crs     1/1     Running   0          5s    192.168.42.76    emu-worker-3    <none>           <none>
expert-4-5f84d8f7d9-ljl99     1/1     Running   0          4s    192.168.222.25   emu-worker-7    <none>           <none>
expert-5-7b9674fbf5-c8rp8     1/1     Running   0          4s    192.168.135.93   emu-worker-4    <none>           <none>
frontend-79654d4746-t9z2d     1/1     Running   0          6s    192.168.65.48    emu-worker-1    <none>           <none>
router-6db569dcb4-rs22t       1/1     Running   0          6s    192.168.65.46    emu-worker-1    <none>           <none>
tokenizer-7867d659c8-hnzwl    1/1     Running   0          6s    192.168.65.50    emu-worker-1    <none>           <none>
