steps,mean_query_latency_ms,p95_query_latency_ms,mean_build_time_ms,p95_build_time_ms,mean_total_time_ms,p95_total_time_ms,mean_active_edges,max_active_edges
1000,0.000000,0.000000,0.010646,0.015729,0.010646,0.015729,9.049000,14
