policy,policy_display_name,evidence_type,steps,mean_latency_ms,mean_sla_violation_ratio,max_sla_violation_ratio,mean_request_mix_entropy,mean_active_edge_count,migration_count_available,policy_decision_time_available
cga,CGA,replay,1000,77.545587,0.000000,0.000000,1.956649,9.049000,False,False
hda,HDA,replay,1000,74.242947,0.000000,0.000000,1.956649,9.049000,False,False
kubernetes-default,K8s default,replay,1000,82.519675,0.000000,0.000000,1.956649,9.049000,False,False
