benchmark,run_id,namespace,scale,replica_level,replica_config,workload_mode,repeat,policy,policy_display_name,step,time_s,evidence_type,request_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count,latency_ms,p50_ms,p95_ms,p99_ms,throughput_rps,error_rate,sla_ms,sla_pressure,sla_violation_ratio,worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,pod_restarts,total_pods,cluster_cpu_utilization,cluster_memory_utilization,top_node_cpu_utilization
online-boutique,online-boutique-longmix-stageA-scale20-replica3-sinusoidal-steps200-20260612T140707Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,sinusoidal,stageA,kubernetes-default,K8s default,0,0.000,replay,mixed,0.978681,0.000000,7,1.563267,0.000000,0.307166,0.178480,,,0.000000,0.014437,0.014437,7,7,0,88.053462,88.053462,88.053462,88.053462,120.000000,0.000000,135.890114,0.647975,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-sinusoidal-steps200-20260612T140707Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,sinusoidal,stageA,cga,CGA,0,0.000,replay,mixed,0.978681,0.000000,7,1.563267,0.000000,0.307166,0.178480,,,0.000000,0.014437,0.014437,7,7,0,81.817154,81.817154,81.817154,81.817154,120.000000,0.000000,135.890114,0.602083,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-sinusoidal-steps200-20260612T140707Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,sinusoidal,stageA,hda,HDA,0,0.000,replay,mixed,0.978681,0.000000,7,1.563267,0.000000,0.307166,0.178480,,,0.000000,0.014437,0.014437,7,7,0,72.380747,72.380747,72.380747,72.380747,120.000000,0.000000,135.890114,0.532642,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-sinusoidal-steps200-20260612T140707Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,sinusoidal,stageA,kubernetes-default,K8s default,1,1.000,replay,mixed,0.979490,0.002476,7,1.566517,0.000000,0.308617,0.170195,,,0.000000,0.010790,0.010790,7,7,0,87.187361,87.187361,87.187361,87.187361,120.000000,0.000000,135.834537,0.641864,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-sinusoidal-steps200-20260612T140707Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,sinusoidal,stageA,cga,CGA,1,1.000,replay,mixed,0.979490,0.002476,7,1.566517,0.000000,0.308617,0.170195,,,0.000000,0.010790,0.010790,7,7,0,76.250258,76.250258,76.250258,76.250258,120.000000,0.000000,135.834537,0.561347,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-sinusoidal-steps200-20260612T140707Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,sinusoidal,stageA,hda,HDA,1,1.000,replay,mixed,0.979490,0.002476,7,1.566517,0.000000,0.308617,0.170195,,,0.000000,0.010790,0.010790,7,7,0,72.995719,72.995719,72.995719,72.995719,120.000000,0.000000,135.834537,0.537387,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-sinusoidal-steps200-20260612T140707Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,sinusoidal,stageA,kubernetes-default,K8s default,2,2.000,replay,mixed,0.980291,0.002509,7,1.570147,0.000000,0.309991,0.162222,,,0.000000,0.013726,0.013726,7,7,0,86.163334,86.163334,86.163334,86.163334,120.000000,0.000000,135.780347,0.634579,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-sinusoidal-steps200-20260612T140707Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,sinusoidal,stageA,cga,CGA,2,2.000,replay,mixed,0.980291,0.002509,7,1.570147,0.000000,0.309991,0.162222,,,0.000000,0.013726,0.013726,7,7,0,81.285823,81.285823,81.285823,81.285823,120.000000,0.000000,135.780347,0.598657,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-sinusoidal-steps200-20260612T140707Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,sinusoidal,stageA,hda,HDA,2,2.000,replay,mixed,0.980291,0.002509,7,1.570147,0.000000,0.309991,0.162222,,,0.000000,0.013726,0.013726,7,7,0,76.749355,76.749355,76.749355,76.749355,120.000000,0.000000,135.780347,0.565246,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-sinusoidal-steps200-20260612T140707Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,sinusoidal,stageA,kubernetes-default,K8s default,3,3.000,replay,mixed,0.975723,0.006906,7,1.574166,0.000000,0.311287,0.154565,,,0.000000,0.009267,0.009267,7,7,0,86.292471,86.292471,86.292471,86.292471,120.000000,0.000000,135.727591,0.635777,0.000000,20,,,,,,,,,
