run_id,experiment_type,policy,metric,value,unit,source_file,source_column,status,notes
continuous-callgraph-scale10-20260523T182406Z,continuous_callgraph,workload-mixer,latency_p50_ms,108.38297,ms,raw/request_mix_timeseries.csv,latency_ms,measured,
continuous-callgraph-scale10-20260523T182406Z,continuous_callgraph,workload-mixer,latency_p95_ms,122.297284,ms,raw/request_mix_timeseries.csv,latency_ms,measured,
continuous-callgraph-scale10-20260523T182406Z,continuous_callgraph,workload-mixer,latency_p99_ms,126.075695,ms,raw/request_mix_timeseries.csv,latency_ms,measured,
continuous-callgraph-scale10-20260523T182406Z,continuous_callgraph,workload-mixer,throughput_rps,120.0,requests/s,raw/request_mix_timeseries.csv,qps_*,measured,configured aggregate request rate
continuous-callgraph-scale10-20260523T182406Z,continuous_callgraph,workload-mixer,sla_violations,,count,,,unavailable,metric not emitted by this run type
continuous-callgraph-scale10-20260523T182406Z,continuous_callgraph,workload-mixer,sla_violation_rate,0.0,ratio,raw/request_mix_timeseries.csv,sla_violation_ratio,measured,
continuous-callgraph-scale10-20260523T182406Z,continuous_callgraph,workload-mixer,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
continuous-callgraph-scale10-20260523T182406Z,continuous_callgraph,workload-mixer,gda_build_time_ms,,ms,,,unavailable,metric not emitted by this run type
continuous-callgraph-scale10-20260523T182406Z,continuous_callgraph,workload-mixer,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
continuous-callgraph-scale10-20260523T182406Z,continuous_callgraph,workload-mixer,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
continuous-callgraph-scale10-20260523T182406Z,continuous_callgraph,workload-mixer,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
continuous-callgraph-scale10-20260523T182406Z,continuous_callgraph,workload-mixer,migration_count,,count,,,unavailable,metric not emitted by this run type
continuous-callgraph-scale10-20260523T182406Z,continuous_callgraph,workload-mixer,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
