LAST SEEN   TYPE      REASON              OBJECT                                               MESSAGE
15m         Normal    Scheduled           pod/ts-ticket-office-service-9c6dc4c9-knkz5          Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-ticket-office-service-9c6dc4c9-knkz5 to emu-worker-3
14m         Normal    Scheduled           pod/ts-route-plan-service-79f4796b84-scb8s           Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-route-plan-service-79f4796b84-scb8s to emu-worker-4
14m         Normal    Scheduled           pod/ts-voucher-service-6f4486b88c-7d26m              Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-voucher-service-6f4486b88c-7d26m to emu-worker-44
14m         Normal    Scheduled           pod/ts-preserve-service-76767df977-cm8km             Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-preserve-service-76767df977-cm8km to emu-worker-3
15m         Normal    Scheduled           pod/ts-price-mongo-545b849bf9-65b4z                  Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-price-mongo-545b849bf9-65b4z to emu-worker-10
14m         Normal    Scheduled           pod/ts-execute-service-7ff7d8d798-v9sw7              Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-execute-service-7ff7d8d798-v9sw7 to emu-worker-5
15m         Normal    Scheduled           pod/ts-food-map-mongo-6449597685-cf6w4               Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-food-map-mongo-6449597685-cf6w4 to emu-worker-7
15m         Normal    Scheduled           pod/ts-execute-service-74c95746c9-zbcrz              Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-execute-service-74c95746c9-zbcrz to emu-worker-39
15m         Normal    Scheduled           pod/ts-preserve-service-5b5cf6486d-zhpcx             Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-preserve-service-5b5cf6486d-zhpcx to emu-worker-16
15m         Normal    Scheduled           pod/ts-preserve-other-service-95c5cd8b5-hw58v        Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-preserve-other-service-95c5cd8b5-hw58v to emu-worker-40
14m         Normal    Scheduled           pod/ts-preserve-other-service-6f66b4845b-pzgjq       Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-preserve-other-service-6f66b4845b-pzgjq to emu-worker-1
15m         Normal    Scheduled           pod/ts-config-mongo-5b55b56c88-wpvxk                 Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-config-mongo-5b55b56c88-wpvxk to emu-worker-3
14m         Normal    Scheduled           pod/ts-payment-service-d87d8d979-cpshj               Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-payment-service-d87d8d979-cpshj to emu-worker-2
15m         Normal    Scheduled           pod/ts-admin-basic-info-service-789bb6f584-j2xns     Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-admin-basic-info-service-789bb6f584-j2xns to emu-worker-9
15m         Normal    Scheduled           pod/ts-payment-service-659fcd8c74-rqp8n              Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-payment-service-659fcd8c74-rqp8n to emu-worker-43
15m         Normal    Scheduled           pod/ts-config-mongo-7d4bb6dd9-snslz                  Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-config-mongo-7d4bb6dd9-snslz to emu-worker-6
15m         Normal    Scheduled           pod/ts-cancel-service-656b94c76b-t875x               Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-cancel-service-656b94c76b-t875x to emu-worker-2
14m         Normal    Scheduled           pod/ts-price-mongo-5bcb7c7c46-p66jz                  Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-price-mongo-5bcb7c7c46-p66jz to emu-worker-33
15m         Normal    Scheduled           pod/ts-price-service-74545b8b9-kngtv                 Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-price-service-74545b8b9-kngtv to emu-worker-11
14m         Normal    Scheduled           pod/ts-price-service-fc5d75f8d-nx6kd                 Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-price-service-fc5d75f8d-nx6kd to emu-worker-10
14m         Normal    Scheduled           pod/ts-basic-service-67858b6f5-gft9x                 Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-basic-service-67858b6f5-gft9x to emu-worker-42
15m         Normal    Scheduled           pod/ts-voucher-mysql-78ff544b48-fp78l                Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-voucher-mysql-78ff544b48-fp78l to emu-worker-1
14m         Normal    Scheduled           pod/ts-voucher-mysql-75f6ff5d65-h5kwj                Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-voucher-mysql-75f6ff5d65-h5kwj to emu-worker-24
14m         Normal    Scheduled           pod/ts-verification-code-service-697b4f78c8-tfj9m    Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-verification-code-service-697b4f78c8-tfj9m to emu-worker-40
15m         Normal    Scheduled           pod/ts-verification-code-service-6565b59967-c8tgp    Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-verification-code-service-6565b59967-c8tgp to emu-worker-6
15m         Normal    Scheduled           pod/ts-food-map-mongo-76d66d78b4-qn2gr               Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-food-map-mongo-76d66d78b4-qn2gr to emu-worker-8
15m         Normal    Scheduled           pod/ts-rebook-service-55bfcbf7dd-ct6hf               Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-rebook-service-55bfcbf7dd-ct6hf to emu-worker-8
14m         Normal    Scheduled           pod/ts-rebook-service-6976d57c69-bm9wj               Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-rebook-service-6976d57c69-bm9wj to emu-worker-7
15m         Normal    Scheduled           pod/ts-route-mongo-55c8ddb57f-4zvqx                  Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-route-mongo-55c8ddb57f-4zvqx to emu-worker-1
14m         Normal    Scheduled           pod/ts-payment-mongo-5c67db7bcb-wvr8l                Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-payment-mongo-5c67db7bcb-wvr8l to emu-worker-3
14m         Normal    Scheduled           pod/ts-user-service-5f49b4fd8-x7bvf                  Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-user-service-5f49b4fd8-x7bvf to emu-worker-39
15m         Normal    Scheduled           pod/ts-admin-order-service-58f8548766-zf49g          Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-admin-order-service-58f8548766-zf49g to emu-worker-7
14m         Normal    Scheduled           pod/ts-food-map-service-6947877d68-cwqtr             Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-food-map-service-6947877d68-cwqtr to emu-worker-4
15m         Normal    Scheduled           pod/ts-food-map-service-956f5f8bf-bhg52              Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-food-map-service-956f5f8bf-bhg52 to emu-worker-42
14m         Normal    Scheduled           pod/ts-contacts-service-7c7db6b778-46hmt             Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-contacts-service-7c7db6b778-46hmt to emu-worker-8
15m         Normal    Scheduled           pod/ts-food-mongo-5c8674657-mb6kf                    Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-food-mongo-5c8674657-mb6kf to emu-worker-4
15m         Normal    Scheduled           pod/ts-contacts-service-5ddc7d595-9zqhz              Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-contacts-service-5ddc7d595-9zqhz to emu-worker-17
15m         Normal    Scheduled           pod/ts-assurance-mongo-56bdd769f8-wlpr2              Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-assurance-mongo-56bdd769f8-wlpr2 to emu-worker-6
15m         Normal    Scheduled           pod/ts-consign-price-mongo-768596d4bb-dr2xv          Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-consign-price-mongo-768596d4bb-dr2xv to emu-worker-23
14m         Normal    Scheduled           pod/ts-cancel-service-7d988c7b79-c5qg9               Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-cancel-service-7d988c7b79-c5qg9 to emu-worker-24
15m         Normal    Scheduled           pod/ts-assurance-mongo-6bf5758ff9-hrjk8              Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-assurance-mongo-6bf5758ff9-hrjk8 to emu-worker-2
14m         Normal    Scheduled           pod/ts-user-mongo-68bbfb9d8d-lczgr                   Successfully assigned gda-real-train-ticket-scale45-20260616t024713z/ts-user-mongo-68bbfb9d8d-lczgr to emu-worker-7
