NAME                                            READY   STATUS             RESTARTS        AGE   IP                NODE            NOMINATED NODE   READINESS GATES
ts-consign-service-5566cd6b4d-rbpfk             2/2     Running            0               14m   192.168.99.198    emu-worker-6    <none>           <none>
ts-contacts-mongo-57b576bbdd-xvnrb              2/2     Running            0               15m   192.168.222.56    emu-worker-7    <none>           <none>
ts-contacts-service-5ddc7d595-9zqhz             1/2     CrashLoopBackOff   5 (106s ago)    15m   192.168.141.69    emu-worker-17   <none>           <none>
ts-contacts-service-7c7db6b778-46hmt            1/2     Error              4 (4m32s ago)   14m   192.168.173.133   emu-worker-8    <none>           <none>
ts-execute-service-7ff7d8d798-v9sw7             2/2     Running            0               14m   192.168.237.136   emu-worker-5    <none>           <none>
ts-food-map-mongo-76d66d78b4-qn2gr              2/2     Running            0               15m   192.168.173.134   emu-worker-8    <none>           <none>
ts-food-map-service-6947877d68-cwqtr            1/2     CrashLoopBackOff   5 (116s ago)    14m   192.168.135.89    emu-worker-4    <none>           <none>
ts-food-map-service-956f5f8bf-bhg52             1/2     CrashLoopBackOff   5 (2m ago)      15m   192.168.73.5      emu-worker-42   <none>           <none>
ts-food-mongo-68c4f94d68-fr9q8                  2/2     Running            0               15m   192.168.120.70    emu-worker-25   <none>           <none>
ts-food-service-68f554bd5-hfdnz                 2/2     Running            0               14m   192.168.82.249    emu-worker-10   <none>           <none>
ts-inside-payment-mongo-568cd8d87b-4v4lv        2/2     Running            0               14m   192.168.182.197   emu-worker-15   <none>           <none>
ts-inside-payment-service-55bf6cb548-gsh4w      1/2     Running            5 (116s ago)    14m   192.168.65.3      emu-worker-1    <none>           <none>
ts-inside-payment-service-5747cb7bd9-fq8ql      1/2     CrashLoopBackOff   6 (2m10s ago)   15m   192.168.185.69    emu-worker-45   <none>           <none>
ts-news-service-5d6d579768-hrmv5                2/2     Running            0               14m   192.168.71.106    emu-worker-9    <none>           <none>
ts-notification-service-64b495bf64-fjzrx        2/2     Running            0               14m   192.168.173.137   emu-worker-8    <none>           <none>
ts-order-mongo-6f6898b6b8-zcqfz                 2/2     Running            0               15m   192.168.239.134   emu-worker-39   <none>           <none>
ts-order-other-mongo-668c4869d6-zt2vw           2/2     Running            0               14m   192.168.201.70    emu-worker-40   <none>           <none>
ts-order-other-service-6647b795cd-9md2x         1/2     Error              5 (4m7s ago)    14m   192.168.137.194   emu-worker-2    <none>           <none>
ts-order-other-service-ff9c9b599-l4dlx          1/2     CrashLoopBackOff   5 (85s ago)     15m   192.168.178.132   emu-worker-44   <none>           <none>
ts-order-service-5888547557-gcms2               1/2     Error              4 (3m58s ago)   14m   192.168.99.196    emu-worker-6    <none>           <none>
ts-order-service-6d6bc47ccb-c2h8q               1/2     CrashLoopBackOff   5 (79s ago)     15m   192.168.138.197   emu-worker-30   <none>           <none>
ts-payment-mongo-5c67db7bcb-wvr8l               2/2     Running            0               14m   192.168.42.73     emu-worker-3    <none>           <none>
ts-payment-service-659fcd8c74-rqp8n             1/2     CrashLoopBackOff   5 (2m41s ago)   15m   192.168.81.196    emu-worker-43   <none>           <none>
ts-payment-service-d87d8d979-cpshj              1/2     Error              5 (4m25s ago)   14m   192.168.137.196   emu-worker-2    <none>           <none>
ts-preserve-other-service-6f66b4845b-pzgjq      2/2     Running            0               14m   192.168.65.4      emu-worker-1    <none>           <none>
ts-preserve-service-76767df977-cm8km            2/2     Running            0               14m   192.168.42.74     emu-worker-3    <none>           <none>
ts-price-mongo-5bcb7c7c46-p66jz                 2/2     Running            0               14m   192.168.67.6      emu-worker-33   <none>           <none>
ts-price-service-74545b8b9-kngtv                1/2     CrashLoopBackOff   5 (75s ago)     15m   192.168.0.132     emu-worker-11   <none>           <none>
ts-price-service-fc5d75f8d-nx6kd                1/2     Error              4 (4m16s ago)   14m   192.168.82.244    emu-worker-10   <none>           <none>
ts-rebook-service-6976d57c69-bm9wj              2/2     Running            0               14m   192.168.222.59    emu-worker-7    <none>           <none>
ts-route-mongo-566bdb6bfd-nvj8n                 2/2     Running            0               14m   192.168.179.132   emu-worker-12   <none>           <none>
ts-route-plan-service-79f4796b84-scb8s          2/2     Running            0               14m   192.168.135.91    emu-worker-4    <none>           <none>
ts-route-service-97bf58bdf-f8v94                1/2     CrashLoopBackOff   5 (2m36s ago)   15m   192.168.222.57    emu-worker-7    <none>           <none>
ts-route-service-dd78594bd-r7fj2                1/2     Running            5 (90s ago)     14m   192.168.237.137   emu-worker-5    <none>           <none>
ts-seat-service-7b4476b-7fnck                   2/2     Running            0               14m   192.168.141.71    emu-worker-17   <none>           <none>
ts-security-mongo-f69679588-4f9cb               2/2     Running            0               14m   192.168.135.88    emu-worker-4    <none>           <none>
ts-security-service-66cdb4b858-w9mgt            1/2     CrashLoopBackOff   5 (2m10s ago)   15m   192.168.67.5      emu-worker-33   <none>           <none>
ts-security-service-6bbdb59f99-w9wr6            1/2     CrashLoopBackOff   6 (2m10s ago)   14m   192.168.185.71    emu-worker-45   <none>           <none>
ts-station-mongo-857954b588-f2cpz               2/2     Running            0               15m   192.168.178.133   emu-worker-44   <none>           <none>
ts-station-service-74449448b4-d2d4w             1/2     CrashLoopBackOff   5 (105s ago)    15m   192.168.179.131   emu-worker-12   <none>           <none>
ts-station-service-b8c7b4b49-ll2ws              1/2     CrashLoopBackOff   6 (2m18s ago)   14m   192.168.120.71    emu-worker-25   <none>           <none>
ts-ticket-office-mongo-b4f8f9bf4-ghcd9          2/2     Running            0               15m   192.168.65.9      emu-worker-1    <none>           <none>
ts-ticket-office-service-6c87c7b798-4dfbd       2/2     Running            0               14m   192.168.75.199    emu-worker-23   <none>           <none>
ts-ticketinfo-service-56dc8bd6df-84mjs          2/2     Running            0               14m   192.168.73.7      emu-worker-42   <none>           <none>
ts-train-mongo-65c68b47f6-b8hxx                 2/2     Running            0               15m   192.168.82.248    emu-worker-10   <none>           <none>
ts-train-service-54c6475f47-6hl9n               1/2     CrashLoopBackOff   5 (2m9s ago)    14m   192.168.108.135   emu-worker-14   <none>           <none>
ts-train-service-84c579bdd6-q2hrw               1/2     Running            5 (2m15s ago)   15m   192.168.65.59     emu-worker-1    <none>           <none>
ts-travel-mongo-5c86d58bd4-gnlvw                2/2     Running            0               15m   192.168.185.70    emu-worker-45   <none>           <none>
ts-travel-plan-service-699c9fc545-dq2c7         2/2     Running            0               14m   192.168.133.5     emu-worker-20   <none>           <none>
ts-travel-service-c985c697c-6nlj2               1/2     Error              5 (4m26s ago)   14m   192.168.231.71    emu-worker-38   <none>           <none>
ts-travel-service-dc74b9ccb-d29dq               1/2     CrashLoopBackOff   5 (112s ago)    15m   192.168.135.87    emu-worker-4    <none>           <none>
ts-travel2-mongo-7b58cf58f6-p4l4n               2/2     Running            0               14m   192.168.231.70    emu-worker-38   <none>           <none>
ts-travel2-service-7465c79c94-bbmhp             1/2     Error              4 (4m34s ago)   15m   192.168.82.242    emu-worker-10   <none>           <none>
ts-travel2-service-bc6994b95-49vgt              1/2     CrashLoopBackOff   5 (2m5s ago)    14m   192.168.67.7      emu-worker-33   <none>           <none>
ts-ui-dashboard-6bbb7b59cd-jtdhv                2/2     Running            0               14m   192.168.133.4     emu-worker-20   <none>           <none>
ts-user-mongo-68bbfb9d8d-lczgr                  2/2     Running            0               14m   192.168.222.58    emu-worker-7    <none>           <none>
ts-user-service-5f49b4fd8-x7bvf                 1/2     Running            6 (3m9s ago)    14m   192.168.239.135   emu-worker-39   <none>           <none>
ts-user-service-6b76db8785-25pcq                1/2     Running            6 (3m4s ago)    15m   192.168.182.196   emu-worker-15   <none>           <none>
ts-verification-code-service-697b4f78c8-tfj9m   2/2     Running            0               14m   192.168.201.71    emu-worker-40   <none>           <none>
ts-voucher-mysql-75f6ff5d65-h5kwj               2/2     Running            0               14m   192.168.55.135    emu-worker-24   <none>           <none>
ts-voucher-service-6f4486b88c-7d26m             2/2     Running            0               14m   192.168.178.134   emu-worker-44   <none>           <none>
