run_id,experiment_type,policy,metric,value,unit,source_file,source_column,status,notes
network-trace-20260521T110037Z,network_trace_replay,burst_correlated,latency_p50_ms,18.590502003467538,ms,processed/network_trace_metrics.json,latency_ms.p50,measured,
network-trace-20260521T110037Z,network_trace_replay,burst_correlated,latency_p95_ms,45.117255693105825,ms,processed/network_trace_metrics.json,latency_ms.p95,measured,
network-trace-20260521T110037Z,network_trace_replay,burst_correlated,latency_p99_ms,63.6258792387294,ms,processed/network_trace_metrics.json,latency_ms.p99,measured,
network-trace-20260521T110037Z,network_trace_replay,burst_correlated,throughput_rps,,requests/s,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,burst_correlated,sla_violations,,count,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,burst_correlated,sla_violation_rate,,ratio,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,burst_correlated,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,burst_correlated,gda_build_time_ms,,ms,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,burst_correlated,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,burst_correlated,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,burst_correlated,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,burst_correlated,migration_count,,count,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,burst_correlated,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,burst_correlated,placement_cost_reduction_pct,,percent,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,csv_replay,latency_p50_ms,18.590502003467538,ms,processed/network_trace_metrics.json,latency_ms.p50,measured,
network-trace-20260521T110037Z,network_trace_replay,csv_replay,latency_p95_ms,45.117255693105825,ms,processed/network_trace_metrics.json,latency_ms.p95,measured,
network-trace-20260521T110037Z,network_trace_replay,csv_replay,latency_p99_ms,63.6258792387294,ms,processed/network_trace_metrics.json,latency_ms.p99,measured,
network-trace-20260521T110037Z,network_trace_replay,csv_replay,throughput_rps,,requests/s,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,csv_replay,sla_violations,,count,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,csv_replay,sla_violation_rate,,ratio,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,csv_replay,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,csv_replay,gda_build_time_ms,,ms,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,csv_replay,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,csv_replay,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,csv_replay,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,csv_replay,migration_count,,count,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,csv_replay,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,csv_replay,placement_cost_reduction_pct,,percent,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,synthetic_distance_random,latency_p50_ms,14.01820866306447,ms,processed/network_trace_metrics.json,latency_ms.p50,measured,
network-trace-20260521T110037Z,network_trace_replay,synthetic_distance_random,latency_p95_ms,42.82819347491697,ms,processed/network_trace_metrics.json,latency_ms.p95,measured,
network-trace-20260521T110037Z,network_trace_replay,synthetic_distance_random,latency_p99_ms,58.83321039960594,ms,processed/network_trace_metrics.json,latency_ms.p99,measured,
network-trace-20260521T110037Z,network_trace_replay,synthetic_distance_random,throughput_rps,,requests/s,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,synthetic_distance_random,sla_violations,,count,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,synthetic_distance_random,sla_violation_rate,,ratio,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,synthetic_distance_random,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,synthetic_distance_random,gda_build_time_ms,,ms,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,synthetic_distance_random,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,synthetic_distance_random,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,synthetic_distance_random,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,synthetic_distance_random,migration_count,,count,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,synthetic_distance_random,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
network-trace-20260521T110037Z,network_trace_replay,synthetic_distance_random,placement_cost_reduction_pct,,percent,,,unavailable,metric not emitted by this run type
