step,time_s,evidence_type,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count
0,0.000,replay,0.000000,0.035858,0.035858,9,13,0
1,0.100,replay,0.000000,0.020448,0.020448,9,13,0
2,0.200,replay,0.000000,0.015088,0.015088,9,13,0
3,0.300,replay,0.000000,0.015308,0.015308,9,13,0
4,0.400,replay,0.000000,0.026349,0.026349,9,13,0
5,0.500,replay,0.000000,0.014497,0.014497,9,13,0
6,0.600,replay,0.000000,0.019126,0.019126,9,13,0
7,0.700,replay,0.000000,0.030047,0.030047,9,13,0
8,0.800,replay,0.000000,0.025217,0.025217,9,13,0
9,0.900,replay,0.000000,0.030367,0.030367,9,13,0
10,1.000,replay,0.000000,0.023925,0.023925,9,13,0
11,1.100,replay,0.000000,0.015580,0.015580,9,13,0
12,1.200,replay,0.000000,0.013906,0.013906,9,13,0
13,1.300,replay,0.000000,0.014848,0.014848,9,13,0
14,1.400,replay,0.000000,0.018295,0.018295,9,13,0
15,1.500,replay,0.000000,0.023684,0.023684,9,13,0
16,1.600,replay,0.000000,0.022002,0.022002,9,13,0
17,1.700,replay,0.000000,0.035747,0.035747,9,13,0
18,1.800,replay,0.000000,0.018875,0.018875,9,13,0
19,1.900,replay,0.000000,0.021591,0.021591,9,13,0
20,2.000,replay,0.000000,0.031190,0.031190,9,13,0
21,2.100,replay,0.000000,0.016731,0.016731,9,13,0
22,2.200,replay,0.000000,0.018906,0.018906,9,13,0
23,2.300,replay,0.000000,0.014156,0.014156,9,13,0
24,2.400,replay,0.000000,0.014738,0.014738,9,13,0
25,2.500,replay,0.000000,0.013877,0.013877,9,13,0
26,2.600,replay,0.000000,0.017974,0.017974,9,13,0
27,2.700,replay,0.000000,0.020409,0.020409,9,13,0
28,2.800,replay,0.000000,0.015359,0.015359,9,13,0
29,2.900,replay,0.000000,0.014938,0.014938,9,13,0
30,3.000,replay,0.000000,0.023675,0.023675,9,13,0
31,3.100,replay,0.000000,0.014928,0.014928,9,13,0
32,3.200,replay,0.000000,0.013976,0.013976,9,13,0
33,3.300,replay,0.000000,0.017061,0.017061,9,13,0
34,3.400,replay,0.000000,0.013916,0.013916,9,13,0
35,3.500,replay,0.000000,0.018575,0.018575,9,13,0
36,3.600,replay,0.000000,0.026501,0.026501,9,13,0
37,3.700,replay,0.000000,0.015799,0.015799,9,13,0
38,3.800,replay,0.000000,0.014117,0.014117,9,13,0
39,3.900,replay,0.000000,0.035918,0.035918,9,13,0
40,4.000,replay,0.000000,0.041168,0.041168,9,13,0
41,4.100,replay,0.000000,0.014328,0.014328,9,13,0
