benchmark,run_id,namespace,scale,replica_level,replica_config,workload_mode,repeat,policy,policy_display_name,step,time_s,evidence_type,request_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count,latency_ms,p50_ms,p95_ms,p99_ms,throughput_rps,error_rate,sla_ms,sla_pressure,sla_violation_ratio,worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,pod_restarts,total_pods,cluster_cpu_utilization,cluster_memory_utilization,top_node_cpu_utilization
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,kubernetes-default,K8s default,0,0.000,replay,mixed,0.969300,0.000000,13,2.968011,0.000000,0.390394,0.537493,,,0.000000,0.035858,0.035858,9,13,0,78.844257,78.844257,78.844257,78.844257,90.000000,0.000000,132.125240,0.596739,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,cga,CGA,0,0.000,replay,mixed,0.969300,0.000000,13,2.968011,0.000000,0.390394,0.537493,,,0.000000,0.035858,0.035858,9,13,0,78.227936,78.227936,78.227936,78.227936,90.000000,0.000000,132.125240,0.592074,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,hda,HDA,0,0.000,replay,mixed,0.969300,0.000000,13,2.968011,0.000000,0.390394,0.537493,,,0.000000,0.035858,0.035858,9,13,0,73.181048,73.181048,73.181048,73.181048,90.000000,0.000000,132.125240,0.553876,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,policy2,Policy 2,0,0.000,replay,mixed,0.969300,0.000000,13,2.968011,0.000000,0.390394,0.537493,,,0.000000,0.035858,0.035858,9,13,0,74.480677,74.480677,74.480677,74.480677,90.000000,0.000000,132.125240,0.563713,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,policy3,Policy 3,0,0.000,replay,mixed,0.969300,0.000000,13,2.968011,0.000000,0.390394,0.537493,,,0.000000,0.035858,0.035858,9,13,0,70.162876,70.162876,70.162876,70.162876,90.000000,0.000000,132.125240,0.531033,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,kubernetes-default,K8s default,1,0.100,replay,mixed,0.965592,0.003325,13,2.968012,0.000000,0.390359,0.537719,,,0.000000,0.020448,0.020448,9,13,0,83.255087,83.255087,83.255087,83.255087,90.000000,0.000000,132.148764,0.630010,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,cga,CGA,1,0.100,replay,mixed,0.965592,0.003325,13,2.968012,0.000000,0.390359,0.537719,,,0.000000,0.020448,0.020448,9,13,0,75.208839,75.208839,75.208839,75.208839,90.000000,0.000000,132.148764,0.569123,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,hda,HDA,1,0.100,replay,mixed,0.965592,0.003325,13,2.968012,0.000000,0.390359,0.537719,,,0.000000,0.020448,0.020448,9,13,0,73.835801,73.835801,73.835801,73.835801,90.000000,0.000000,132.148764,0.558732,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,policy2,Policy 2,1,0.100,replay,mixed,0.965592,0.003325,13,2.968012,0.000000,0.390359,0.537719,,,0.000000,0.020448,0.020448,9,13,0,73.841244,73.841244,73.841244,73.841244,90.000000,0.000000,132.148764,0.558774,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,policy3,Policy 3,1,0.100,replay,mixed,0.965592,0.003325,13,2.968012,0.000000,0.390359,0.537719,,,0.000000,0.020448,0.020448,9,13,0,72.760782,72.760782,72.760782,72.760782,90.000000,0.000000,132.148764,0.550598,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,kubernetes-default,K8s default,2,0.200,replay,mixed,0.957147,0.008248,13,2.968013,0.000000,0.390326,0.537940,,,0.000000,0.015088,0.015088,9,13,0,81.278038,81.278038,81.278038,81.278038,90.000000,0.000000,132.172576,0.614939,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,cga,CGA,2,0.200,replay,mixed,0.957147,0.008248,13,2.968013,0.000000,0.390326,0.537940,,,0.000000,0.015088,0.015088,9,13,0,75.346441,75.346441,75.346441,75.346441,90.000000,0.000000,132.172576,0.570061,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,hda,HDA,2,0.200,replay,mixed,0.957147,0.008248,13,2.968013,0.000000,0.390326,0.537940,,,0.000000,0.015088,0.015088,9,13,0,77.422235,77.422235,77.422235,77.422235,90.000000,0.000000,132.172576,0.585766,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,policy2,Policy 2,2,0.200,replay,mixed,0.957147,0.008248,13,2.968013,0.000000,0.390326,0.537940,,,0.000000,0.015088,0.015088,9,13,0,72.337858,72.337858,72.337858,72.337858,90.000000,0.000000,132.172576,0.547299,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,policy3,Policy 3,2,0.200,replay,mixed,0.957147,0.008248,13,2.968013,0.000000,0.390326,0.537940,,,0.000000,0.015088,0.015088,9,13,0,72.168681,72.168681,72.168681,72.168681,90.000000,0.000000,132.172576,0.546019,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,kubernetes-default,K8s default,3,0.300,replay,mixed,0.991305,0.034943,13,2.968013,0.000000,0.390296,0.538154,,,0.000000,0.015308,0.015308,9,13,0,81.506562,81.506562,81.506562,81.506562,90.000000,0.000000,132.196675,0.616555,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,cga,CGA,3,0.300,replay,mixed,0.991305,0.034943,13,2.968013,0.000000,0.390296,0.538154,,,0.000000,0.015308,0.015308,9,13,0,75.759268,75.759268,75.759268,75.759268,90.000000,0.000000,132.196675,0.573080,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,hda,HDA,3,0.300,replay,mixed,0.991305,0.034943,13,2.968013,0.000000,0.390296,0.538154,,,0.000000,0.015308,0.015308,9,13,0,74.049343,74.049343,74.049343,74.049343,90.000000,0.000000,132.196675,0.560145,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,policy2,Policy 2,3,0.300,replay,mixed,0.991305,0.034943,13,2.968013,0.000000,0.390296,0.538154,,,0.000000,0.015308,0.015308,9,13,0,78.439052,78.439052,78.439052,78.439052,90.000000,0.000000,132.196675,0.593351,0.000000,45,51,51,45,1.000000,,51,,,
moe-serving,moe-longmix-stageD-scale45-replica5-sinusoidal-steps1000-20260612T141957Z,idyn-moe-serving,scale45,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,policy3,Policy 3,3,0.300,replay,mixed,0.991305,0.034943,13,2.968013,0.000000,0.390296,0.538154,,,0.000000,0.015308,0.015308,9,13,0,73.017133,73.017133,73.017133,73.017133,90.000000,0.000000,132.196675,0.552337,0.000000,45,51,51,45,1.000000,,51,,,
