steps,mean_query_latency_ms,p95_query_latency_ms,mean_build_time_ms,p95_build_time_ms,mean_total_time_ms,p95_total_time_ms,mean_active_edges,max_active_edges
500,0.000000,0.000000,0.010549,0.015935,0.010549,0.015935,7.874000,14
