policy,policy_display_name,evidence_type,steps,mean_latency_ms,mean_sla_violation_ratio,max_sla_violation_ratio,mean_request_mix_entropy,mean_active_edge_count,migration_count_available,policy_decision_time_available
cga,CGA,replay,500,78.150557,0.000000,0.000000,1.253458,7.874000,False,False
hda,HDA,replay,500,74.909339,0.000000,0.000000,1.253458,7.874000,False,False
kubernetes-default,K8s default,replay,500,83.246460,0.000000,0.000000,1.253458,7.874000,False,False
