source,p50,p95,p99,coefficient_of_variation,peak_to_median,lag1_autocorrelation,spatial_correlation,probe_count,sample_count
ripe_atlas,22.625668500000003,75.71463958333334,79.64631393333332,1.8640313972747842,115.99889693866943,0.06575514515067014,0.0007597441134786584,8.0,2756.0
fitted_burst_correlated,24.504328178545343,64.95784627908142,83.99753748327414,0.5195424561613833,4.551417502375796,0.8593889988278237,-0.00204039641370816,,
