benchmark,scale,replica_level,workload_mode,policy,evidence_type,steps,mean_latency_ms,p95_latency_ms,mean_sla_violation_ratio,mean_throughput_rps,mean_active_edge_count,mean_gda_total_time_ms,pod_node_occupancy_ratio
moe-serving,scale45,replica5,linear,cga,replay,500,86.198580,116.547963,0.000000,90.000000,9.452000,0.016014,1.000000
moe-serving,scale45,replica5,linear,hda,replay,500,82.454860,111.476578,0.000000,90.000000,9.452000,0.016014,1.000000
moe-serving,scale45,replica5,linear,kubernetes-default,replay,500,91.865518,123.860089,0.000000,90.000000,9.452000,0.016014,1.000000
moe-serving,scale45,replica5,linear,policy2,replay,500,84.285146,113.181910,0.000000,90.000000,9.452000,0.016014,1.000000
moe-serving,scale45,replica5,linear,policy3,replay,500,83.304819,112.387130,0.000000,90.000000,9.452000,0.016014,1.000000
