policy,policy_display_name,step,time_s,evidence_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
kubernetes-default,K8s default,0,0.000,replay/model/control-plane,0.912956,0.000000,14,1.156780,0.000000,0.432308,1.218858,,,96.057304,129.000000,0.744630,0.000000
cga,CGA,0,0.000,replay/model/control-plane,0.912956,0.000000,14,1.156780,0.000000,0.432308,1.218858,,,92.841927,129.000000,0.719705,0.000000
hda,HDA,0,0.000,replay/model/control-plane,0.912956,0.000000,14,1.156780,0.000000,0.432308,1.218858,,,84.510841,129.000000,0.655123,0.000000
kubernetes-default,K8s default,1,5.000,replay/model/control-plane,0.928183,0.016970,14,1.167398,0.000000,0.427779,1.218467,,,98.204206,129.122613,0.760550,0.000000
cga,CGA,1,5.000,replay/model/control-plane,0.928183,0.016970,14,1.167398,0.000000,0.427779,1.218467,,,93.301267,129.122613,0.722579,0.000000
hda,HDA,1,5.000,replay/model/control-plane,0.928183,0.016970,14,1.167398,0.000000,0.427779,1.218467,,,88.549176,129.122613,0.685776,0.000000
kubernetes-default,K8s default,2,10.000,replay/model/control-plane,0.961297,0.034997,14,1.177792,0.000000,0.423284,1.217994,,,102.477897,129.244433,0.792900,0.000000
cga,CGA,2,10.000,replay/model/control-plane,0.961297,0.034997,14,1.177792,0.000000,0.423284,1.217994,,,94.564382,129.244433,0.731671,0.000000
hda,HDA,2,10.000,replay/model/control-plane,0.961297,0.034997,14,1.177792,0.000000,0.423284,1.217994,,,93.099400,129.244433,0.720336,0.000000
kubernetes-default,K8s default,3,15.000,replay/model/control-plane,0.995320,0.051317,15,1.187965,0.000000,0.433665,1.296237,,,104.140193,129.365443,0.805008,0.000000
cga,CGA,3,15.000,replay/model/control-plane,0.995320,0.051317,15,1.187965,0.000000,0.433665,1.296237,,,100.853104,129.365443,0.779598,0.000000
hda,HDA,3,15.000,replay/model/control-plane,0.995320,0.051317,15,1.187965,0.000000,0.433665,1.296237,,,90.700838,129.365443,0.701121,0.000000
kubernetes-default,K8s default,4,20.000,replay/model/control-plane,0.945569,0.049133,15,1.197922,0.000000,0.429146,1.294773,,,102.578623,129.485628,0.792201,0.000000
cga,CGA,4,20.000,replay/model/control-plane,0.945569,0.049133,15,1.197922,0.000000,0.429146,1.294773,,,95.786401,129.485628,0.739745,0.000000
hda,HDA,4,20.000,replay/model/control-plane,0.945569,0.049133,15,1.197922,0.000000,0.429146,1.294773,,,91.636243,129.485628,0.707694,0.000000
kubernetes-default,K8s default,5,25.000,replay/model/control-plane,0.947550,0.008692,15,1.207667,0.000000,0.424664,1.293198,,,103.539742,129.604973,0.798887,0.000000
cga,CGA,5,25.000,replay/model/control-plane,0.947550,0.008692,15,1.207667,0.000000,0.424664,1.293198,,,95.240993,129.604973,0.734856,0.000000
hda,HDA,5,25.000,replay/model/control-plane,0.947550,0.008692,15,1.207667,0.000000,0.424664,1.293198,,,91.058747,129.604973,0.702587,0.000000
kubernetes-default,K8s default,6,30.000,replay/model/control-plane,0.963928,0.017856,15,1.217205,0.000000,0.420221,1.291510,,,100.954546,129.723464,0.778229,0.000000
cga,CGA,6,30.000,replay/model/control-plane,0.963928,0.017856,15,1.217205,0.000000,0.420221,1.291510,,,99.505342,129.723464,0.767057,0.000000
hda,HDA,6,30.000,replay/model/control-plane,0.963928,0.017856,15,1.217205,0.000000,0.420221,1.291510,,,90.073356,129.723464,0.694349,0.000000
kubernetes-default,K8s default,7,35.000,replay/model/control-plane,1.020780,0.056519,15,1.226538,0.000000,0.415818,1.289704,,,103.945531,129.841086,0.800560,0.000000
cga,CGA,7,35.000,replay/model/control-plane,1.020780,0.056519,15,1.226538,0.000000,0.415818,1.289704,,,99.999740,129.841086,0.770170,0.000000
hda,HDA,7,35.000,replay/model/control-plane,1.020780,0.056519,15,1.226538,0.000000,0.415818,1.289704,,,98.144860,129.841086,0.755884,0.000000
kubernetes-default,K8s default,8,40.000,replay/model/control-plane,0.963861,0.054943,15,1.235672,0.000000,0.411506,1.287778,,,104.772999,129.957826,0.806208,0.000000
cga,CGA,8,40.000,replay/model/control-plane,0.963861,0.054943,15,1.235672,0.000000,0.411506,1.287778,,,95.865846,129.957826,0.737669,0.000000
hda,HDA,8,40.000,replay/model/control-plane,0.963861,0.054943,15,1.235672,0.000000,0.411506,1.287778,,,92.695256,129.957826,0.713272,0.000000
kubernetes-default,K8s default,9,45.000,replay/model/control-plane,1.027110,0.062382,15,1.244610,0.000000,0.407231,1.285728,,,108.239455,130.073671,0.832140,0.000000
cga,CGA,9,45.000,replay/model/control-plane,1.027110,0.062382,15,1.244610,0.000000,0.407231,1.285728,,,96.377425,130.073671,0.740945,0.000000
hda,HDA,9,45.000,replay/model/control-plane,1.027110,0.062382,15,1.244610,0.000000,0.407231,1.285728,,,95.964452,130.073671,0.737770,0.000000
kubernetes-default,K8s default,10,50.000,replay/model/control-plane,1.023005,0.009561,15,1.253356,0.000000,0.402994,1.283551,,,102.995772,130.188610,0.791127,0.000000
cga,CGA,10,50.000,replay/model/control-plane,1.023005,0.009561,15,1.253356,0.000000,0.402994,1.283551,,,96.189638,130.188610,0.738848,0.000000
hda,HDA,10,50.000,replay/model/control-plane,1.023005,0.009561,15,1.253356,0.000000,0.402994,1.283551,,,93.037047,130.188610,0.714633,0.000000
kubernetes-default,K8s default,11,55.000,replay/model/control-plane,0.974005,0.047100,15,1.261913,0.000000,0.398794,1.281243,,,103.714414,130.302630,0.795950,0.000000
cga,CGA,11,55.000,replay/model/control-plane,0.974005,0.047100,15,1.261913,0.000000,0.398794,1.281243,,,98.411755,130.302630,0.755255,0.000000
hda,HDA,11,55.000,replay/model/control-plane,0.974005,0.047100,15,1.261913,0.000000,0.398794,1.281243,,,93.668371,130.302630,0.718852,0.000000
kubernetes-default,K8s default,12,60.000,replay/model/control-plane,1.017284,0.043337,15,1.270286,0.000000,0.394632,1.278802,,,102.260871,130.415721,0.784115,0.000000
cga,CGA,12,60.000,replay/model/control-plane,1.017284,0.043337,15,1.270286,0.000000,0.394632,1.278802,,,97.785707,130.415721,0.749800,0.000000
hda,HDA,12,60.000,replay/model/control-plane,1.017284,0.043337,15,1.270286,0.000000,0.394632,1.278802,,,94.102267,130.415721,0.721556,0.000000
kubernetes-default,K8s default,13,65.000,replay/model/control-plane,1.011673,0.009479,15,1.278477,0.000000,0.390507,1.276223,,,102.577073,130.527870,0.785863,0.000000
cga,CGA,13,65.000,replay/model/control-plane,1.011673,0.009479,15,1.278477,0.000000,0.390507,1.276223,,,95.742749,130.527870,0.733504,0.000000
hda,HDA,13,65.000,replay/model/control-plane,1.011673,0.009479,15,1.278477,0.000000,0.390507,1.276223,,,90.415880,130.527870,0.692694,0.000000
kubernetes-default,K8s default,14,70.000,replay/model/control-plane,1.011140,0.008606,15,1.286491,0.000000,0.386419,1.273503,,,104.802041,130.639069,0.802226,0.000000
