policy,policy_display_name,evidence_type,steps,mean_latency_ms,mean_sla_violation_ratio,max_sla_violation_ratio,mean_request_mix_entropy,mean_active_edge_count,migration_count_available,policy_decision_time_available
cga,CGA,replay/model/control-plane,200,98.245570,0.000000,0.000000,1.181291,13.275000,False,False
hda,HDA,replay/model/control-plane,200,93.833750,0.000000,0.000000,1.181291,13.275000,False,False
kubernetes-default,K8s default,replay/model/control-plane,200,104.516645,0.000286,0.057180,1.181291,13.275000,False,False
