step,time_s,evidence_type,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count
0,0.000,replay,0.000000,0.039015,0.039015,8,10,0
1,0.100,replay,0.000000,0.015969,0.015969,8,10,0
2,0.200,replay,0.000000,0.028934,0.028934,8,10,0
3,0.300,replay,0.000000,0.015449,0.015449,8,10,0
4,0.400,replay,0.000000,0.017923,0.017923,8,10,0
5,0.500,replay,0.000000,0.014427,0.014427,7,8,0
6,0.600,replay,0.000000,0.014677,0.014677,8,10,0
7,0.700,replay,0.000000,0.014536,0.014536,8,9,0
8,0.800,replay,0.000000,0.015850,0.015850,8,10,0
9,0.900,replay,0.000000,0.018685,0.018685,8,10,0
10,1.000,replay,0.000000,0.018054,0.018054,8,10,0
11,1.100,replay,0.000000,0.014527,0.014527,8,10,0
12,1.200,replay,0.000000,0.014337,0.014337,8,10,0
13,1.300,replay,0.000000,0.022522,0.022522,8,10,0
14,1.400,replay,0.000000,0.021661,0.021661,8,10,0
15,1.500,replay,0.000000,0.014598,0.014598,8,9,0
16,1.600,replay,0.000000,0.017683,0.017683,8,9,0
17,1.700,replay,0.000000,0.026581,0.026581,8,9,0
18,1.800,replay,0.000000,0.014737,0.014737,8,9,0
19,1.900,replay,0.000000,0.019659,0.019659,8,9,0
20,2.000,replay,0.000000,0.024156,0.024156,8,9,0
21,2.100,replay,0.000000,0.014637,0.014637,8,9,0
22,2.200,replay,0.000000,0.014227,0.014227,8,9,0
23,2.300,replay,0.000000,0.014318,0.014318,8,9,0
24,2.400,replay,0.000000,0.017203,0.017203,8,9,0
25,2.500,replay,0.000000,0.023073,0.023073,8,9,0
26,2.600,replay,0.000000,0.018215,0.018215,8,9,0
27,2.700,replay,0.000000,0.019978,0.019978,8,9,0
28,2.800,replay,0.000000,0.016891,0.016891,8,9,0
29,2.900,replay,0.000000,0.014849,0.014849,8,9,0
30,3.000,replay,0.000000,0.018094,0.018094,8,9,0
31,3.100,replay,0.000000,0.014446,0.014446,8,9,0
32,3.200,replay,0.000000,0.013406,0.013406,8,9,0
33,3.300,replay,0.000000,0.013496,0.013496,8,9,0
34,3.400,replay,0.000000,0.013807,0.013807,8,9,0
