step,time_s,p_single_expert,p_multi_expert_top2,p_multi_expert_top4,p_cache_hit,p_cache_miss,p_payload_small,p_payload_large,p_batch_small,p_batch_large,qps_single_expert,qps_multi_expert_top2,qps_multi_expert_top4,qps_cache_hit,qps_cache_miss,qps_payload_small,qps_payload_large,qps_batch_small,qps_batch_large,traffic_stress,edge_jaccard_distance,weighted_edge_distance,hot_edge_rank_correlation,graph_change_rate_per_s,request_mix_entropy,top3_hotspot_churn,active_edge_count,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,latency_ms,sla_ms,sla_pressure,sla_violation_ratio
0,0.000,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,0.969300,0.000000,0.000000,1.000000,0.00000000,1.827785,0.000000,10,0.476110,0.462632,,,62.326702,110.555556,0.563759,0.000000
1,0.100,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,0.965592,0.000000,0.003825,1.000000,0.03825269,1.827785,0.000000,10,0.476110,0.462632,,,66.771559,110.555556,0.603964,0.000000
2,0.200,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,0.957147,0.000000,0.008746,1.000000,0.08745840,1.827785,0.000000,10,0.476110,0.462632,,,64.838200,110.555556,0.586476,0.000000
3,0.300,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,0.991305,0.000000,0.034458,1.000000,0.34457915,1.827785,0.000000,10,0.476110,0.462632,,,64.779544,110.555556,0.585946,0.000000
4,0.400,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,0.958181,0.000000,0.033415,1.000000,0.33414875,1.827785,0.000000,10,0.476110,0.462632,,,62.763717,110.555556,0.567712,0.000000
5,0.500,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,0.930931,0.200000,0.205788,0.893621,2.05787827,1.827785,0.500000,8,0.399782,0.056411,,,85.251109,123.555556,0.689982,0.000000
6,0.600,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,0.981716,0.200000,0.224828,0.893621,2.24827855,1.827785,0.500000,10,0.476110,0.462632,,,74.162342,110.555556,0.670815,0.000000
7,0.700,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,0.038889,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,3.500000,0.923658,0.100000,0.072317,1.000000,0.72316745,1.827785,0.000000,9,0.439619,0.293469,,,69.361375,110.555556,0.627389,0.000000
8,0.800,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,1.019517,0.272727,0.584399,0.100228,5.84399179,1.827785,0.800000,10,0.372545,0.421327,,,78.699144,100.805556,0.780702,0.000000
9,0.900,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,0.991529,0.000000,0.027453,1.000000,0.27452579,1.827785,0.000000,10,0.372545,0.421327,,,53.878457,100.805556,0.534479,0.000000
10,1.000,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,0.927246,0.000000,0.064831,1.000000,0.64831298,1.827785,0.000000,10,0.372545,0.421327,,,58.359531,100.805556,0.578932,0.000000
11,1.100,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,0.942494,0.000000,0.016178,1.000000,0.16178348,1.827785,0.000000,10,0.372545,0.421327,,,54.396256,100.805556,0.539616,0.000000
12,1.200,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,1.020756,0.000000,0.076670,1.000000,0.76669919,1.827785,0.000000,10,0.372545,0.421327,,,61.425482,100.805556,0.609346,0.000000
13,1.300,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,1.003629,0.000000,0.016779,1.000000,0.16778574,1.827785,0.000000,10,0.372545,0.421327,,,49.559249,100.805556,0.491632,0.000000
14,1.400,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,3.500000,0.987955,0.000000,0.015618,1.000000,0.15617600,1.827785,0.000000,10,0.372545,0.421327,,,51.988895,100.805556,0.515734,0.000000
15,1.500,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,0.967521,0.100000,0.568177,0.321212,5.68176592,1.827785,0.800000,9,0.292442,-0.562739,,,115.824511,146.305556,0.791662,0.000000
16,1.600,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.009682,0.000000,0.041757,1.000000,0.41757027,1.827785,0.000000,9,0.292442,-0.562739,,,99.714394,146.305556,0.681549,0.000000
17,1.700,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.006890,0.000000,0.002765,1.000000,0.02765085,1.827785,0.000000,9,0.292442,-0.562739,,,94.475863,146.305556,0.645744,0.000000
18,1.800,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,0.937027,0.000000,0.069385,1.000000,0.69385254,1.827785,0.000000,9,0.292442,-0.562739,,,94.588875,146.305556,0.646516,0.000000
19,1.900,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,1.007089,0.000000,0.352663,0.900000,3.52662546,1.827785,0.500000,9,0.431086,0.303449,,,83.381915,113.805556,0.732670,0.000000
20,2.000,0.038889,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,0.957644,0.000000,0.049097,1.000000,0.49097025,1.827785,0.000000,9,0.431086,0.303449,,,68.500032,113.805556,0.601904,0.000000
21,2.100,0.038889,0.038889,0.038889,0.038889,0.688889,0.038889,0.038889,0.038889,0.038889,3.500000,3.500000,3.500000,3.500000,62.000000,3.500000,3.500000,3.500000,3.500000,1.009023,0.000000,0.425503,0.900000,4.25502924,1.827785,0.500000,9,0.292442,-0.562739,,,120.729869,146.305556,0.825190,0.000000
