step,time_s,source,destination,weight
0,0.0,cartservice,redis-cart,11.249685
0,0.0,frontend,adservice,23.272013
0,0.0,frontend,cartservice,10.817005
0,0.0,frontend,currencyservice,41.614563
0,0.0,frontend,productcatalogservice,62.615005
0,0.0,frontend,recommendationservice,12.980406
0,0.0,recommendationservice,productcatalogservice,17.307208
1,1.0,cartservice,redis-cart,11.258982
1,1.0,frontend,adservice,23.291245
1,1.0,frontend,cartservice,10.825944
1,1.0,frontend,currencyservice,41.648953
1,1.0,frontend,productcatalogservice,62.666750
1,1.0,frontend,recommendationservice,12.991133
1,1.0,recommendationservice,productcatalogservice,17.321510
2,2.0,cartservice,redis-cart,11.268188
2,2.0,frontend,adservice,23.310290
2,2.0,frontend,cartservice,10.834796
2,2.0,frontend,currencyservice,41.683009
2,2.0,frontend,productcatalogservice,62.717992
2,2.0,frontend,recommendationservice,13.001756
2,2.0,recommendationservice,productcatalogservice,17.335674
3,3.0,cartservice,redis-cart,11.215684
3,3.0,frontend,adservice,23.201677
3,3.0,frontend,cartservice,10.784312
3,3.0,frontend,currencyservice,41.488788
3,3.0,frontend,productcatalogservice,62.425759
3,3.0,frontend,recommendationservice,12.941174
3,3.0,recommendationservice,productcatalogservice,17.254899
4,4.0,cartservice,redis-cart,11.653247
4,4.0,frontend,adservice,24.106854
4,4.0,frontend,cartservice,11.205045
4,4.0,frontend,currencyservice,43.107409
4,4.0,frontend,productcatalogservice,64.861203
4,4.0,frontend,recommendationservice,13.446054
4,4.0,recommendationservice,productcatalogservice,17.928072
5,5.0,cartservice,redis-cart,10.901299
5,5.0,frontend,adservice,33.647277
5,5.0,frontend,cartservice,10.482018
5,5.0,frontend,currencyservice,55.120440
5,5.0,frontend,productcatalogservice,97.662458
5,5.0,frontend,recommendationservice,56.962280
5,5.0,recommendationservice,productcatalogservice,75.949707
6,6.0,cartservice,redis-cart,11.138845
6,6.0,frontend,adservice,7.925717
6,6.0,frontend,cartservice,10.710428
6,6.0,frontend,currencyservice,94.114062
6,6.0,frontend,productcatalogservice,24.205568
6,6.0,frontend,recommendationservice,12.852514
6,6.0,recommendationservice,productcatalogservice,17.136685
7,7.0,cartservice,redis-cart,11.544726
7,7.0,frontend,adservice,8.214517
7,7.0,frontend,cartservice,11.100699
7,7.0,frontend,currencyservice,97.543424
7,7.0,frontend,productcatalogservice,25.087579
7,7.0,frontend,recommendationservice,13.320838
7,7.0,recommendationservice,productcatalogservice,17.761118
8,8.0,cartservice,redis-cart,11.085162
8,8.0,frontend,adservice,7.887519
8,8.0,frontend,cartservice,10.658810
8,8.0,frontend,currencyservice,93.660484
8,8.0,frontend,productcatalogservice,24.088910
8,8.0,frontend,recommendationservice,12.790572
8,8.0,recommendationservice,productcatalogservice,17.054096
9,9.0,cartservice,redis-cart,11.686375
9,9.0,frontend,adservice,8.315305
9,9.0,frontend,cartservice,11.236899
9,9.0,frontend,currencyservice,98.740239
9,9.0,frontend,productcatalogservice,25.395392
9,9.0,frontend,recommendationservice,13.484279
9,9.0,recommendationservice,productcatalogservice,17.979039
10,10.0,cartservice,redis-cart,11.413159
10,10.0,frontend,adservice,8.120901
10,10.0,frontend,cartservice,10.974191
10,10.0,frontend,currencyservice,96.431783
10,10.0,frontend,productcatalogservice,24.801672
10,10.0,frontend,recommendationservice,13.169029
10,10.0,recommendationservice,productcatalogservice,17.558705
11,11.0,cartservice,redis-cart,12.003747
11,11.0,frontend,adservice,8.541127
11,11.0,frontend,cartservice,11.542064
11,11.0,frontend,currencyservice,101.421766
11,11.0,frontend,productcatalogservice,26.085065
11,11.0,frontend,recommendationservice,13.850477
11,11.0,recommendationservice,productcatalogservice,18.467303
12,12.0,cartservice,redis-cart,11.390120
12,12.0,frontend,adservice,8.104508
12,12.0,frontend,cartservice,10.952038
12,12.0,frontend,currencyservice,96.237126
12,12.0,frontend,productcatalogservice,24.751607
12,12.0,frontend,recommendationservice,13.142446
12,12.0,recommendationservice,productcatalogservice,17.523261
13,13.0,cartservice,redis-cart,12.076895
13,13.0,frontend,adservice,8.593175
13,13.0,frontend,cartservice,11.612399
13,13.0,frontend,currencyservice,102.039807
13,13.0,frontend,productcatalogservice,26.244021
13,13.0,frontend,recommendationservice,13.934879
13,13.0,recommendationservice,productcatalogservice,18.579838
14,14.0,cartservice,redis-cart,12.221174
14,14.0,frontend,adservice,8.695835
14,14.0,frontend,cartservice,11.751129
14,14.0,frontend,currencyservice,103.258847
14,14.0,frontend,productcatalogservice,26.557551
14,14.0,frontend,recommendationservice,14.101354
14,14.0,recommendationservice,productcatalogservice,18.801806
15,15.0,cartservice,redis-cart,11.503615
15,15.0,frontend,adservice,8.185264
15,15.0,frontend,cartservice,11.061168
15,15.0,frontend,currencyservice,97.196065
15,15.0,frontend,productcatalogservice,24.998240
15,15.0,frontend,recommendationservice,13.273402
15,15.0,recommendationservice,productcatalogservice,17.697869
16,16.0,cartservice,redis-cart,11.506652
16,16.0,frontend,adservice,23.803597
16,16.0,frontend,cartservice,11.064089
16,16.0,frontend,currencyservice,42.565130
16,16.0,frontend,productcatalogservice,64.045268
