benchmark,run_id,namespace,scale,replica_level,replica_config,workload_mode,repeat,policy,policy_display_name,step,time_s,evidence_type,request_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count,latency_ms,p50_ms,p95_ms,p99_ms,throughput_rps,error_rate,sla_ms,sla_pressure,sla_violation_ratio,worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,pod_restarts,total_pods,cluster_cpu_utilization,cluster_memory_utilization,top_node_cpu_utilization
online-boutique,online-boutique-longmix-stageA-scale20-replica3-markov-steps200-20260612T140708Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,markov,stageA,kubernetes-default,K8s default,0,0.000,replay,mixed,0.978681,0.000000,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.013265,0.013265,7,7,0,68.246682,68.246682,68.246682,68.246682,120.000000,0.000000,113.447368,0.601571,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-markov-steps200-20260612T140708Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,markov,stageA,cga,CGA,0,0.000,replay,mixed,0.978681,0.000000,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.013265,0.013265,7,7,0,63.198781,63.198781,63.198781,63.198781,120.000000,0.000000,113.447368,0.557076,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-markov-steps200-20260612T140708Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,markov,stageA,hda,HDA,0,0.000,replay,mixed,0.978681,0.000000,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.013265,0.013265,7,7,0,54.554645,54.554645,54.554645,54.554645,120.000000,0.000000,113.447368,0.480881,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-markov-steps200-20260612T140708Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,markov,stageA,kubernetes-default,K8s default,1,1.000,replay,mixed,0.979490,0.000826,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.010149,0.010149,7,7,0,67.350774,67.350774,67.350774,67.350774,120.000000,0.000000,113.447368,0.593674,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-markov-steps200-20260612T140708Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,markov,stageA,cga,CGA,1,1.000,replay,mixed,0.979490,0.000826,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.010149,0.010149,7,7,0,57.603866,57.603866,57.603866,57.603866,120.000000,0.000000,113.447368,0.507759,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-markov-steps200-20260612T140708Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,markov,stageA,hda,HDA,1,1.000,replay,mixed,0.979490,0.000826,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.010149,0.010149,7,7,0,55.142791,55.142791,55.142791,55.142791,120.000000,0.000000,113.447368,0.486065,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-markov-steps200-20260612T140708Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,markov,stageA,kubernetes-default,K8s default,2,2.000,replay,mixed,0.980291,0.000817,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.012843,0.012843,7,7,0,66.367110,66.367110,66.367110,66.367110,120.000000,0.000000,113.447368,0.585004,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-markov-steps200-20260612T140708Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,markov,stageA,cga,CGA,2,2.000,replay,mixed,0.980291,0.000817,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.012843,0.012843,7,7,0,62.677372,62.677372,62.677372,62.677372,120.000000,0.000000,113.447368,0.552480,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-markov-steps200-20260612T140708Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,markov,stageA,hda,HDA,2,2.000,replay,mixed,0.980291,0.000817,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.012843,0.012843,7,7,0,58.932753,58.932753,58.932753,58.932753,120.000000,0.000000,113.447368,0.519472,0.000000,20,,,,,,,,,
online-boutique,online-boutique-longmix-stageA-scale20-replica3-markov-steps200-20260612T140708Z,idyn-ob-scale20-replica3,scale20,replica3,adservice=3;cartservice=3;checkoutservice=3;currencyservice=3;emailservice=3;frontend=3;paymentservice=3;productcatalogservice=3;recommendationservice=3;redis-cart=1;shippingservice=3,markov,stageA,kubernetes-default,K8s default,3,3.000,replay,mixed,0.975723,0.004659,7,1.525982,0.000000,0.359677,1.100147,,,0.000000,0.009287,0.009287,7,7,0,66.556199,66.556199,66.556199,66.556199,120.000000,0.000000,113.447368,0.586670,0.000000,20,,,,,,,,,
