step,time_s,evidence_type,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count
0,0.000,replay,0.000000,0.013265,0.013265,7,7,0
1,1.000,replay,0.000000,0.010149,0.010149,7,7,0
2,2.000,replay,0.000000,0.012843,0.012843,7,7,0
3,3.000,replay,0.000000,0.009287,0.009287,7,7,0
4,4.000,replay,0.000000,0.009358,0.009358,7,7,0
5,5.000,replay,0.000000,0.009328,0.009328,7,7,0
6,6.000,replay,0.000000,0.008526,0.008526,7,7,0
7,7.000,replay,0.000000,0.008366,0.008366,7,7,0
8,8.000,replay,0.000000,0.008465,0.008465,7,7,0
9,9.000,replay,0.000000,0.025257,0.025257,7,7,0
10,10.000,replay,0.000000,0.008756,0.008756,7,7,0
11,11.000,replay,0.000000,0.011721,0.011721,7,7,0
12,12.000,replay,0.000000,0.008488,0.008488,7,7,0
13,13.000,replay,0.000000,0.008727,0.008727,7,7,0
14,14.000,replay,0.000000,0.008436,0.008436,7,7,0
15,15.000,replay,0.000000,0.011742,0.011742,7,7,0
16,16.000,replay,0.000000,0.008316,0.008316,7,7,0
17,17.000,replay,0.000000,0.008106,0.008106,7,7,0
18,18.000,replay,0.000000,0.008225,0.008225,7,7,0
19,19.000,replay,0.000000,0.007965,0.007965,7,7,0
20,20.000,replay,0.000000,0.008366,0.008366,7,7,0
21,21.000,replay,0.000000,0.007935,0.007935,7,7,0
22,22.000,replay,0.000000,0.011602,0.011602,7,7,0
23,23.000,replay,0.000000,0.008385,0.008385,7,7,0
24,24.000,replay,0.000000,0.008185,0.008185,7,7,0
25,25.000,replay,0.000000,0.008726,0.008726,11,14,0
26,26.000,replay,0.000000,0.008756,0.008756,11,14,0
27,27.000,replay,0.000000,0.008966,0.008966,11,14,0
28,28.000,replay,0.000000,0.008866,0.008866,11,14,0
29,29.000,replay,0.000000,0.012193,0.012193,7,7,0
30,30.000,replay,0.000000,0.008416,0.008416,7,7,0
31,31.000,replay,0.000000,0.012052,0.012052,7,7,0
32,32.000,replay,0.000000,0.008636,0.008636,7,7,0
33,33.000,replay,0.000000,0.008686,0.008686,11,14,0
34,34.000,replay,0.000000,0.008717,0.008717,11,14,0
35,35.000,replay,0.000000,0.009268,0.009268,11,14,0
36,36.000,replay,0.000000,0.009037,0.009037,11,14,0
37,37.000,replay,0.000000,0.008877,0.008877,11,14,0
38,38.000,replay,0.000000,0.008696,0.008696,11,14,0
39,39.000,replay,0.000000,0.008576,0.008576,11,14,0
40,40.000,replay,0.000000,0.022442,0.022442,7,7,0
41,41.000,replay,0.000000,0.012273,0.012273,7,7,0
42,42.000,replay,0.000000,0.012254,0.012254,11,14,0
43,43.000,replay,0.000000,0.011732,0.011732,11,14,0
44,44.000,replay,0.000000,0.012274,0.012274,11,14,0
45,45.000,replay,0.000000,0.008677,0.008677,7,7,0
46,46.000,replay,0.000000,0.009858,0.009858,7,7,0
47,47.000,replay,0.000000,0.008376,0.008376,7,7,0
48,48.000,replay,0.000000,0.011833,0.011833,7,7,0
49,49.000,replay,0.000000,0.011441,0.011441,7,7,0
50,50.000,replay,0.000000,0.008366,0.008366,7,7,0
51,51.000,replay,0.000000,0.011691,0.011691,7,7,0
52,52.000,replay,0.000000,0.008406,0.008406,7,7,0
53,53.000,replay,0.000000,0.012182,0.012182,7,7,0
54,54.000,replay,0.000000,0.008877,0.008877,7,7,0
55,55.000,replay,0.000000,0.012563,0.012563,7,7,0
56,56.000,replay,0.000000,0.008626,0.008626,7,7,0
57,57.000,replay,0.000000,0.011822,0.011822,7,7,0
58,58.000,replay,0.000000,0.008398,0.008398,7,7,0
59,59.000,replay,0.000000,0.008656,0.008656,7,7,0
