benchmark,scale,replica_level,workload_mode,policy,evidence_type,steps,mean_latency_ms,p95_latency_ms,mean_sla_violation_ratio,mean_throughput_rps,mean_active_edge_count,mean_gda_total_time_ms,pod_node_occupancy_ratio
online-boutique,scale45,replica5,markov,cga,replay,500,82.258861,120.207284,0.000000,120.000000,8.126000,0.010139,
online-boutique,scale45,replica5,markov,hda,replay,500,78.842821,114.198920,0.000000,120.000000,8.126000,0.010139,
online-boutique,scale45,replica5,markov,kubernetes-default,replay,500,87.616996,127.349860,0.000000,120.000000,8.126000,0.010139,
