metric,value
mean_edge_jaccard_distance,0.00046714
mean_weighted_edge_distance,0.04128646
mean_hot_edge_rank_correlation,0.99982958
mean_graph_change_rate_per_s,0.00825729
mean_request_mix_entropy,1.48921544
mean_top3_hotspot_churn,0.00200200
mean_active_edge_count,14.98900000
mean_traffic_stress_gini,0.25531071
mean_traffic_stress_skew,0.85583368
migration_count_available,0.00000000
policy_decision_time_available,0.00000000
policy_latency_evidence_type,replay/model/control-plane
latency_sla_violation_correlation,0.00000000
latency_sla_pressure_correlation,0.97939127
traffic_stress_latency_correlation,0.82668980
kubernetes-default_mean_latency_ms,102.01919502
kubernetes-default_mean_sla_violation_ratio,0.00000000
kubernetes-default_mean_request_mix_entropy,1.48921544
cga_mean_latency_ms,95.93016178
cga_mean_sla_violation_ratio,0.00000000
cga_mean_request_mix_entropy,1.48921544
hda_mean_latency_ms,91.80323815
hda_mean_sla_violation_ratio,0.00000000
hda_mean_request_mix_entropy,1.48921544
