policy,policy_display_name,evidence_type,steps,mean_latency_ms,mean_sla_violation_ratio,max_sla_violation_ratio,mean_request_mix_entropy,mean_active_edge_count,migration_count_available,policy_decision_time_available
cga,CGA,replay,200,84.741058,0.000000,0.000000,1.993642,13.345000,False,False
hda,HDA,replay,200,81.187390,0.000000,0.000000,1.993642,13.345000,False,False
kubernetes-default,K8s default,replay,200,90.327050,0.000000,0.000000,1.993642,13.345000,False,False
