worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,empty_worker_nodes,mean_app_pods_per_non_empty_node,max_app_pods_per_node,evidence_label
45,12,11,7,0.15555555555555556,38,1.7142857142857142,3,worker-pool/candidate-space evidence
