repeat,ts,latency_ms,status
1,2026-06-11T12:33:21.816230+00:00,85.40462097153068,200
1,2026-06-11T12:33:21.816559+00:00,82.9077591188252,200
1,2026-06-11T12:33:21.819992+00:00,88.28734839335084,200
1,2026-06-11T12:33:21.820898+00:00,87.80537080019712,200
1,2026-06-11T12:33:21.822250+00:00,92.08578011021018,200
1,2026-06-11T12:33:21.822440+00:00,88.21943076327443,200
1,2026-06-11T12:33:21.825443+00:00,96.04407288134098,200
1,2026-06-11T12:33:21.827715+00:00,95.47128481790423,200
1,2026-06-11T12:33:21.924170+00:00,101.89508087933064,200
1,2026-06-11T12:33:21.924494+00:00,103.52156404405832,200
1,2026-06-11T12:33:21.928700+00:00,112.1198432520032,200
1,2026-06-11T12:33:21.930953+00:00,103.21318404749036,200
1,2026-06-11T12:33:21.931646+00:00,106.18655057623982,200
1,2026-06-11T12:33:21.932214+00:00,115.94385327771306,200
1,2026-06-11T12:33:21.969836+00:00,147.3749610595405,200
1,2026-06-11T12:33:21.970174+00:00,150.1590027473867,200
1,2026-06-11T12:33:22.018392+00:00,94.17821979150176,200
1,2026-06-11T12:33:22.018611+00:00,94.07391538843513,200
1,2026-06-11T12:33:22.061245+00:00,129.5794239267707,200
1,2026-06-11T12:33:22.061464+00:00,130.485980771482,200
1,2026-06-11T12:33:22.178739+00:00,208.532540127635,200
1,2026-06-11T12:33:22.180544+00:00,251.80996395647526,200
1,2026-06-11T12:33:22.180902+00:00,248.6697700805962,200
1,2026-06-11T12:33:22.181227+00:00,211.34824212640524,200
1,2026-06-11T12:33:22.184858+00:00,123.59236227348447,200
1,2026-06-11T12:33:22.185051+00:00,123.54458123445511,200
1,2026-06-11T12:33:22.260022+00:00,241.3763366639614,200
1,2026-06-11T12:33:22.260386+00:00,241.96569807827473,200
1,2026-06-11T12:33:22.283322+00:00,104.54235365614295,200
1,2026-06-11T12:33:22.283640+00:00,102.36888285726309,200
1,2026-06-11T12:33:22.287450+00:00,106.86550894752145,200
1,2026-06-11T12:33:22.287765+00:00,106.83818766847253,200
1,2026-06-11T12:33:22.311258+00:00,126.38045195490122,200
1,2026-06-11T12:33:22.311509+00:00,126.43706798553467,200
1,2026-06-11T12:33:22.312667+00:00,52.246511913836,200
1,2026-06-11T12:33:22.313958+00:00,53.89603599905968,200
1,2026-06-11T12:33:22.388059+00:00,100.56742886081338,200
1,2026-06-11T12:33:22.389665+00:00,106.3026082701981,200
1,2026-06-11T12:33:22.391382+00:00,77.39092409610748,200
1,2026-06-11T12:33:22.392412+00:00,79.72403662279248,200
1,2026-06-11T12:33:22.406660+00:00,118.86591324582696,200
1,2026-06-11T12:33:22.407707+00:00,96.42319707199931,200
1,2026-06-11T12:33:22.408417+00:00,96.89445607364178,200
1,2026-06-11T12:33:22.408628+00:00,124.9568210914731,200
1,2026-06-11T12:33:22.448728+00:00,57.296388782560825,200
1,2026-06-11T12:33:22.449169+00:00,42.46984422206879,200
1,2026-06-11T12:33:22.450190+00:00,57.738973293453455,200
1,2026-06-11T12:33:22.450992+00:00,62.755686696618795,200
1,2026-06-11T12:33:22.507327+00:00,98.88934204354882,200
1,2026-06-11T12:33:22.507781+00:00,100.04385514184833,200
1,2026-06-11T12:33:22.546939+00:00,39.58036191761494,200
1,2026-06-11T12:33:22.547187+00:00,39.39199773594737,200
1,2026-06-11T12:33:22.562055+00:00,153.41072576120496,200
1,2026-06-11T12:33:22.606953+00:00,217.23539615049958,200
1,2026-06-11T12:33:22.675311+00:00,226.09476745128632,200
1,2026-06-11T12:33:22.676204+00:00,114.12569787353277,200
1,2026-06-11T12:33:22.678446+00:00,71.45056873559952,200
1,2026-06-11T12:33:22.764274+00:00,313.2396535947919,200
1,2026-06-11T12:33:22.764572+00:00,314.35670610517263,200
1,2026-06-11T12:33:22.765594+00:00,316.8154167942703,200
1,2026-06-11T12:33:22.772511+00:00,225.54379841312766,200
1,2026-06-11T12:33:22.772956+00:00,225.7533730007708,200
1,2026-06-11T12:33:22.785317+00:00,109.96928159147501,200
1,2026-06-11T12:33:22.788964+00:00,112.72475123405457,200
1,2026-06-11T12:33:22.789261+00:00,110.78450782224536,200
1,2026-06-11T12:33:22.811329+00:00,45.684566255658865,200
1,2026-06-11T12:33:22.813454+00:00,48.860987182706594,200
1,2026-06-11T12:33:22.813900+00:00,49.58290606737137,200
1,2026-06-11T12:33:22.873594+00:00,100.62259389087558,200
1,2026-06-11T12:33:22.874142+00:00,101.6118973493576,200
1,2026-06-11T12:33:22.881985+00:00,92.67771476879716,200
1,2026-06-11T12:33:22.882775+00:00,93.7960809096694,200
1,2026-06-11T12:33:22.885791+00:00,100.46042036265135,200
1,2026-06-11T12:33:22.886191+00:00,72.27500202134252,200
1,2026-06-11T12:33:22.886984+00:00,73.50548822432756,200
1,2026-06-11T12:33:22.887841+00:00,76.46283600479364,200
1,2026-06-11T12:33:22.923791+00:00,37.57943399250507,200
1,2026-06-11T12:33:22.959250+00:00,85.08142316713929,200
1,2026-06-11T12:33:22.959605+00:00,85.98490385338664,200
1,2026-06-11T12:33:22.977476+00:00,91.66152169927955,200
1,2026-06-11T12:33:22.977803+00:00,90.79215489327908,200
1,2026-06-11T12:33:22.978861+00:00,90.97934700548649,200
1,2026-06-11T12:33:23.274363+00:00,315.0644893757999,200
1,2026-06-11T12:33:23.274738+00:00,315.0997459888458,200
1,2026-06-11T12:33:23.364607+00:00,482.57848899811506,200
1,2026-06-11T12:33:23.364962+00:00,482.1609118953347,200
1,2026-06-11T12:33:23.578446+00:00,213.42746494337916,200
1,2026-06-11T12:33:23.578803+00:00,214.1458778642118,200
1,2026-06-11T12:33:23.661476+00:00,737.6485201530159,200
1,2026-06-11T12:33:23.757080+00:00,178.23177902027965,200
1,2026-06-11T12:33:23.757408+00:00,178.92516311258078,200
1,2026-06-11T12:33:23.767596+00:00,789.7469010204077,200
1,2026-06-11T12:33:23.768004+00:00,790.4918929561973,200
1,2026-06-11T12:33:23.768653+00:00,789.7599949501455,200
1,2026-06-11T12:33:23.771811+00:00,497.03663075342774,200
1,2026-06-11T12:33:23.772810+00:00,498.40044835582376,200
1,2026-06-11T12:33:23.795033+00:00,37.89706388488412,200
1,2026-06-11T12:33:23.796334+00:00,134.8111149854958,200
1,2026-06-11T12:33:23.796826+00:00,39.39521312713623,200
1,2026-06-11T12:33:23.878821+00:00,110.14629621058702,200
1,2026-06-11T12:33:23.881310+00:00,84.92052089422941,200
1,2026-06-11T12:33:23.882978+00:00,115.33054709434509,200
1,2026-06-11T12:33:23.883613+00:00,111.78405908867717,200
1,2026-06-11T12:33:23.885547+00:00,117.51641193404794,200
1,2026-06-11T12:33:23.886172+00:00,113.32337744534016,200
1,2026-06-11T12:33:23.910248+00:00,115.18368124961853,200
1,2026-06-11T12:33:23.910609+00:00,113.76040009781718,200
1,2026-06-11T12:33:23.926013+00:00,47.15061606839299,200
1,2026-06-11T12:33:23.935584+00:00,54.230526089668274,200
1,2026-06-11T12:33:23.938247+00:00,27.62072579935193,200
1,2026-06-11T12:33:23.938982+00:00,28.707461431622505,200
1,2026-06-11T12:33:23.956665+00:00,73.02721682935953,200
1,2026-06-11T12:33:23.957084+00:00,71.51158293709159,200
1,2026-06-11T12:33:23.957837+00:00,74.78445488959551,200
1,2026-06-11T12:33:23.958314+00:00,72.11843598634005,200
1,2026-06-11T12:33:24.021546+00:00,95.49204632639885,200
1,2026-06-11T12:33:24.023511+00:00,85.23963997140527,200
1,2026-06-11T12:33:24.023930+00:00,84.93462577462196,200
1,2026-06-11T12:33:24.027074+00:00,69.94033511728048,200
1,2026-06-11T12:33:24.030223+00:00,94.59242084994912,200
1,2026-06-11T12:33:24.032166+00:00,74.2480861954391,200
1,2026-06-11T12:33:24.032519+00:00,75.80639095976949,200
1,2026-06-11T12:33:24.107820+00:00,149.46215087547898,200
1,2026-06-11T12:33:24.132126+00:00,108.52584475651383,200
1,2026-06-11T12:33:24.133368+00:00,103.1094971112907,200
1,2026-06-11T12:33:24.133717+00:00,109.76477898657322,200
1,2026-06-11T12:33:24.162455+00:00,140.8575400710106,200
1,2026-06-11T12:33:24.163922+00:00,136.82341389358044,200
1,2026-06-11T12:33:24.217706+00:00,84.29404068738222,200
1,2026-06-11T12:33:24.264374+00:00,231.80500697344542,200
1,2026-06-11T12:33:24.265181+00:00,232.96705586835742,200
1,2026-06-11T12:33:24.265776+00:00,157.9205971211195,200
1,2026-06-11T12:33:24.267027+00:00,104.52824831008911,200
1,2026-06-11T12:33:24.268700+00:00,136.526373680681,200
1,2026-06-11T12:33:24.269083+00:00,135.33248705789447,200
1,2026-06-11T12:33:24.269687+00:00,105.73535086587071,200
1,2026-06-11T12:33:24.306996+00:00,89.23761919140816,200
1,2026-06-11T12:33:24.334561+00:00,64.83335932716727,200
1,2026-06-11T12:33:24.334995+00:00,67.9137003608048,200
1,2026-06-11T12:33:24.408889+00:00,101.84664884582162,200
1,2026-06-11T12:33:24.409530+00:00,140.76859084889293,200
1,2026-06-11T12:33:24.409932+00:00,145.5124830827117,200
1,2026-06-11T12:33:24.410299+00:00,141.1706800572574,200
1,2026-06-11T12:33:24.410981+00:00,145.74188506230712,200
1,2026-06-11T12:33:24.411836+00:00,146.03771176189184,200
1,2026-06-11T12:33:24.449285+00:00,39.31294800713658,200
1,2026-06-11T12:33:24.450498+00:00,40.9123501740396,200
1,2026-06-11T12:33:24.450992+00:00,40.66602699458599,200
1,2026-06-11T12:33:24.451337+00:00,40.30784219503403,200
1,2026-06-11T12:33:24.451569+00:00,39.715026039630175,200
1,2026-06-11T12:33:24.508396+00:00,99.46510521695018,200
1,2026-06-11T12:33:24.508729+00:00,173.6923223361373,200
1,2026-06-11T12:33:24.509147+00:00,174.52171305194497,200
1,2026-06-11T12:33:24.531133+00:00,81.80820010602474,200
1,2026-06-11T12:33:24.533673+00:00,82.64348190277815,200
1,2026-06-11T12:33:24.537512+00:00,85.92898864299059,200
1,2026-06-11T12:33:24.537673+00:00,86.30959503352642,200
1,2026-06-11T12:33:24.607435+00:00,156.8892439827323,200
1,2026-06-11T12:33:24.607841+00:00,99.39891984686255,200
1,2026-06-11T12:33:24.624558+00:00,115.38448790088296,200
1,2026-06-11T12:33:24.624963+00:00,116.19870085269213,200
1,2026-06-11T12:33:24.637793+00:00,29.911637771874666,200
1,2026-06-11T12:33:24.644917+00:00,113.75029105693102,200
1,2026-06-11T12:33:24.708259+00:00,83.65687122568488,200
1,2026-06-11T12:33:24.708792+00:00,83.78475112840533,200
1,2026-06-11T12:33:24.720672+00:00,113.19238971918821,200
1,2026-06-11T12:33:24.721327+00:00,183.61487379297614,200
1,2026-06-11T12:33:24.721761+00:00,188.06379102170467,200
1,2026-06-11T12:33:24.722058+00:00,184.51752420514822,200
1,2026-06-11T12:33:24.732217+00:00,94.40174233168364,200
1,2026-06-11T12:33:24.733017+00:00,88.07967836037278,200
1,2026-06-11T12:33:24.807767+00:00,99.44861382246017,200
1,2026-06-11T12:33:24.808190+00:00,99.34922587126493,200
1,2026-06-11T12:33:24.820152+00:00,99.45212909951806,200
1,2026-06-11T12:33:24.826202+00:00,104.41534407436848,200
1,2026-06-11T12:33:24.826469+00:00,105.09708803147078,200
1,2026-06-11T12:33:24.826820+00:00,104.72326492890716,200
1,2026-06-11T12:33:24.829061+00:00,96.02147014811635,200
1,2026-06-11T12:33:24.832176+00:00,99.94045039638877,200
1,2026-06-11T12:33:24.915332+00:00,107.52611421048641,200
1,2026-06-11T12:33:24.915952+00:00,107.72382374852896,200
1,2026-06-11T12:33:24.918467+00:00,98.29808818176389,200
