LAST SEEN   TYPE      REASON              OBJECT                                        MESSAGE
48s         Normal    Scheduled           pod/checkoutservice-d7658cddf-6tgdb           Successfully assigned external-online-boutique-scale20-20260611t123228z/checkoutservice-d7658cddf-6tgdb to emu-worker-3
47s         Normal    Scheduled           pod/recommendationservice-6cfcf6b4c7-gjbrp    Successfully assigned external-online-boutique-scale20-20260611t123228z/recommendationservice-6cfcf6b4c7-gjbrp to emu-worker-3
45s         Normal    Scheduled           pod/loadgenerator-5f9fc87d8d-72mcp            Successfully assigned external-online-boutique-scale20-20260611t123228z/loadgenerator-5f9fc87d8d-72mcp to emu-worker-10
43s         Normal    Scheduled           pod/loadgenerator-b5b767cdb-n9tqr             Successfully assigned external-online-boutique-scale20-20260611t123228z/loadgenerator-b5b767cdb-n9tqr to emu-worker-6
45s         Normal    Scheduled           pod/paymentservice-8b8bc9b45-gvr25            Successfully assigned external-online-boutique-scale20-20260611t123228z/paymentservice-8b8bc9b45-gvr25 to emu-worker-3
45s         Normal    Scheduled           pod/currencyservice-6bcf8957bc-tj4qt          Successfully assigned external-online-boutique-scale20-20260611t123228z/currencyservice-6bcf8957bc-tj4qt to emu-worker-6
47s         Normal    Scheduled           pod/paymentservice-b4cbf695c-wgsln            Successfully assigned external-online-boutique-scale20-20260611t123228z/paymentservice-b4cbf695c-wgsln to emu-worker-8
48s         Normal    Scheduled           pod/shippingservice-595f778b5c-db668          Successfully assigned external-online-boutique-scale20-20260611t123228z/shippingservice-595f778b5c-db668 to emu-worker-8
44s         Normal    Scheduled           pod/shippingservice-56f98c99df-p55lj          Successfully assigned external-online-boutique-scale20-20260611t123228z/shippingservice-56f98c99df-p55lj to emu-worker-4
44s         Normal    Scheduled           pod/recommendationservice-597fbd6bb5-rq4vw    Successfully assigned external-online-boutique-scale20-20260611t123228z/recommendationservice-597fbd6bb5-rq4vw to emu-worker-7
48s         Normal    Scheduled           pod/emailservice-55fdf9bbb9-2cnzx             Successfully assigned external-online-boutique-scale20-20260611t123228z/emailservice-55fdf9bbb9-2cnzx to emu-worker-4
46s         Normal    Scheduled           pod/adservice-d9657db5c-pgdqx                 Successfully assigned external-online-boutique-scale20-20260611t123228z/adservice-d9657db5c-pgdqx to emu-worker-2
49s         Normal    Scheduled           pod/productcatalogservice-55d59f965c-6n2n2    Successfully assigned external-online-boutique-scale20-20260611t123228z/productcatalogservice-55d59f965c-6n2n2 to emu-worker-1
46s         Normal    Scheduled           pod/adservice-78bc84b65-lh2bl                 Successfully assigned external-online-boutique-scale20-20260611t123228z/adservice-78bc84b65-lh2bl to emu-worker-9
49s         Normal    Scheduled           pod/currencyservice-589c4c4ff9-mktp7          Successfully assigned external-online-boutique-scale20-20260611t123228z/currencyservice-589c4c4ff9-mktp7 to emu-worker-2
48s         Normal    Scheduled           pod/cartservice-8868cc78-7s74t                Successfully assigned external-online-boutique-scale20-20260611t123228z/cartservice-8868cc78-7s74t to emu-worker-6
46s         Normal    Scheduled           pod/checkoutservice-674d7b7cdf-qdfgk          Successfully assigned external-online-boutique-scale20-20260611t123228z/checkoutservice-674d7b7cdf-qdfgk to emu-worker-7
45s         Normal    Scheduled           pod/emailservice-6d64dd4f77-bhj4x             Successfully assigned external-online-boutique-scale20-20260611t123228z/emailservice-6d64dd4f77-bhj4x to emu-worker-8
49s         Normal    Scheduled           pod/loadgenerator-5f47d56dcb-zx7f7            Successfully assigned external-online-boutique-scale20-20260611t123228z/loadgenerator-5f47d56dcb-zx7f7 to emu-worker-10
48s         Normal    Scheduled           pod/redis-cart-788fbddc7-5x4pw                Successfully assigned external-online-boutique-scale20-20260611t123228z/redis-cart-788fbddc7-5x4pw to emu-worker-2
44s         Normal    Scheduled           pod/redis-cart-6576fcd97-2qxxg                Successfully assigned external-online-boutique-scale20-20260611t123228z/redis-cart-6576fcd97-2qxxg to emu-worker-9
45s         Normal    Scheduled           pod/productcatalogservice-c54ddf6bf-mmjcp     Successfully assigned external-online-boutique-scale20-20260611t123228z/productcatalogservice-c54ddf6bf-mmjcp to emu-worker-2
46s         Normal    Scheduled           pod/cartservice-85bff66d6b-wwv8w              Successfully assigned external-online-boutique-scale20-20260611t123228z/cartservice-85bff66d6b-wwv8w to emu-worker-4
45s         Normal    Scheduled           pod/frontend-77468d4bcb-z5fv9                 Successfully assigned external-online-boutique-scale20-20260611t123228z/frontend-77468d4bcb-z5fv9 to emu-worker-1
47s         Normal    Scheduled           pod/frontend-7b76f78b44-kdhgr                 Successfully assigned external-online-boutique-scale20-20260611t123228z/frontend-7b76f78b44-kdhgr to emu-worker-1
50s         Warning   FailedCreate        replicaset/loadgenerator-5f47d56dcb           Error creating: pods "loadgenerator-5f47d56dcb-" is forbidden: error looking up service account external-online-boutique-scale20-20260611t123228z/loadgenerator: serviceaccount "loadgenerator" not found
50s         Normal    SuccessfulCreate    replicaset/currencyservice-589c4c4ff9         Created pod: currencyservice-589c4c4ff9-mktp7
50s         Normal    ScalingReplicaSet   deployment/loadgenerator                      Scaled up replica set loadgenerator-5f47d56dcb from 0 to 1
50s         Warning   FailedCreate        replicaset/currencyservice-589c4c4ff9         Error creating: pods "currencyservice-589c4c4ff9-" is forbidden: error looking up service account external-online-boutique-scale20-20260611t123228z/currencyservice: serviceaccount "currencyservice" not found
50s         Normal    ScalingReplicaSet   deployment/currencyservice                    Scaled up replica set currencyservice-589c4c4ff9 from 0 to 1
50s         Normal    ScalingReplicaSet   deployment/productcatalogservice              Scaled up replica set productcatalogservice-55d59f965c from 0 to 1
50s         Normal    SuccessfulCreate    replicaset/loadgenerator-5f47d56dcb           Created pod: loadgenerator-5f47d56dcb-zx7f7
50s         Normal    SuccessfulCreate    replicaset/productcatalogservice-55d59f965c   Created pod: productcatalogservice-55d59f965c-6n2n2
50s         Warning   FailedCreate        replicaset/productcatalogservice-55d59f965c   Error creating: pods "productcatalogservice-55d59f965c-" is forbidden: error looking up service account external-online-boutique-scale20-20260611t123228z/productcatalogservice: serviceaccount "productcatalogservice" not found
50s         Normal    ScalingReplicaSet   deployment/checkoutservice                    Scaled up replica set checkoutservice-d7658cddf from 0 to 1
49s         Normal    Started             pod/productcatalogservice-55d59f965c-6n2n2    Container started
49s         Normal    Pulled              pod/productcatalogservice-55d59f965c-6n2n2    Container image "registry.istio.io/release/proxyv2:1.30.0" already present on machine and can be accessed by the pod
49s         Normal    Created             pod/loadgenerator-5f47d56dcb-zx7f7            Container created
49s         Normal    Created             pod/productcatalogservice-55d59f965c-6n2n2    Container created
49s         Normal    ScalingReplicaSet   deployment/cartservice                        Scaled up replica set cartservice-8868cc78 from 0 to 1
49s         Normal    ScalingReplicaSet   deployment/shippingservice                    Scaled up replica set shippingservice-595f778b5c from 0 to 1
49s         Normal    SuccessfulCreate    replicaset/emailservice-55fdf9bbb9            Created pod: emailservice-55fdf9bbb9-2cnzx
49s         Normal    SuccessfulCreate    replicaset/cartservice-8868cc78               Created pod: cartservice-8868cc78-7s74t
