LAST SEEN   TYPE      REASON              OBJECT                                        MESSAGE
3m22s       Normal    Scheduled           pod/checkoutservice-d7658cddf-6tgdb           Successfully assigned external-online-boutique-scale20-20260611t123228z/checkoutservice-d7658cddf-6tgdb to emu-worker-3
3m21s       Normal    Scheduled           pod/recommendationservice-6cfcf6b4c7-gjbrp    Successfully assigned external-online-boutique-scale20-20260611t123228z/recommendationservice-6cfcf6b4c7-gjbrp to emu-worker-3
3m18s       Normal    Scheduled           pod/loadgenerator-5f9fc87d8d-72mcp            Successfully assigned external-online-boutique-scale20-20260611t123228z/loadgenerator-5f9fc87d8d-72mcp to emu-worker-10
3m16s       Normal    Scheduled           pod/loadgenerator-b5b767cdb-n9tqr             Successfully assigned external-online-boutique-scale20-20260611t123228z/loadgenerator-b5b767cdb-n9tqr to emu-worker-6
3m18s       Normal    Scheduled           pod/paymentservice-8b8bc9b45-gvr25            Successfully assigned external-online-boutique-scale20-20260611t123228z/paymentservice-8b8bc9b45-gvr25 to emu-worker-3
3m19s       Normal    Scheduled           pod/currencyservice-6bcf8957bc-tj4qt          Successfully assigned external-online-boutique-scale20-20260611t123228z/currencyservice-6bcf8957bc-tj4qt to emu-worker-6
3m21s       Normal    Scheduled           pod/paymentservice-b4cbf695c-wgsln            Successfully assigned external-online-boutique-scale20-20260611t123228z/paymentservice-b4cbf695c-wgsln to emu-worker-8
3m22s       Normal    Scheduled           pod/shippingservice-595f778b5c-db668          Successfully assigned external-online-boutique-scale20-20260611t123228z/shippingservice-595f778b5c-db668 to emu-worker-8
3m17s       Normal    Scheduled           pod/shippingservice-56f98c99df-p55lj          Successfully assigned external-online-boutique-scale20-20260611t123228z/shippingservice-56f98c99df-p55lj to emu-worker-4
3m18s       Normal    Scheduled           pod/recommendationservice-597fbd6bb5-rq4vw    Successfully assigned external-online-boutique-scale20-20260611t123228z/recommendationservice-597fbd6bb5-rq4vw to emu-worker-7
3m21s       Normal    Scheduled           pod/emailservice-55fdf9bbb9-2cnzx             Successfully assigned external-online-boutique-scale20-20260611t123228z/emailservice-55fdf9bbb9-2cnzx to emu-worker-4
3m20s       Normal    Scheduled           pod/adservice-d9657db5c-pgdqx                 Successfully assigned external-online-boutique-scale20-20260611t123228z/adservice-d9657db5c-pgdqx to emu-worker-2
3m22s       Normal    Scheduled           pod/productcatalogservice-55d59f965c-6n2n2    Successfully assigned external-online-boutique-scale20-20260611t123228z/productcatalogservice-55d59f965c-6n2n2 to emu-worker-1
3m20s       Normal    Scheduled           pod/adservice-78bc84b65-lh2bl                 Successfully assigned external-online-boutique-scale20-20260611t123228z/adservice-78bc84b65-lh2bl to emu-worker-9
3m22s       Normal    Scheduled           pod/currencyservice-589c4c4ff9-mktp7          Successfully assigned external-online-boutique-scale20-20260611t123228z/currencyservice-589c4c4ff9-mktp7 to emu-worker-2
3m21s       Normal    Scheduled           pod/cartservice-8868cc78-7s74t                Successfully assigned external-online-boutique-scale20-20260611t123228z/cartservice-8868cc78-7s74t to emu-worker-6
3m19s       Normal    Scheduled           pod/checkoutservice-674d7b7cdf-qdfgk          Successfully assigned external-online-boutique-scale20-20260611t123228z/checkoutservice-674d7b7cdf-qdfgk to emu-worker-7
