$ date -u
Thu Jun 11 13:03:34 UTC 2026

$ uname -a
Linux k8s-emu-master 5.15.0-177-generic #187-Ubuntu SMP Sat Apr 11 22:54:33 UTC 2026 x86_64 x86_64 x86_64 GNU/Linux

$ /usr/bin/python3 --version
Python 3.10.12

$ kubectl version --client=true
Client Version: v1.36.0
Kustomize Version: v5.8.1

$ git -C /home/ubuntu/iDynamics rev-parse HEAD
6c9f2bd118a3f426e623fbfa4da119427bbc528f

$ git -C /home/ubuntu/iDynamics status --short --branch
## tsc-revision/fifth-pass-v2-continuous-generality-moe-20260611T114205Z
 M Makefile
 M docs/continuous_callgraph_results.md
 M docs/fifth_pass_v2/source_of_truth_audit.md
 M docs/paper_claims_to_runs.md
 M docs/paper_fragments/continuous_callgraph.tex
 M docs/paper_fragments/continuous_callgraph_redline.tex
 M docs/second_round_v2/continuous_callgraph_results.md
 M examples/moe-serving/README.md
 M examples/moe-serving/k8s/render_manifests.py
 M examples/moe-serving/workload/generate_load.py
 M idynamics/workloads/__init__.py
 M idynamics/workloads/moe.py
 M paperSourceFiles/iDynamics_Revision1_fourthPass/main_TSC.tex
 M scripts/experiments/continuous_callgraph.py
 M scripts/experiments/run_continuous_callgraph.sh
 M scripts/experiments/run_physical_moe_k8s.py
?? .codex/summaries/fifth_pass_v2/
?? docs/fifth_pass_v2/FIFTH_PASS_REVISION_RUNBOOK_V2.md
?? docs/fifth_pass_v2/application_generality_results.md
?? docs/fifth_pass_v2/continuous_longmix_results.md
?? docs/fifth_pass_v2/external_benchmark_selection_report.md
?? docs/fifth_pass_v2/fifth_pass_execution_plan.md
?? docs/fifth_pass_v2/latex_build/
?? docs/fifth_pass_v2/reproduce_application_generality.md
?? docs/fifth_pass_v2/reproduce_continuous_longmix.md
?? docs/fifth_pass_v2/run_ledger_integrity_report.md
?? docs/fifth_pass_v2/section_e_revision_report.md
?? examples/moe-serving/scripts/
?? experiments/runs/continuous-longmix-scale45-linear-steps1000-20260611T120743Z/
?? experiments/runs/continuous-longmix-scale45-linear-steps200-20260611T120729Z/
?? experiments/runs/continuous-longmix-scale45-linear-steps500-20260611T120733Z/
?? experiments/runs/continuous-longmix-scale45-markov-steps1000-20260611T120736Z/
?? experiments/runs/continuous-longmix-scale45-markov-steps200-20260611T120731Z/
?? experiments/runs/continuous-longmix-scale45-markov-steps500-20260611T120735Z/
?? experiments/runs/continuous-longmix-scale45-sinusoidal-steps1000-20260611T120737Z/
?? experiments/runs/continuous-longmix-scale45-sinusoidal-steps200-20260611T120729Z/
?? experiments/runs/continuous-longmix-scale45-sinusoidal-steps500-20260611T120734Z/
?? experiments/runs/continuous-longmix-scale45-step-steps1000-20260611T120742Z/
?? experiments/runs/continuous-longmix-scale45-step-steps200-20260611T120728Z/
?? experiments/runs/continuous-longmix-scale45-step-steps500-20260611T120732Z/
?? experiments/runs/external-online-boutique-scale10-20260611T122807Z/
?? experiments/runs/external-online-boutique-scale20-20260611T123228Z/
?? experiments/runs/moe-live-scale10-markov-20260611T125044Z/
?? experiments/runs/moe-live-scale10-phase-shift-20260611T124429Z/
?? experiments/runs/moe-live-scale20-markov-20260611T130333Z/
?? experiments/runs/moe-live-scale20-phase-shift-20260611T125720Z/
?? idynamics/workloads/adapters/
?? paperSourceFiles/iDynamics_Revision1_fourthPass/Figure/revised/continuous_longmix_500_multimode.png
?? prompts/fifth_pass_v2/
?? revisionFigures/fifth_pass_v2/
?? scripts/evaluation/final_fifth_gate.py
?? scripts/evaluation/make_fifth_pass_continuous_artifacts.py
?? scripts/evaluation/plot_continuous_longmix.py
?? scripts/evaluation/summarize_continuous_longmix.py
?? scripts/experiments/online_boutique_external.py
?? tests/test_continuous_longmix.py
?? tests/test_external_benchmark_adapters.py
?? tests/test_moe_serving_benchmark.py
