run_id,experiment_type,policy,metric,value,unit,source_file,source_column,status,notes
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,kubernetes-default,latency_p50_ms,27.989661499999997,ms,raw/moe_expert_skew_timeseries.csv,default_latency_ms,measured,
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,kubernetes-default,latency_p95_ms,29.4560468,ms,raw/moe_expert_skew_timeseries.csv,default_latency_ms,measured,
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,kubernetes-default,latency_p99_ms,29.983605649999994,ms,raw/moe_expert_skew_timeseries.csv,default_latency_ms,measured,
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,kubernetes-default,throughput_rps,60.0,requests/s,raw/moe_expert_skew_timeseries.csv,step,measured,"modeled intervals, not live rps"
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,kubernetes-default,sla_violations,,count,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,kubernetes-default,sla_violation_rate,,ratio,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,kubernetes-default,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,kubernetes-default,gda_build_time_ms,,ms,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,kubernetes-default,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,kubernetes-default,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,kubernetes-default,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,kubernetes-default,migration_count,,count,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,kubernetes-default,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,kubernetes-default,placement_cost_reduction_pct,0.0,percent,raw/moe_expert_skew_timeseries.csv,default_cost_reduction_pct,measured,median modeled reduction versus default
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy2,latency_p50_ms,24.3596195,ms,raw/moe_expert_skew_timeseries.csv,policy2_latency_ms,measured,
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy2,latency_p95_ms,25.9181032,ms,raw/moe_expert_skew_timeseries.csv,policy2_latency_ms,measured,
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy2,latency_p99_ms,26.391361149999998,ms,raw/moe_expert_skew_timeseries.csv,policy2_latency_ms,measured,
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy2,throughput_rps,60.0,requests/s,raw/moe_expert_skew_timeseries.csv,step,measured,"modeled intervals, not live rps"
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy2,sla_violations,,count,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy2,sla_violation_rate,,ratio,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy2,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy2,gda_build_time_ms,,ms,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy2,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy2,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy2,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy2,migration_count,,count,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy2,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy2,placement_cost_reduction_pct,47.637151,percent,raw/moe_expert_skew_timeseries.csv,policy2_cost_reduction_pct,measured,median modeled reduction versus default
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy3,latency_p50_ms,24.091439,ms,raw/moe_expert_skew_timeseries.csv,policy3_latency_ms,measured,
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy3,latency_p95_ms,25.68563225,ms,raw/moe_expert_skew_timeseries.csv,policy3_latency_ms,measured,
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy3,latency_p99_ms,25.936688039999996,ms,raw/moe_expert_skew_timeseries.csv,policy3_latency_ms,measured,
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy3,throughput_rps,60.0,requests/s,raw/moe_expert_skew_timeseries.csv,step,measured,"modeled intervals, not live rps"
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy3,sla_violations,,count,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy3,sla_violation_rate,,ratio,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy3,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy3,gda_build_time_ms,,ms,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy3,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy3,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy3,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy3,migration_count,,count,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy3,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy3,placement_cost_reduction_pct,47.101845,percent,raw/moe_expert_skew_timeseries.csv,policy3_cost_reduction_pct,measured,median modeled reduction versus default
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy4,latency_p50_ms,24.37925,ms,raw/moe_expert_skew_timeseries.csv,policy4_latency_ms,measured,
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy4,latency_p95_ms,25.88429205,ms,raw/moe_expert_skew_timeseries.csv,policy4_latency_ms,measured,
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy4,latency_p99_ms,26.371709239999998,ms,raw/moe_expert_skew_timeseries.csv,policy4_latency_ms,measured,
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy4,throughput_rps,60.0,requests/s,raw/moe_expert_skew_timeseries.csv,step,measured,"modeled intervals, not live rps"
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy4,sla_violations,,count,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy4,sla_violation_rate,,ratio,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy4,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy4,gda_build_time_ms,,ms,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy4,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy4,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy4,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy4,migration_count,,count,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy4,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
moe-serving-scale45-20260523T183126Z,moe_serving_control_plane,policy4,placement_cost_reduction_pct,47.503324500000005,percent,raw/moe_expert_skew_timeseries.csv,policy4_cost_reduction_pct,measured,median modeled reduction versus default
