step,time_s,source,destination,weight
0,0.0,compose-post-service,home-timeline-service,31.031713
0,0.0,compose-post-service,media-service,15.515856
0,0.0,compose-post-service,post-storage-service,35.464814
0,0.0,compose-post-service,url-shorten-service,19.948958
0,0.0,compose-post-service,user-mention-service,19.948958
0,0.0,compose-post-service,user-service,26.598611
0,0.0,compose-post-service,user-timeline-service,26.598611
0,0.0,home-timeline-service,post-storage-service,24.649804
0,0.0,home-timeline-service,social-graph-service,19.172070
0,0.0,home-timeline-service,user-service,13.694336
0,0.0,nginx-thrift,compose-post-service,44.331018
0,0.0,nginx-thrift,home-timeline-service,27.388671
0,0.0,nginx-thrift,user-timeline-service,10.446325
0,0.0,user-timeline-service,post-storage-service,8.879376
0,0.0,user-timeline-service,user-service,5.745479
1,5.0,compose-post-service,home-timeline-service,31.355384
1,5.0,compose-post-service,media-service,15.677692
1,5.0,compose-post-service,post-storage-service,35.834724
1,5.0,compose-post-service,url-shorten-service,20.157033
1,5.0,compose-post-service,user-mention-service,20.157033
1,5.0,compose-post-service,user-service,26.876043
1,5.0,compose-post-service,user-timeline-service,26.876043
1,5.0,home-timeline-service,post-storage-service,25.201104
1,5.0,home-timeline-service,social-graph-service,19.600859
1,5.0,home-timeline-service,user-service,14.000613
1,5.0,nginx-thrift,compose-post-service,44.793406
1,5.0,nginx-thrift,home-timeline-service,28.001226
1,5.0,nginx-thrift,user-timeline-service,10.461759
1,5.0,user-timeline-service,post-storage-service,8.892495
1,5.0,user-timeline-service,user-service,5.753968
2,10.0,compose-post-service,home-timeline-service,32.283505
2,10.0,compose-post-service,media-service,16.141753
2,10.0,compose-post-service,post-storage-service,36.895435
2,10.0,compose-post-service,url-shorten-service,20.753682
2,10.0,compose-post-service,user-mention-service,20.753682
2,10.0,compose-post-service,user-service,27.671576
2,10.0,compose-post-service,user-timeline-service,27.671576
2,10.0,home-timeline-service,post-storage-service,26.253213
2,10.0,home-timeline-service,social-graph-service,20.419165
2,10.0,home-timeline-service,user-service,14.585118
2,10.0,nginx-thrift,compose-post-service,46.119294
2,10.0,nginx-thrift,home-timeline-service,29.170236
2,10.0,nginx-thrift,user-timeline-service,10.678055
2,10.0,user-timeline-service,post-storage-service,9.076347
2,10.0,user-timeline-service,user-service,5.872930
3,15.0,compose-post-service,home-timeline-service,33.238678
