step,time_s,evidence_type,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count
0,0.000,replay,0.000000,0.020057,0.020057,9,13,0
1,0.100,replay,0.000000,0.018695,0.018695,9,13,0
2,0.200,replay,0.000000,0.018595,0.018595,9,13,0
3,0.300,replay,0.000000,0.018155,0.018155,9,13,0
4,0.400,replay,0.000000,0.013886,0.013886,9,13,0
5,0.500,replay,0.000000,0.013665,0.013665,9,13,0
6,0.600,replay,0.000000,0.034234,0.034234,9,13,0
7,0.700,replay,0.000000,0.016942,0.016942,9,13,0
8,0.800,replay,0.000000,0.013296,0.013296,9,13,0
9,0.900,replay,0.000000,0.013235,0.013235,9,13,0
10,1.000,replay,0.000000,0.012975,0.012975,9,13,0
11,1.100,replay,0.000000,0.027714,0.027714,9,13,0
12,1.200,replay,0.000000,0.022943,0.022943,9,13,0
13,1.300,replay,0.000000,0.024416,0.024416,9,13,0
14,1.400,replay,0.000000,0.015448,0.015448,9,13,0
15,1.500,replay,0.000000,0.013826,0.013826,9,13,0
16,1.600,replay,0.000000,0.018354,0.018354,9,13,0
17,1.700,replay,0.000000,0.021179,0.021179,9,13,0
18,1.800,replay,0.000000,0.014206,0.014206,9,13,0
19,1.900,replay,0.000000,0.014447,0.014447,9,13,0
20,2.000,replay,0.000000,0.016350,0.016350,9,13,0
21,2.100,replay,0.000000,0.014328,0.014328,9,13,0
22,2.200,replay,0.000000,0.013516,0.013516,9,13,0
23,2.300,replay,0.000000,0.014007,0.014007,9,13,0
24,2.400,replay,0.000000,0.016422,0.016422,9,13,0
25,2.500,replay,0.000000,0.016441,0.016441,9,13,0
26,2.600,replay,0.000000,0.014738,0.014738,9,13,0
27,2.700,replay,0.000000,0.013607,0.013607,9,13,0
28,2.800,replay,0.000000,0.017483,0.017483,9,13,0
29,2.900,replay,0.000000,0.018716,0.018716,9,13,0
30,3.000,replay,0.000000,0.017253,0.017253,9,13,0
31,3.100,replay,0.000000,0.017043,0.017043,9,13,0
32,3.200,replay,0.000000,0.018104,0.018104,9,13,0
33,3.300,replay,0.000000,0.019187,0.019187,9,13,0
34,3.400,replay,0.000000,0.013786,0.013786,9,13,0
35,3.500,replay,0.000000,0.013495,0.013495,9,13,0
36,3.600,replay,0.000000,0.013555,0.013555,9,13,0
37,3.700,replay,0.000000,0.017263,0.017263,9,13,0
38,3.800,replay,0.000000,0.012904,0.012904,9,13,0
39,3.900,replay,0.000000,0.013305,0.013305,9,13,0
40,4.000,replay,0.000000,0.013986,0.013986,9,13,0
41,4.100,replay,0.000000,0.013376,0.013376,9,13,0
42,4.200,replay,0.000000,0.019086,0.019086,9,13,0
43,4.300,replay,0.000000,0.016641,0.016641,9,13,0
44,4.400,replay,0.000000,0.016581,0.016581,9,13,0
45,4.500,replay,0.000000,0.013415,0.013415,9,13,0
46,4.600,replay,0.000000,0.014027,0.014027,9,13,0
47,4.700,replay,0.000000,0.013465,0.013465,9,13,0
48,4.800,replay,0.000000,0.016932,0.016932,9,13,0
49,4.900,replay,0.000000,0.013516,0.013516,9,13,0
50,5.000,replay,0.000000,0.013636,0.013636,9,13,0
51,5.100,replay,0.000000,0.031169,0.031169,9,13,0
52,5.200,replay,0.000000,0.025107,0.025107,9,13,0
53,5.300,replay,0.000000,0.027642,0.027642,9,13,0
54,5.400,replay,0.000000,0.013636,0.013636,9,13,0
55,5.500,replay,0.000000,0.013175,0.013175,9,13,0
56,5.600,replay,0.000000,0.019938,0.019938,9,13,0
57,5.700,replay,0.000000,0.043492,0.043492,9,13,0
58,5.800,replay,0.000000,0.014317,0.014317,9,13,0
59,5.900,replay,0.000000,0.014367,0.014367,9,13,0
60,6.000,replay,0.000000,0.013105,0.013105,9,13,0
61,6.100,replay,0.000000,0.017332,0.017332,9,13,0
62,6.200,replay,0.000000,0.013064,0.013064,9,13,0
63,6.300,replay,0.000000,0.022814,0.022814,9,13,0
64,6.400,replay,0.000000,0.015360,0.015360,9,13,0
65,6.500,replay,0.000000,0.028644,0.028644,9,13,0
66,6.600,replay,0.000000,0.033943,0.033943,9,13,0
67,6.700,replay,0.000000,0.013536,0.013536,9,13,0
68,6.800,replay,0.000000,0.017654,0.017654,9,13,0
69,6.900,replay,0.000000,0.019116,0.019116,9,13,0
70,7.000,replay,0.000000,0.026190,0.026190,9,13,0
71,7.100,replay,0.000000,0.014317,0.014317,9,13,0
72,7.200,replay,0.000000,0.016691,0.016691,9,13,0
73,7.300,replay,0.000000,0.018565,0.018565,9,13,0
74,7.400,replay,0.000000,0.014066,0.014066,9,13,0
75,7.500,replay,0.000000,0.026782,0.026782,9,13,0
76,7.600,replay,0.000000,0.023715,0.023715,9,13,0
77,7.700,replay,0.000000,0.023184,0.023184,9,13,0
78,7.800,replay,0.000000,0.022823,0.022823,9,13,0
79,7.900,replay,0.000000,0.022692,0.022692,9,13,0
80,8.000,replay,0.000000,0.029235,0.029235,9,13,0
81,8.100,replay,0.000000,0.022932,0.022932,9,13,0
82,8.200,replay,0.000000,0.023013,0.023013,9,13,0
83,8.300,replay,0.000000,0.026621,0.026621,9,13,0
84,8.400,replay,0.000000,0.031860,0.031860,9,13,0
85,8.500,replay,0.000000,0.014768,0.014768,9,13,0
86,8.600,replay,0.000000,0.013676,0.013676,9,13,0
87,8.700,replay,0.000000,0.013435,0.013435,9,13,0
88,8.800,replay,0.000000,0.013194,0.013194,9,13,0
89,8.900,replay,0.000000,0.017543,0.017543,9,13,0
90,9.000,replay,0.000000,0.013155,0.013155,9,13,0
91,9.100,replay,0.000000,0.012985,0.012985,9,13,0
92,9.200,replay,0.000000,0.013476,0.013476,9,13,0
93,9.300,replay,0.000000,0.014847,0.014847,9,13,0
94,9.400,replay,0.000000,0.013305,0.013305,9,13,0
95,9.500,replay,0.000000,0.013545,0.013545,9,13,0
96,9.600,replay,0.000000,0.022132,0.022132,9,13,0
97,9.700,replay,0.000000,0.025838,0.025838,9,13,0
98,9.800,replay,0.000000,0.013455,0.013455,9,13,0
99,9.900,replay,0.000000,0.012954,0.012954,9,13,0
100,10.000,replay,0.000000,0.013055,0.013055,9,13,0
101,10.100,replay,0.000000,0.017263,0.017263,9,13,0
102,10.200,replay,0.000000,0.020450,0.020450,9,13,0
103,10.300,replay,0.000000,0.013125,0.013125,9,13,0
104,10.400,replay,0.000000,0.013046,0.013046,9,13,0
105,10.500,replay,0.000000,0.013345,0.013345,9,13,0
106,10.600,replay,0.000000,0.016472,0.016472,9,13,0
107,10.700,replay,0.000000,0.017312,0.017312,9,13,0
108,10.800,replay,0.000000,0.013495,0.013495,9,13,0
109,10.900,replay,0.000000,0.017633,0.017633,9,13,0
110,11.000,replay,0.000000,0.017633,0.017633,9,13,0
111,11.100,replay,0.000000,0.013056,0.013056,9,13,0
112,11.200,replay,0.000000,0.020840,0.020840,9,13,0
113,11.300,replay,0.000000,0.013535,0.013535,9,13,0
114,11.400,replay,0.000000,0.018093,0.018093,9,13,0
115,11.500,replay,0.000000,0.022953,0.022953,9,13,0
116,11.600,replay,0.000000,0.013845,0.013845,9,13,0
117,11.700,replay,0.000000,0.019757,0.019757,9,13,0
118,11.800,replay,0.000000,0.013716,0.013716,9,12,0
119,11.900,replay,0.000000,0.013705,0.013705,9,12,0
120,12.000,replay,0.000000,0.014558,0.014558,9,12,0
121,12.100,replay,0.000000,0.013926,0.013926,9,12,0
122,12.200,replay,0.000000,0.013165,0.013165,9,12,0
123,12.300,replay,0.000000,0.016952,0.016952,9,12,0
124,12.400,replay,0.000000,0.016391,0.016391,9,12,0
125,12.500,replay,0.000000,0.013695,0.013695,9,12,0
126,12.600,replay,0.000000,0.013346,0.013346,9,12,0
127,12.700,replay,0.000000,0.013104,0.013104,9,12,0
128,12.800,replay,0.000000,0.019087,0.019087,9,12,0
129,12.900,replay,0.000000,0.013876,0.013876,9,12,0
130,13.000,replay,0.000000,0.012965,0.012965,9,12,0
131,13.100,replay,0.000000,0.013465,0.013465,9,12,0
132,13.200,replay,0.000000,0.014568,0.014568,9,12,0
133,13.300,replay,0.000000,0.021851,0.021851,9,12,0
134,13.400,replay,0.000000,0.013265,0.013265,9,12,0
135,13.500,replay,0.000000,0.013184,0.013184,9,12,0
136,13.600,replay,0.000000,0.016852,0.016852,9,12,0
137,13.700,replay,0.000000,0.018937,0.018937,9,12,0
138,13.800,replay,0.000000,0.014347,0.014347,9,12,0
139,13.900,replay,0.000000,0.012894,0.012894,9,12,0
140,14.000,replay,0.000000,0.012633,0.012633,9,12,0
141,14.100,replay,0.000000,0.013415,0.013415,9,12,0
142,14.200,replay,0.000000,0.024588,0.024588,9,12,0
143,14.300,replay,0.000000,0.013366,0.013366,9,12,0
144,14.400,replay,0.000000,0.012674,0.012674,9,12,0
145,14.500,replay,0.000000,0.013145,0.013145,9,12,0
146,14.600,replay,0.000000,0.013976,0.013976,9,12,0
147,14.700,replay,0.000000,0.021000,0.021000,9,12,0
148,14.800,replay,0.000000,0.018665,0.018665,9,12,0
149,14.900,replay,0.000000,0.017964,0.017964,9,12,0
150,15.000,replay,0.000000,0.013216,0.013216,9,12,0
151,15.100,replay,0.000000,0.016601,0.016601,9,11,0
152,15.200,replay,0.000000,0.016483,0.016483,9,11,0
153,15.300,replay,0.000000,0.013195,0.013195,9,12,0
154,15.400,replay,0.000000,0.013136,0.013136,9,11,0
155,15.500,replay,0.000000,0.016972,0.016972,9,11,0
156,15.600,replay,0.000000,0.016611,0.016611,9,11,0
157,15.700,replay,0.000000,0.013305,0.013305,9,11,0
158,15.800,replay,0.000000,0.013194,0.013194,9,11,0
159,15.900,replay,0.000000,0.023203,0.023203,9,11,0
160,16.000,replay,0.000000,0.021671,0.021671,8,9,0
161,16.100,replay,0.000000,0.020038,0.020038,9,10,0
162,16.200,replay,0.000000,0.016982,0.016982,8,9,0
163,16.300,replay,0.000000,0.016771,0.016771,9,11,0
164,16.400,replay,0.000000,0.016912,0.016912,8,9,0
165,16.500,replay,0.000000,0.016611,0.016611,8,9,0
166,16.600,replay,0.000000,0.014377,0.014377,8,9,0
167,16.700,replay,0.000000,0.014206,0.014206,8,9,0
168,16.800,replay,0.000000,0.013165,0.013165,8,9,0
169,16.900,replay,0.000000,0.016100,0.016100,8,9,0
170,17.000,replay,0.000000,0.013917,0.013917,8,9,0
171,17.100,replay,0.000000,0.012924,0.012924,8,9,0
172,17.200,replay,0.000000,0.013335,0.013335,8,9,0
173,17.300,replay,0.000000,0.013175,0.013175,8,9,0
174,17.400,replay,0.000000,0.013575,0.013575,8,9,0
175,17.500,replay,0.000000,0.016771,0.016771,8,9,0
176,17.600,replay,0.000000,0.014177,0.014177,8,9,0
177,17.700,replay,0.000000,0.013586,0.013586,8,9,0
178,17.800,replay,0.000000,0.013455,0.013455,8,9,0
179,17.900,replay,0.000000,0.014908,0.014908,8,9,0
180,18.000,replay,0.000000,0.022411,0.022411,8,9,0
181,18.100,replay,0.000000,0.013435,0.013435,8,9,0
182,18.200,replay,0.000000,0.016692,0.016692,8,9,0
183,18.300,replay,0.000000,0.013275,0.013275,8,9,0
184,18.400,replay,0.000000,0.026188,0.026188,8,9,0
185,18.500,replay,0.000000,0.017743,0.017743,8,9,0
186,18.600,replay,0.000000,0.016801,0.016801,8,9,0
187,18.700,replay,0.000000,0.014738,0.014738,8,9,0
188,18.800,replay,0.000000,0.019587,0.019587,8,9,0
189,18.900,replay,0.000000,0.013986,0.013986,8,9,0
190,19.000,replay,0.000000,0.014247,0.014247,8,9,0
191,19.100,replay,0.000000,0.019536,0.019536,8,9,0
192,19.200,replay,0.000000,0.021971,0.021971,8,9,0
193,19.300,replay,0.000000,0.017864,0.017864,8,9,0
194,19.400,replay,0.000000,0.013786,0.013786,7,8,0
195,19.500,replay,0.000000,0.017314,0.017314,7,8,0
196,19.600,replay,0.000000,0.013355,0.013355,8,9,0
197,19.700,replay,0.000000,0.016802,0.016802,7,8,0
198,19.800,replay,0.000000,0.013044,0.013044,7,8,0
199,19.900,replay,0.000000,0.013435,0.013435,7,8,0
200,20.000,replay,0.000000,0.013435,0.013435,7,8,0
201,20.100,replay,0.000000,0.013395,0.013395,7,8,0
202,20.200,replay,0.000000,0.016692,0.016692,7,8,0
203,20.300,replay,0.000000,0.013385,0.013385,7,8,0
204,20.400,replay,0.000000,0.013005,0.013005,7,8,0
205,20.500,replay,0.000000,0.013526,0.013526,7,8,0
206,20.600,replay,0.000000,0.021860,0.021860,7,8,0
207,20.700,replay,0.000000,0.034135,0.034135,7,8,0
208,20.800,replay,0.000000,0.016171,0.016171,7,8,0
209,20.900,replay,0.000000,0.013115,0.013115,7,8,0
210,21.000,replay,0.000000,0.016301,0.016301,7,8,0
211,21.100,replay,0.000000,0.013055,0.013055,7,8,0
212,21.200,replay,0.000000,0.013255,0.013255,7,8,0
