benchmark,run_id,namespace,scale,replica_level,replica_config,workload_mode,repeat,policy,policy_display_name,step,time_s,evidence_type,request_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count,latency_ms,p50_ms,p95_ms,p99_ms,throughput_rps,error_rate,sla_ms,sla_pressure,sla_violation_ratio,worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,pod_restarts,total_pods,cluster_cpu_utilization,cluster_memory_utilization,top_node_cpu_utilization
moe-serving,moe-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T141952Z,idyn-moe-serving,scale20,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,kubernetes-default,K8s default,0,0.000,replay,mixed,0.969300,0.000000,13,2.968011,0.000000,0.390394,0.537493,,,0.000000,0.020057,0.020057,9,13,0,78.844257,78.844257,78.844257,78.844257,90.000000,0.000000,132.125240,0.596739,0.000000,20,51,51,20,1.000000,,51,,,
moe-serving,moe-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T141952Z,idyn-moe-serving,scale20,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,cga,CGA,0,0.000,replay,mixed,0.969300,0.000000,13,2.968011,0.000000,0.390394,0.537493,,,0.000000,0.020057,0.020057,9,13,0,78.227936,78.227936,78.227936,78.227936,90.000000,0.000000,132.125240,0.592074,0.000000,20,51,51,20,1.000000,,51,,,
moe-serving,moe-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T141952Z,idyn-moe-serving,scale20,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,hda,HDA,0,0.000,replay,mixed,0.969300,0.000000,13,2.968011,0.000000,0.390394,0.537493,,,0.000000,0.020057,0.020057,9,13,0,73.181048,73.181048,73.181048,73.181048,90.000000,0.000000,132.125240,0.553876,0.000000,20,51,51,20,1.000000,,51,,,
moe-serving,moe-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T141952Z,idyn-moe-serving,scale20,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,policy2,Policy 2,0,0.000,replay,mixed,0.969300,0.000000,13,2.968011,0.000000,0.390394,0.537493,,,0.000000,0.020057,0.020057,9,13,0,74.480677,74.480677,74.480677,74.480677,90.000000,0.000000,132.125240,0.563713,0.000000,20,51,51,20,1.000000,,51,,,
moe-serving,moe-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T141952Z,idyn-moe-serving,scale20,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,policy3,Policy 3,0,0.000,replay,mixed,0.969300,0.000000,13,2.968011,0.000000,0.390394,0.537493,,,0.000000,0.020057,0.020057,9,13,0,70.162876,70.162876,70.162876,70.162876,90.000000,0.000000,132.125240,0.531033,0.000000,20,51,51,20,1.000000,,51,,,
moe-serving,moe-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T141952Z,idyn-moe-serving,scale20,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,kubernetes-default,K8s default,1,0.100,replay,mixed,0.966640,0.002180,13,2.968013,0.000000,0.390326,0.537940,,,0.000000,0.018695,0.018695,9,13,0,83.252198,83.252198,83.252198,83.252198,90.000000,0.000000,132.172576,0.629875,0.000000,20,51,51,20,1.000000,,51,,,
moe-serving,moe-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T141952Z,idyn-moe-serving,scale20,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,cga,CGA,1,0.100,replay,mixed,0.966640,0.002180,13,2.968013,0.000000,0.390326,0.537940,,,0.000000,0.018695,0.018695,9,13,0,75.206124,75.206124,75.206124,75.206124,90.000000,0.000000,132.172576,0.568999,0.000000,20,51,51,20,1.000000,,51,,,
moe-serving,moe-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T141952Z,idyn-moe-serving,scale20,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,hda,HDA,1,0.100,replay,mixed,0.966640,0.002180,13,2.968013,0.000000,0.390326,0.537940,,,0.000000,0.018695,0.018695,9,13,0,73.833201,73.833201,73.833201,73.833201,90.000000,0.000000,132.172576,0.558612,0.000000,20,51,51,20,1.000000,,51,,,
moe-serving,moe-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T141952Z,idyn-moe-serving,scale20,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,policy2,Policy 2,1,0.100,replay,mixed,0.966640,0.002180,13,2.968013,0.000000,0.390326,0.537940,,,0.000000,0.018695,0.018695,9,13,0,73.838586,73.838586,73.838586,73.838586,90.000000,0.000000,132.172576,0.558653,0.000000,20,51,51,20,1.000000,,51,,,
moe-serving,moe-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T141952Z,idyn-moe-serving,scale20,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,policy3,Policy 3,1,0.100,replay,mixed,0.966640,0.002180,13,2.968013,0.000000,0.390326,0.537940,,,0.000000,0.018695,0.018695,9,13,0,72.758154,72.758154,72.758154,72.758154,90.000000,0.000000,132.172576,0.550478,0.000000,20,51,51,20,1.000000,,51,,,
moe-serving,moe-longmix-stageC-scale20-replica5-sinusoidal-steps500-20260612T141952Z,idyn-moe-serving,scale20,replica5,aggregator_replicas=5;cache_replicas=1;expert_count=6;replicas_per_expert=5;router_replicas=5;state_replicas=1;total_app_pods=51,sinusoidal,,kubernetes-default,K8s default,2,0.200,replay,mixed,0.959227,0.006670,13,2.968014,0.000000,0.390268,0.538362,,,0.000000,0.018595,0.018595,9,13,0,81.303648,81.303648,81.303648,81.303648,90.000000,0.000000,132.221060,0.614907,0.000000,20,51,51,20,1.000000,,51,,,
