policy,policy_display_name,evidence_type,steps,mean_latency_ms,mean_sla_violation_ratio,max_sla_violation_ratio,mean_request_mix_entropy,mean_active_edge_count,migration_count_available,policy_decision_time_available
kubernetes-default,K8s default,replay,200,92.020217,0.000000,0.000000,2.179544,9.435000,false,false
cga,CGA,replay,200,86.172313,0.000000,0.000000,2.179544,9.435000,false,false
hda,HDA,replay,200,82.560870,0.000000,0.000000,2.179544,9.435000,false,false
policy2,Policy 2,replay,200,84.622947,0.000000,0.000000,2.179544,9.435000,false,false
policy3,Policy 3,replay,200,83.536910,0.000000,0.000000,2.179544,9.435000,false,false
