benchmark,scale,replica_level,workload_mode,policy,evidence_type,steps,mean_latency_ms,p95_latency_ms,mean_sla_violation_ratio,mean_throughput_rps,mean_active_edge_count,mean_gda_total_time_ms,pod_node_occupancy_ratio
moe-serving,scale20,replica3,linear,cga,replay,200,86.172313,117.265881,0.000000,90.000000,9.435000,0.014690,1.000000
moe-serving,scale20,replica3,linear,hda,replay,200,82.560870,110.918518,0.000000,90.000000,9.435000,0.014690,1.000000
moe-serving,scale20,replica3,linear,kubernetes-default,replay,200,92.020217,124.996025,0.000000,90.000000,9.435000,0.014690,1.000000
moe-serving,scale20,replica3,linear,policy2,replay,200,84.622947,112.996344,0.000000,90.000000,9.435000,0.014690,1.000000
moe-serving,scale20,replica3,linear,policy3,replay,200,83.536910,112.099173,0.000000,90.000000,9.435000,0.014690,1.000000
