benchmark,scale,replica_level,workload_mode,policy,evidence_type,steps,mean_latency_ms,p95_latency_ms,mean_sla_violation_ratio,mean_throughput_rps,mean_active_edge_count,mean_gda_total_time_ms,pod_node_occupancy_ratio
moe-serving,scale20,replica3,step,cga,replay,200,78.749372,120.738544,0.000000,90.000000,7.530000,0.016407,1.000000
moe-serving,scale20,replica3,step,hda,replay,200,75.453798,114.853980,0.000000,90.000000,7.530000,0.016407,1.000000
moe-serving,scale20,replica3,step,kubernetes-default,replay,200,84.123470,130.285979,0.000000,90.000000,7.530000,0.016407,1.000000
moe-serving,scale20,replica3,step,policy2,replay,200,77.357940,117.940351,0.000000,90.000000,7.530000,0.016407,1.000000
moe-serving,scale20,replica3,step,policy3,replay,200,76.350871,116.240284,0.000000,90.000000,7.530000,0.016407,1.000000
