NAME                                       READY   STATUS    RESTARTS   AGE     IP                NODE             NOMINATED NODE   READINESS GATES
calico-apiserver-7c8cfdfc97-8rpb8          1/1     Running   0          4d17h   192.168.254.5     k8s-emu-master   <none>           <none>
calico-apiserver-7c8cfdfc97-tqtgx          1/1     Running   0          4d17h   192.168.254.2     k8s-emu-master   <none>           <none>
calico-kube-controllers-6bbf8dc549-hpbdb   1/1     Running   0          4d17h   192.168.254.8     k8s-emu-master   <none>           <none>
calico-node-58cpq                          1/1     Running   0          3m8s    172.26.135.182    emu-worker-8     <none>           <none>
calico-node-8t5c4                          1/1     Running   0          6m4s    172.26.133.114    emu-worker-6     <none>           <none>
calico-node-b48qs                          1/1     Running   0          119s    172.26.128.41     emu-worker-3     <none>           <none>
calico-node-bmtdd                          1/1     Running   0          85s     172.26.132.239    emu-worker-1     <none>           <none>
calico-node-d72cq                          1/1     Running   0          4m19s   172.26.130.216    k8s-emu-master   <none>           <none>
calico-node-jtkck                          1/1     Running   0          4m53s   172.26.133.155    emu-worker-4     <none>           <none>
calico-node-p977v                          1/1     Running   0          5m28s   172.26.131.102    emu-worker-5     <none>           <none>
calico-node-p9xc6                          1/1     Running   0          2m34s   172.26.131.70     emu-worker-2     <none>           <none>
calico-node-t442d                          1/1     Running   0          3m44s   172.26.133.87     emu-worker-9     <none>           <none>
calico-node-v6tbf                          1/1     Running   0          51s     172.26.135.227    emu-worker-7     <none>           <none>
calico-typha-585497c48b-6457h              1/1     Running   0          4d17h   172.26.132.239    emu-worker-1     <none>           <none>
calico-typha-585497c48b-rm5q7              1/1     Running   0          4d17h   172.26.128.41     emu-worker-3     <none>           <none>
calico-typha-585497c48b-vbn62              1/1     Running   0          4d17h   172.26.130.216    k8s-emu-master   <none>           <none>
csi-node-driver-5bbrr                      2/2     Running   0          4d17h   192.168.99.193    emu-worker-6     <none>           <none>
csi-node-driver-dnxl2                      2/2     Running   0          4d17h   192.168.71.65     emu-worker-9     <none>           <none>
csi-node-driver-j8xb7                      2/2     Running   0          4d17h   192.168.137.193   emu-worker-2     <none>           <none>
csi-node-driver-jj5zw                      2/2     Running   0          4d17h   192.168.173.129   emu-worker-8     <none>           <none>
csi-node-driver-k2hh9                      2/2     Running   0          4d17h   192.168.222.1     emu-worker-7     <none>           <none>
csi-node-driver-nkh7z                      2/2     Running   0          4d17h   192.168.237.129   emu-worker-5     <none>           <none>
csi-node-driver-r6vzr                      2/2     Running   0          4d17h   192.168.254.1     k8s-emu-master   <none>           <none>
csi-node-driver-s9dnx                      2/2     Running   0          4d17h   192.168.135.65    emu-worker-4     <none>           <none>
csi-node-driver-wpz7w                      2/2     Running   0          4d17h   192.168.42.65     emu-worker-3     <none>           <none>
csi-node-driver-zkjmk                      2/2     Running   0          4d17h   192.168.65.1      emu-worker-1     <none>           <none>
goldmane-6885dcb7d-m7zzn                   1/1     Running   0          4d17h   192.168.254.7     k8s-emu-master   <none>           <none>
whisker-77b6d69555-9r2rf                   2/2     Running   0          4d17h   192.168.254.4     k8s-emu-master   <none>           <none>
