run_id,comparison_group,policy,metric,unit,source_file,n,mean,median,p95,p99,stddev,iqr,mean_ci95_low,mean_ci95_high,baseline_policy,absolute_delta,percentage_delta
policy2-policy3-live-20260603T082241Z-scale10,loadgen,default,request_latency_ms,ms,raw/default_loadgen.csv,80,60.3922383125,59.263979000000006,64.58707494999999,77.13368343999988,4.645102436464499,2.561750499999995,59.5379498175,61.5033852978125,default,0.0,0.0
policy2-policy3-live-20260603T082241Z-scale10,loadgen,policy1,request_latency_ms,ms,raw/policy1_loadgen.csv,80,54.033568849999995,53.496715,57.97553190000001,64.27517709999995,2.8306842688234384,2.3236950000000007,53.450007244062505,54.68559598968749,default,-6.3586694625000035,-10.528951468228467
policy2-policy3-live-20260603T082241Z-scale10,loadgen,policy2,request_latency_ms,ms,raw/policy2_loadgen.csv,80,54.5575267375,54.01959,58.9867387,67.01990460999998,2.833189162495016,2.1194114999999982,53.985079983125,55.218772005,default,-5.834711575,-9.661360032407227
policy2-policy3-live-20260603T082241Z-scale10,loadgen,policy3,request_latency_ms,ms,raw/policy3_loadgen.csv,80,58.63144882499999,58.4128415,62.605072299999996,67.6884968599999,3.140784027959143,2.4328280000000007,57.998570596875,59.370167833437506,default,-1.7607894875000056,-2.9155890503491357
policy2-policy3-live-20260603T082241Z-scale10,loadgen,policy4,request_latency_ms,ms,raw/policy4_loadgen.csv,80,55.11743044999999,54.6773655,60.590569699999996,68.81865049999996,3.2356654443156163,2.3638862500000073,54.446933066250004,55.851164942812495,default,-5.274807862500005,-8.734247992607063
