NAME                                      READY   STATUS    RESTARTS   AGE    IP                NODE            NOMINATED NODE   READINESS GATES
compose-post-service-74986b4f54-5h8lq     2/2     Running   0          2m6s   192.168.137.247   emu-worker-2    <none>           <none>
home-timeline-redis-586f566fdf-x2v2z      2/2     Running   0          2m6s   192.168.99.251    emu-worker-6    <none>           <none>
home-timeline-service-66997fc4b8-gn9fp    2/2     Running   0          2m8s   192.168.42.126    emu-worker-3    <none>           <none>
jaeger-5cff57d7f7-q2x4c                   2/2     Running   0          2m7s   192.168.135.82    emu-worker-4    <none>           <none>
media-frontend-f5c5656f8-jvjpf            2/2     Running   0          2m7s   192.168.173.190   emu-worker-8    <none>           <none>
media-memcached-5cbf7bf886-fcwz9          2/2     Running   0          2m6s   192.168.222.53    emu-worker-7    <none>           <none>
media-mongodb-8cfdd7ff5-jljlk             2/2     Running   0          2m4s   192.168.75.196    emu-worker-23   <none>           <none>
media-service-69ddcfdf4d-szmbh            2/2     Running   0          2m5s   192.168.71.101    emu-worker-9    <none>           <none>
nginx-thrift-6f95859b9-hmc5j              2/2     Running   0          2m3s   192.168.231.68    emu-worker-38   <none>           <none>
post-storage-memcached-85b4b99dbb-rvbzg   2/2     Running   0          2m5s   192.168.42.67     emu-worker-3    <none>           <none>
post-storage-mongodb-7645bf8bbf-64rs4     2/2     Running   0          2m6s   192.168.173.189   emu-worker-8    <none>           <none>
post-storage-service-5b68798f65-ccbgs     2/2     Running   0          2m4s   192.168.201.68    emu-worker-40   <none>           <none>
social-graph-mongodb-7fdbdf58b5-dgq85     2/2     Running   0          2m5s   192.168.82.236    emu-worker-10   <none>           <none>
social-graph-redis-859d5fcd6d-8568x       2/2     Running   0          2m4s   192.168.185.68    emu-worker-45   <none>           <none>
social-graph-service-7dc59bf66c-zdxpk     2/2     Running   0          2m4s   192.168.108.132   emu-worker-14   <none>           <none>
text-service-555696dcc-5xz5x              2/2     Running   0          2m4s   192.168.141.68    emu-worker-17   <none>           <none>
unique-id-service-f576d5678-4rlcm         2/2     Running   0          2m3s   192.168.55.132    emu-worker-24   <none>           <none>
url-shorten-memcached-bb4979b5b-vmbmq     2/2     Running   0          2m3s   192.168.239.132   emu-worker-39   <none>           <none>
url-shorten-mongodb-6f48587c6d-5t9cz      2/2     Running   0          2m4s   192.168.137.249   emu-worker-2    <none>           <none>
url-shorten-service-846d8494-pw6nz        2/2     Running   0          2m1s   192.168.138.196   emu-worker-30   <none>           <none>
user-memcached-75b685b7f6-2xq7t           2/2     Running   0          2m1s   192.168.73.4      emu-worker-42   <none>           <none>
user-mention-service-85df4557d9-5qpvl     2/2     Running   0          2m2s   192.168.111.196   emu-worker-16   <none>           <none>
user-mongodb-97768cbd4-jczfh              2/2     Running   0          2m1s   192.168.222.52    emu-worker-7    <none>           <none>
user-service-76cc87fb77-745k2             2/2     Running   0          2m1s   192.168.24.132    emu-worker-37   <none>           <none>
user-timeline-mongodb-69d975c85b-9cmn5    2/2     Running   0          2m2s   192.168.99.200    emu-worker-6    <none>           <none>
user-timeline-redis-75bb68b85-lzdp2       2/2     Running   0          2m3s   192.168.120.68    emu-worker-25   <none>           <none>
user-timeline-service-6cf8745f96-m7xh5    2/2     Running   0          2m1s   192.168.67.4      emu-worker-33   <none>           <none>
