application,window,query,timestamp,iso_time,series,value,metric_json
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181028,2026-06-11T12:30:28+00:00,,2.839354071823563,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181058,2026-06-11T12:30:58+00:00,,2.745801657207824,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181088,2026-06-11T12:31:28+00:00,,2.7810496637117197,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181118,2026-06-11T12:31:58+00:00,,2.9030648669018215,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181148,2026-06-11T12:32:28+00:00,,2.2684986719339357,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181178,2026-06-11T12:32:58+00:00,,3.905078260070357,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181208,2026-06-11T12:33:28+00:00,,3.1187161983082285,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181238,2026-06-11T12:33:58+00:00,,2.9204084528238896,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181268,2026-06-11T12:34:28+00:00,,2.7684025233145992,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181298,2026-06-11T12:34:58+00:00,,2.7852783675499997,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181328,2026-06-11T12:35:28+00:00,,2.69196495469746,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181358,2026-06-11T12:35:58+00:00,,2.7879105351999183,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181388,2026-06-11T12:36:28+00:00,,2.573103091469561,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181418,2026-06-11T12:36:58+00:00,,2.322706400699914,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181448,2026-06-11T12:37:28+00:00,,1.695875128541959,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181478,2026-06-11T12:37:58+00:00,,1.614511610971452,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181508,2026-06-11T12:38:28+00:00,,1.597941631885094,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181538,2026-06-11T12:38:58+00:00,,1.66124319086225,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181568,2026-06-11T12:39:28+00:00,,1.6525991664359587,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181598,2026-06-11T12:39:58+00:00,,1.66892663994998,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181628,2026-06-11T12:40:28+00:00,,1.6339500213568359,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181658,2026-06-11T12:40:58+00:00,,1.7101406634417398,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181688,2026-06-11T12:41:28+00:00,,1.6427902210917094,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181718,2026-06-11T12:41:58+00:00,,1.6457136110230512,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181748,2026-06-11T12:42:28+00:00,,1.5924349821999315,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181778,2026-06-11T12:42:58+00:00,,1.665115359741438,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181808,2026-06-11T12:43:28+00:00,,1.7409345791061883,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181838,2026-06-11T12:43:58+00:00,,1.7309546161964393,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,cluster_cpu_cores,1781181868,2026-06-11T12:44:28+00:00,,1.6735999313718588,{}
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181028,2026-06-11T12:30:28+00:00,node=emu-worker-1,0.4440300656635794,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181058,2026-06-11T12:30:58+00:00,node=emu-worker-1,0.3613416633268662,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181088,2026-06-11T12:31:28+00:00,node=emu-worker-1,0.4362061817794618,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181118,2026-06-11T12:31:58+00:00,node=emu-worker-1,0.4785199419415501,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181148,2026-06-11T12:32:28+00:00,node=emu-worker-1,0.17885387503064024,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181178,2026-06-11T12:32:58+00:00,node=emu-worker-1,0.10553578162043048,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181208,2026-06-11T12:33:28+00:00,node=emu-worker-1,0.0886935412465559,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181238,2026-06-11T12:33:58+00:00,node=emu-worker-1,0.3162838023047105,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181268,2026-06-11T12:34:28+00:00,node=emu-worker-1,0.4345266882801053,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181298,2026-06-11T12:34:58+00:00,node=emu-worker-1,0.4397521300571956,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181328,2026-06-11T12:35:28+00:00,node=emu-worker-1,0.4536836970891237,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181358,2026-06-11T12:35:58+00:00,node=emu-worker-1,0.45983042717422523,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181388,2026-06-11T12:36:28+00:00,node=emu-worker-1,0.16173232767529136,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181418,2026-06-11T12:36:58+00:00,node=emu-worker-1,0.05339610097961336,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181448,2026-06-11T12:37:28+00:00,node=emu-worker-1,0.03646029372490015,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181478,2026-06-11T12:37:58+00:00,node=emu-worker-1,0.03547365307860668,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181508,2026-06-11T12:38:28+00:00,node=emu-worker-1,0.035508377066739955,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181538,2026-06-11T12:38:58+00:00,node=emu-worker-1,0.03569517617786454,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181568,2026-06-11T12:39:28+00:00,node=emu-worker-1,0.03756412452623359,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181598,2026-06-11T12:39:58+00:00,node=emu-worker-1,0.032958675639527715,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181628,2026-06-11T12:40:28+00:00,node=emu-worker-1,0.04243452033329913,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181658,2026-06-11T12:40:58+00:00,node=emu-worker-1,0.03915253599169865,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181688,2026-06-11T12:41:28+00:00,node=emu-worker-1,0.037635752832973116,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181718,2026-06-11T12:41:58+00:00,node=emu-worker-1,0.03452212073644061,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181748,2026-06-11T12:42:28+00:00,node=emu-worker-1,0.03526993210942662,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181778,2026-06-11T12:42:58+00:00,node=emu-worker-1,0.037361542945253096,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181808,2026-06-11T12:43:28+00:00,node=emu-worker-1,0.03161384550672896,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181838,2026-06-11T12:43:58+00:00,node=emu-worker-1,0.03435075624451962,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181868,2026-06-11T12:44:28+00:00,node=emu-worker-1,0.03708288525682171,"{""node"": ""emu-worker-1""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181028,2026-06-11T12:30:28+00:00,node=emu-worker-10,0.03912855059439767,"{""node"": ""emu-worker-10""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181058,2026-06-11T12:30:58+00:00,node=emu-worker-10,0.04116156654278786,"{""node"": ""emu-worker-10""}"
online-boutique-live,external-online-boutique-scale20-20260611T123228Z,per_node_cpu_cores,1781181088,2026-06-11T12:31:28+00:00,node=emu-worker-10,0.03980719108909592,"{""node"": ""emu-worker-10""}"
