request_id,status,latency_ms,experts,hot_expert,expert_popularity,cache_key,error
0,200,58.833462,"3,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-0,
1,200,44.043042,"0,4",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-1,
2,200,45.540722,"5,4",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-2,
3,200,40.860459,"0,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-3,
4,200,40.065232,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-4,
5,200,42.772099,"1,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-5,
6,200,42.840428,"3,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-6,
7,200,42.164024,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-7,
8,200,40.895465,"0,5",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-8,
9,200,40.410893,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-9,
10,200,40.338527,"1,0",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-10,
11,200,40.516492,"0,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-11,
12,200,42.303306,"1,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-12,
13,200,40.836374,"0,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-13,
14,200,40.502445,"0,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-14,
15,200,42.998134,"5,0",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-15,
16,200,42.115242,"0,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-16,
17,200,40.282512,"1,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-17,
18,200,40.798563,"0,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-18,
19,200,42.498484,"2,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-19,
20,200,40.650134,"3,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-20,
21,200,40.888613,"5,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-21,
22,200,42.495920,"5,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-22,
23,200,42.448509,"5,1",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-23,
24,200,41.460570,"2,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-24,
25,200,42.563716,"0,5",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-25,
26,200,41.241467,"0,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-26,
27,200,41.360011,"5,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-27,
28,200,41.996698,"5,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-28,
29,200,40.003536,"3,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-29,
30,200,42.336529,"5,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-30,
31,200,41.611845,"5,2",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-31,
32,200,41.439670,"5,3",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-32,
33,200,41.582359,"2,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-33,
34,200,41.094750,"1,3",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-34,
35,200,41.187466,"5,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-35,
36,200,43.011499,"4,2",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-36,
37,200,42.688020,"5,3",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-37,
38,200,43.966327,"5,1",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-38,
39,200,40.111699,"1,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-39,
40,200,41.668030,"4,2",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-40,
41,200,40.461730,"4,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-41,
42,200,42.954072,"4,1",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-42,
43,200,40.783194,"0,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-43,
44,200,40.637369,"4,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-44,
45,200,41.992571,"4,3",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-45,
46,200,43.450166,"4,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-46,
47,200,40.931593,"0,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-47,
48,200,40.206157,"1,2",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-48,
49,200,41.130829,"5,2",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-49,
50,200,41.919555,"5,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-50,
51,200,42.589255,"5,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-51,
52,200,40.669539,"4,1",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-52,
53,200,42.969661,"5,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-53,
54,200,40.884505,"4,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-54,
55,200,40.293742,"1,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-55,
56,200,38.394527,"1,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-56,
57,200,41.469307,"5,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-57,
58,200,40.140293,"5,3",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-58,
