request_id,status,latency_ms,experts,hot_expert,expert_popularity,cache_key,error
0,200,70.258045,"3,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-0,
1,200,46.975434,"0,4",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-1,
2,200,47.249139,"5,4",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-2,
3,200,44.923541,"0,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-3,
4,200,48.164612,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-4,
5,200,43.871400,"1,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-5,
6,200,43.652797,"3,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-6,
7,200,44.396228,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-7,
8,200,45.547995,"0,5",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-8,
9,200,45.899268,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-9,
10,200,44.632943,"1,0",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-10,
11,200,47.108475,"0,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-11,
12,200,43.524797,"1,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-12,
13,200,43.644833,"0,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-13,
14,200,43.429096,"0,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-14,
15,200,43.822878,"5,0",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-15,
16,200,43.320291,"0,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-16,
17,200,43.534926,"1,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-17,
18,200,46.255037,"0,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-18,
19,200,43.096630,"2,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-19,
20,200,42.068645,"3,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-20,
21,200,42.759275,"5,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-21,
22,200,43.111138,"5,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-22,
23,200,40.911567,"5,1",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-23,
24,200,42.783520,"2,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-24,
25,200,42.048606,"0,5",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-25,
26,200,41.467934,"0,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-26,
27,200,45.205733,"5,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-27,
28,200,43.792761,"5,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-28,
29,200,43.230833,"3,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-29,
30,200,44.308493,"5,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-30,
31,200,44.116202,"5,2",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-31,
32,200,42.546535,"5,3",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-32,
33,200,45.094121,"2,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-33,
34,200,42.391924,"1,3",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-34,
35,200,43.821767,"5,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-35,
36,200,43.411804,"4,2",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-36,
37,200,43.074819,"5,3",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-37,
38,200,41.600683,"5,1",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-38,
39,200,42.152282,"1,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-39,
40,200,42.271126,"4,2",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-40,
41,200,41.636391,"4,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-41,
42,200,41.137131,"4,1",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-42,
43,200,41.778509,"0,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-43,
44,200,41.760443,"4,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-44,
45,200,41.315527,"4,3",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-45,
46,200,42.066861,"4,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-46,
47,200,42.070988,"0,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-47,
48,200,41.792465,"1,2",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-48,
49,200,42.431397,"5,2",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-49,
50,200,44.512848,"5,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-50,
51,200,44.511934,"5,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-51,
52,200,41.960540,"4,1",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-52,
53,200,42.667292,"5,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-53,
54,200,42.639089,"4,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-54,
55,200,47.434028,"1,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-55,
56,200,43.904391,"1,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-56,
57,200,44.422246,"5,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-57,
58,200,43.934017,"5,3",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-58,
59,200,42.675166,"4,1",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-59,
60,200,43.986766,"3,4",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-60,
61,200,43.041687,"3,0",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-61,
62,200,43.713572,"3,4",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-62,
63,200,44.091402,"3,5",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-63,
64,200,44.057380,"0,2",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-64,
65,200,44.989704,"3,4",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-65,
66,200,43.299332,"4,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-66,
67,200,45.979578,"4,5",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-67,
68,200,45.391281,"4,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-68,
69,200,44.127131,"0,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-69,
70,200,43.542048,"0,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-70,
71,200,44.903874,"4,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-71,
72,200,43.698444,"1,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-72,
73,200,44.096483,"4,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-73,
74,200,45.757480,"5,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-74,
75,200,41.168420,"4,0",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-75,
76,200,43.361759,"4,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-76,
77,200,42.553738,"3,4",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-77,
78,200,43.325911,"3,5",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-78,
79,200,42.743315,"4,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-79,
80,200,44.541871,"2,5",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-80,
81,200,44.028125,"2,4",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-81,
82,200,42.601207,"2,1",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-82,
83,200,42.759706,"2,4",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-83,
84,200,42.990039,"5,2",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-84,
85,200,43.084968,"2,3",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-85,
86,200,43.037208,"2,4",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-86,
87,200,43.515438,"2,3",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-87,
88,200,41.651439,"2,4",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-88,
89,200,44.316018,"2,5",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-89,
90,200,41.656839,"3,0",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-90,
91,200,42.880042,"2,3",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-91,
92,200,42.049468,"3,4",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-92,
93,200,44.505132,"5,2",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-93,
94,200,42.740408,"1,2",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-94,
95,200,41.861475,"2,5",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-95,
96,200,42.506059,"2,5",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-96,
97,200,44.637011,"2,3",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-97,
98,200,44.952555,"2,3",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-98,
99,200,43.595711,"2,4",2,0.067304;0.054078;0.464307;0.202101;0.124240;0.087970,prompt-99,
100,200,42.700004,"1,4",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-100,
101,200,42.801745,"2,1",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-101,
102,200,43.024826,"1,2",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-102,
103,200,45.549379,"0,3",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-103,
104,200,44.128583,"0,4",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-104,
105,200,42.313947,"5,1",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-105,
106,200,42.998204,"1,2",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-106,
107,200,42.553297,"1,2",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-107,
108,200,43.314641,"1,0",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-108,
109,200,41.579615,"2,4",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-109,
110,200,40.325172,"1,2",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-110,
111,200,41.255874,"2,1",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-111,
112,200,41.090864,"2,4",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-112,
113,200,42.738566,"2,3",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-113,
114,200,40.615599,"2,3",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-114,
115,200,42.562155,"2,3",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-115,
116,200,41.522476,"1,4",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-116,
117,200,40.819332,"1,2",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-117,
118,200,42.251650,"1,0",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-118,
119,200,41.624408,"1,2",1,0.054078;0.464307;0.202101;0.124240;0.087970;0.067304,prompt-119,
