request_id,status,latency_ms,experts,hot_expert,expert_popularity,cache_key,error
0,200,62.040130,"3,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-0,
1,200,50.552248,"0,4",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-1,
2,200,45.557203,"5,4",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-2,
3,200,44.284867,"0,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-3,
4,200,45.824657,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-4,
5,200,42.943291,"1,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-5,
6,200,42.570960,"3,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-6,
7,200,40.340200,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-7,
8,200,41.260092,"0,5",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-8,
9,200,42.567292,"0,1",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-9,
10,200,41.731220,"1,0",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-10,
11,200,43.813249,"0,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-11,
12,200,42.387064,"1,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-12,
13,200,42.014031,"0,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-13,
14,200,42.313826,"0,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-14,
15,200,41.366633,"5,0",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-15,
16,200,40.818941,"0,2",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-16,
17,200,43.770198,"1,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-17,
18,200,40.752625,"0,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-18,
19,200,43.500400,"2,3",0,0.464307;0.202101;0.124240;0.087970;0.067304;0.054078,prompt-19,
20,200,41.544077,"3,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-20,
21,200,41.017825,"5,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-21,
22,200,43.124081,"5,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-22,
23,200,40.820133,"5,1",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-23,
24,200,44.620279,"2,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-24,
25,200,40.769699,"0,5",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-25,
26,200,41.505934,"0,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-26,
27,200,41.143442,"5,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-27,
28,200,42.641152,"5,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-28,
29,200,40.906726,"3,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-29,
30,200,42.113528,"5,4",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-30,
31,200,43.501853,"5,2",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-31,
32,200,39.862720,"5,3",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-32,
33,200,41.782035,"2,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-33,
34,200,42.481922,"1,3",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-34,
35,200,42.844646,"5,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-35,
36,200,43.387676,"4,2",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-36,
37,200,41.578150,"5,3",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-37,
38,200,41.658702,"5,1",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-38,
39,200,41.982071,"1,0",5,0.202101;0.124240;0.087970;0.067304;0.054078;0.464307,prompt-39,
40,200,42.759475,"4,2",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-40,
41,200,41.705389,"4,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-41,
42,200,41.592087,"4,1",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-42,
43,200,41.290739,"0,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-43,
44,200,41.495576,"4,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-44,
45,200,43.337083,"4,3",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-45,
46,200,42.705222,"4,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-46,
47,200,41.812722,"0,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-47,
48,200,41.200932,"1,2",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-48,
49,200,42.196846,"5,2",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-49,
50,200,43.498596,"5,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-50,
51,200,43.765198,"5,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-51,
52,200,40.812489,"4,1",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-52,
53,200,41.392750,"5,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-53,
54,200,40.123682,"4,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-54,
55,200,42.043558,"1,5",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-55,
56,200,38.920776,"1,0",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-56,
57,200,40.485003,"5,4",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-57,
58,200,41.651760,"5,3",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-58,
59,200,41.501667,"4,1",4,0.124240;0.087970;0.067304;0.054078;0.464307;0.202101,prompt-59,
60,200,41.385058,"3,4",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-60,
61,200,40.473610,"3,0",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-61,
62,200,41.109968,"3,4",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-62,
63,200,43.131436,"3,5",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-63,
64,200,40.906776,"0,2",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-64,
65,200,41.553645,"3,4",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-65,
66,200,41.861995,"4,3",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-66,
67,200,42.825568,"4,5",3,0.087970;0.067304;0.054078;0.464307;0.202101;0.124240,prompt-67,
