NAME                          READY   STATUS    RESTARTS   AGE   IP                NODE           NOMINATED NODE   READINESS GATES
aggregator-7c5685c4b5-5ln94   1/1     Running   0          7s    192.168.65.7      emu-worker-1   <none>           <none>
cache-57c8b9f949-fvgvd        1/1     Running   0          7s    192.168.65.6      emu-worker-1   <none>           <none>
expert-0-55d79fb889-j8clt     1/1     Running   0          7s    192.168.65.5      emu-worker-1   <none>           <none>
expert-1-7f6456cb85-tlcxg     1/1     Running   0          6s    192.168.65.15     emu-worker-1   <none>           <none>
expert-2-56c5956796-nfqg2     1/1     Running   0          6s    192.168.42.94     emu-worker-3   <none>           <none>
expert-3-dff4f8f4d-srppt      1/1     Running   0          6s    192.168.137.206   emu-worker-2   <none>           <none>
expert-4-644f8bc956-n7qj2     1/1     Running   0          6s    192.168.99.220    emu-worker-6   <none>           <none>
expert-5-869cd86bb4-s8v6l     1/1     Running   0          6s    192.168.173.157   emu-worker-8   <none>           <none>
frontend-6877964d55-9tl9q     1/1     Running   0          7s    192.168.65.63     emu-worker-1   <none>           <none>
router-56f8f797df-5knxx       1/1     Running   0          7s    192.168.65.10     emu-worker-1   <none>           <none>
tokenizer-d6fdf954c-mrw9s     1/1     Running   0          7s    192.168.65.8      emu-worker-1   <none>           <none>
