NAME                          READY   STATUS    RESTARTS   AGE   IP                NODE            NOMINATED NODE   READINESS GATES
aggregator-65896858cb-29zml   1/1     Running   0          5s    192.168.65.32     emu-worker-1    <none>           <none>
cache-66b8796d9d-phjzh        1/1     Running   0          5s    192.168.135.114   emu-worker-4    <none>           <none>
expert-0-98fcb68dd-bw2g9      1/1     Running   0          5s    192.168.65.28     emu-worker-1    <none>           <none>
expert-1-79cffd84d-27r6c      1/1     Running   0          5s    192.168.65.29     emu-worker-1    <none>           <none>
expert-2-7b58bb647d-jhg2d     1/1     Running   0          5s    192.168.71.84     emu-worker-9    <none>           <none>
expert-3-857c6f9986-nt5h5     1/1     Running   0          5s    192.168.137.219   emu-worker-2    <none>           <none>
expert-4-797bf99ffd-86cbz     1/1     Running   0          4s    192.168.82.210    emu-worker-10   <none>           <none>
expert-5-64d77b8746-pljtx     1/1     Running   0          4s    192.168.173.155   emu-worker-8    <none>           <none>
frontend-55ff965796-4tb8j     1/1     Running   0          6s    192.168.82.211    emu-worker-10   <none>           <none>
router-798f47c596-mdnmn       1/1     Running   0          5s    192.168.65.20     emu-worker-1    <none>           <none>
tokenizer-6944665fcb-g46v6    1/1     Running   0          5s    192.168.173.156   emu-worker-8    <none>           <none>
