NAME                          READY   STATUS    RESTARTS   AGE   IP                NODE            NOMINATED NODE   READINESS GATES
aggregator-85c67b5988-nl6hc   1/1     Running   0          6s    192.168.173.153   emu-worker-8    <none>           <none>
cache-58d5b8499b-cksth        1/1     Running   0          6s    192.168.65.3      emu-worker-1    <none>           <none>
expert-0-75bcc69468-gfsw9     1/1     Running   0          6s    192.168.82.204    emu-worker-10   <none>           <none>
expert-1-764fcdb44-pb2fc      1/1     Running   0          6s    192.168.137.218   emu-worker-2    <none>           <none>
expert-2-bcc56b4f6-4zr5j      1/1     Running   0          6s    192.168.135.105   emu-worker-4    <none>           <none>
expert-3-56df7cbc9b-cqpfc     1/1     Running   0          6s    192.168.99.227    emu-worker-6    <none>           <none>
expert-4-69df587564-4n9jn     1/1     Running   0          5s    192.168.173.149   emu-worker-8    <none>           <none>
expert-5-76bb8fc48-fqj28      1/1     Running   0          5s    192.168.82.207    emu-worker-10   <none>           <none>
frontend-5467466f58-4x95r     1/1     Running   0          6s    192.168.137.208   emu-worker-2    <none>           <none>
router-5d4786bd5b-9c297       1/1     Running   0          6s    192.168.137.221   emu-worker-2    <none>           <none>
tokenizer-9fbc775d6-x8t6p     1/1     Running   0          6s    192.168.42.98     emu-worker-3    <none>           <none>
