LAST SEEN   TYPE      REASON              OBJECT                            MESSAGE
12s         Normal    Scheduled           pod/expert-0-9d95cfdf7-pg7r4      Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-hda/expert-0-9d95cfdf7-pg7r4 to emu-worker-1
10s         Normal    Scheduled           pod/expert-3-5b66db7bf7-rqgmw     Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-hda/expert-3-5b66db7bf7-rqgmw to emu-worker-4
10s         Normal    Scheduled           pod/expert-2-7cd74899c-jt2dd      Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-hda/expert-2-7cd74899c-jt2dd to emu-worker-3
12s         Normal    Scheduled           pod/tokenizer-54949b6f95-ndpvx    Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-hda/tokenizer-54949b6f95-ndpvx to emu-worker-1
9s          Normal    Scheduled           pod/expert-4-766cbc68c7-xqqqc     Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-hda/expert-4-766cbc68c7-xqqqc to emu-worker-10
9s          Normal    Scheduled           pod/expert-5-66d97b9877-7hzb4     Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-hda/expert-5-66d97b9877-7hzb4 to emu-worker-2
12s         Normal    Scheduled           pod/cache-5d4979b89-vhgqx         Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-hda/cache-5d4979b89-vhgqx to emu-worker-9
12s         Normal    Scheduled           pod/aggregator-8874c879-brfxm     Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-hda/aggregator-8874c879-brfxm to emu-worker-1
11s         Normal    Scheduled           pod/expert-1-5fb9b45d89-85kqn     Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-hda/expert-1-5fb9b45d89-85kqn to emu-worker-1
12s         Normal    Scheduled           pod/router-754bdfdc75-4x5bx       Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-hda/router-754bdfdc75-4x5bx to emu-worker-1
12s         Normal    Scheduled           pod/frontend-78b5f48669-mgpn2     Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-hda/frontend-78b5f48669-mgpn2 to emu-worker-1
13s         Normal    ScalingReplicaSet   deployment/router                 Scaled up replica set router-754bdfdc75 from 0 to 1
13s         Normal    ScalingReplicaSet   deployment/aggregator             Scaled up replica set aggregator-8874c879 from 0 to 1
13s         Normal    ScalingReplicaSet   deployment/frontend               Scaled up replica set frontend-78b5f48669 from 0 to 1
13s         Normal    SuccessfulCreate    replicaset/frontend-78b5f48669    Created pod: frontend-78b5f48669-mgpn2
13s         Normal    SuccessfulCreate    replicaset/cache-5d4979b89        Created pod: cache-5d4979b89-vhgqx
13s         Normal    SuccessfulCreate    replicaset/expert-0-9d95cfdf7     Created pod: expert-0-9d95cfdf7-pg7r4
13s         Normal    ScalingReplicaSet   deployment/expert-0               Scaled up replica set expert-0-9d95cfdf7 from 0 to 1
13s         Normal    SuccessfulCreate    replicaset/router-754bdfdc75      Created pod: router-754bdfdc75-4x5bx
13s         Normal    ScalingReplicaSet   deployment/tokenizer              Scaled up replica set tokenizer-54949b6f95 from 0 to 1
13s         Normal    ScalingReplicaSet   deployment/cache                  Scaled up replica set cache-5d4979b89 from 0 to 1
13s         Normal    SuccessfulCreate    replicaset/aggregator-8874c879    Created pod: aggregator-8874c879-brfxm
13s         Normal    SuccessfulCreate    replicaset/tokenizer-54949b6f95   Created pod: tokenizer-54949b6f95-ndpvx
12s         Normal    ScalingReplicaSet   deployment/expert-1               Scaled up replica set expert-1-5fb9b45d89 from 0 to 1
12s         Normal    SuccessfulCreate    replicaset/expert-1-5fb9b45d89    Created pod: expert-1-5fb9b45d89-85kqn
11s         Normal    ScalingReplicaSet   deployment/expert-3               Scaled up replica set expert-3-5b66db7bf7 from 0 to 1
11s         Normal    SuccessfulCreate    replicaset/expert-3-5b66db7bf7    Created pod: expert-3-5b66db7bf7-rqgmw
11s         Normal    ScalingReplicaSet   deployment/expert-2               Scaled up replica set expert-2-7cd74899c from 0 to 1
11s         Normal    SuccessfulCreate    replicaset/expert-2-7cd74899c     Created pod: expert-2-7cd74899c-jt2dd
10s         Normal    SuccessfulCreate    replicaset/expert-5-66d97b9877    Created pod: expert-5-66d97b9877-7hzb4
10s         Normal    SuccessfulCreate    replicaset/expert-4-766cbc68c7    Created pod: expert-4-766cbc68c7-xqqqc
10s         Normal    Pulled              pod/cache-5d4979b89-vhgqx         Container image "python:3.11-slim" already present on machine and can be accessed by the pod
10s         Normal    Started             pod/cache-5d4979b89-vhgqx         Container started
10s         Normal    Started             pod/frontend-78b5f48669-mgpn2     Container started
10s         Normal    Created             pod/frontend-78b5f48669-mgpn2     Container created
10s         Normal    Pulled              pod/frontend-78b5f48669-mgpn2     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
10s         Normal    ScalingReplicaSet   deployment/expert-5               Scaled up replica set expert-5-66d97b9877 from 0 to 1
10s         Normal    Created             pod/cache-5d4979b89-vhgqx         Container created
10s         Normal    Pulled              pod/tokenizer-54949b6f95-ndpvx    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
10s         Normal    ScalingReplicaSet   deployment/expert-4               Scaled up replica set expert-4-766cbc68c7 from 0 to 1
9s          Normal    Started             pod/tokenizer-54949b6f95-ndpvx    Container started
9s          Normal    Created             pod/tokenizer-54949b6f95-ndpvx    Container created
9s          Normal    Started             pod/expert-2-7cd74899c-jt2dd      Container started
9s          Normal    Pulled              pod/expert-0-9d95cfdf7-pg7r4      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
9s          Normal    Pulled              pod/aggregator-8874c879-brfxm     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
9s          Normal    Created             pod/aggregator-8874c879-brfxm     Container created
9s          Normal    Created             pod/expert-2-7cd74899c-jt2dd      Container created
9s          Normal    Started             pod/aggregator-8874c879-brfxm     Container started
9s          Normal    Pulled              pod/expert-2-7cd74899c-jt2dd      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal    Started             pod/expert-0-9d95cfdf7-pg7r4      Container started
8s          Normal    Started             pod/expert-5-66d97b9877-7hzb4     Container started
8s          Normal    Created             pod/expert-5-66d97b9877-7hzb4     Container created
8s          Normal    Pulled              pod/expert-5-66d97b9877-7hzb4     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal    Created             pod/expert-0-9d95cfdf7-pg7r4      Container created
8s          Normal    Pulled              pod/expert-4-766cbc68c7-xqqqc     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal    Created             pod/expert-3-5b66db7bf7-rqgmw     Container created
8s          Normal    Pulled              pod/router-754bdfdc75-4x5bx       Container image "python:3.11-slim" already present on machine and can be accessed by the pod
8s          Normal    Pulled              pod/expert-3-5b66db7bf7-rqgmw     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
7s          Normal    Created             pod/expert-4-766cbc68c7-xqqqc     Container created
7s          Normal    Started             pod/router-754bdfdc75-4x5bx       Container started
7s          Normal    Created             pod/router-754bdfdc75-4x5bx       Container created
7s          Normal    Started             pod/expert-4-766cbc68c7-xqqqc     Container started
7s          Warning   Unhealthy           pod/expert-3-5b66db7bf7-rqgmw     Readiness probe failed: Get "http://192.168.135.111:8080/healthz": dial tcp 192.168.135.111:8080: connect: connection refused
7s          Normal    Started             pod/expert-3-5b66db7bf7-rqgmw     Container started
6s          Normal    Pulled              pod/expert-1-5fb9b45d89-85kqn     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal    Created             pod/expert-1-5fb9b45d89-85kqn     Container created
6s          Normal    Started             pod/expert-1-5fb9b45d89-85kqn     Container started
