LAST SEEN   TYPE      REASON              OBJECT                             MESSAGE
6s          Normal    Scheduled           pod/expert-0-75bcc69468-gfsw9      Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-default/expert-0-75bcc69468-gfsw9 to emu-worker-10
6s          Normal    Scheduled           pod/tokenizer-9fbc775d6-x8t6p      Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-default/tokenizer-9fbc775d6-x8t6p to emu-worker-3
6s          Normal    Scheduled           pod/router-5d4786bd5b-9c297        Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-default/router-5d4786bd5b-9c297 to emu-worker-2
6s          Normal    Scheduled           pod/aggregator-85c67b5988-nl6hc    Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-default/aggregator-85c67b5988-nl6hc to emu-worker-8
6s          Normal    Scheduled           pod/frontend-5467466f58-4x95r      Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-default/frontend-5467466f58-4x95r to emu-worker-2
5s          Normal    Scheduled           pod/expert-5-76bb8fc48-fqj28       Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-default/expert-5-76bb8fc48-fqj28 to emu-worker-10
6s          Normal    Scheduled           pod/cache-58d5b8499b-cksth         Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-default/cache-58d5b8499b-cksth to emu-worker-1
5s          Normal    Scheduled           pod/expert-4-69df587564-4n9jn      Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-default/expert-4-69df587564-4n9jn to emu-worker-8
5s          Normal    Scheduled           pod/expert-3-56df7cbc9b-cqpfc      Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-default/expert-3-56df7cbc9b-cqpfc to emu-worker-6
5s          Normal    Scheduled           pod/expert-2-bcc56b4f6-4zr5j       Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-default/expert-2-bcc56b4f6-4zr5j to emu-worker-4
5s          Normal    Scheduled           pod/expert-1-764fcdb44-pb2fc       Successfully assigned moe-live-scale20-phase-shift-20260611t125720z-default/expert-1-764fcdb44-pb2fc to emu-worker-2
6s          Normal    Pulled              pod/frontend-5467466f58-4x95r      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal    ScalingReplicaSet   deployment/expert-2                Scaled up replica set expert-2-bcc56b4f6 from 0 to 1
6s          Normal    SuccessfulCreate    replicaset/cache-58d5b8499b        Created pod: cache-58d5b8499b-cksth
6s          Normal    ScalingReplicaSet   deployment/tokenizer               Scaled up replica set tokenizer-9fbc775d6 from 0 to 1
6s          Normal    SuccessfulCreate    replicaset/tokenizer-9fbc775d6     Created pod: tokenizer-9fbc775d6-x8t6p
6s          Normal    ScalingReplicaSet   deployment/router                  Scaled up replica set router-5d4786bd5b from 0 to 1
6s          Normal    SuccessfulCreate    replicaset/expert-0-75bcc69468     Created pod: expert-0-75bcc69468-gfsw9
6s          Normal    ScalingReplicaSet   deployment/expert-0                Scaled up replica set expert-0-75bcc69468 from 0 to 1
6s          Normal    SuccessfulCreate    replicaset/router-5d4786bd5b       Created pod: router-5d4786bd5b-9c297
6s          Normal    ScalingReplicaSet   deployment/frontend                Scaled up replica set frontend-5467466f58 from 0 to 1
6s          Normal    SuccessfulCreate    replicaset/frontend-5467466f58     Created pod: frontend-5467466f58-4x95r
6s          Normal    Created             pod/frontend-5467466f58-4x95r      Container created
6s          Normal    SuccessfulCreate    replicaset/expert-1-764fcdb44      Created pod: expert-1-764fcdb44-pb2fc
6s          Normal    ScalingReplicaSet   deployment/expert-1                Scaled up replica set expert-1-764fcdb44 from 0 to 1
6s          Normal    SuccessfulCreate    replicaset/aggregator-85c67b5988   Created pod: aggregator-85c67b5988-nl6hc
6s          Normal    ScalingReplicaSet   deployment/aggregator              Scaled up replica set aggregator-85c67b5988 from 0 to 1
6s          Normal    ScalingReplicaSet   deployment/cache                   Scaled up replica set cache-58d5b8499b from 0 to 1
6s          Normal    ScalingReplicaSet   deployment/expert-3                Scaled up replica set expert-3-56df7cbc9b from 0 to 1
6s          Normal    SuccessfulCreate    replicaset/expert-3-56df7cbc9b     Created pod: expert-3-56df7cbc9b-cqpfc
6s          Normal    SuccessfulCreate    replicaset/expert-2-bcc56b4f6      Created pod: expert-2-bcc56b4f6-4zr5j
5s          Normal    Created             pod/expert-2-bcc56b4f6-4zr5j       Container created
5s          Normal    Created             pod/tokenizer-9fbc775d6-x8t6p      Container created
5s          Normal    Pulled              pod/expert-3-56df7cbc9b-cqpfc      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    Created             pod/expert-3-56df7cbc9b-cqpfc      Container created
5s          Normal    Started             pod/expert-3-56df7cbc9b-cqpfc      Container started
5s          Normal    Pulled              pod/expert-0-75bcc69468-gfsw9      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    Created             pod/expert-0-75bcc69468-gfsw9      Container created
5s          Normal    Pulled              pod/cache-58d5b8499b-cksth         Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    Pulled              pod/expert-4-69df587564-4n9jn      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    Created             pod/expert-4-69df587564-4n9jn      Container created
5s          Normal    Created             pod/cache-58d5b8499b-cksth         Container created
5s          Normal    SuccessfulCreate    replicaset/expert-4-69df587564     Created pod: expert-4-69df587564-4n9jn
5s          Normal    ScalingReplicaSet   deployment/expert-4                Scaled up replica set expert-4-69df587564 from 0 to 1
5s          Normal    Pulled              pod/expert-2-bcc56b4f6-4zr5j       Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    Started             pod/tokenizer-9fbc775d6-x8t6p      Container started
5s          Normal    Started             pod/expert-0-75bcc69468-gfsw9      Container started
5s          Normal    Pulled              pod/tokenizer-9fbc775d6-x8t6p      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    SuccessfulCreate    replicaset/expert-5-76bb8fc48      Created pod: expert-5-76bb8fc48-fqj28
5s          Normal    ScalingReplicaSet   deployment/expert-5                Scaled up replica set expert-5-76bb8fc48 from 0 to 1
5s          Normal    Pulled              pod/aggregator-85c67b5988-nl6hc    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    Started             pod/aggregator-85c67b5988-nl6hc    Container started
5s          Normal    Started             pod/expert-1-764fcdb44-pb2fc       Container started
5s          Normal    Started             pod/frontend-5467466f58-4x95r      Container started
5s          Normal    Created             pod/expert-1-764fcdb44-pb2fc       Container created
5s          Normal    Pulled              pod/expert-1-764fcdb44-pb2fc       Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    Created             pod/aggregator-85c67b5988-nl6hc    Container created
5s          Normal    Pulled              pod/router-5d4786bd5b-9c297        Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal    Created             pod/router-5d4786bd5b-9c297        Container created
5s          Normal    Started             pod/router-5d4786bd5b-9c297        Container started
4s          Normal    Started             pod/expert-4-69df587564-4n9jn      Container started
4s          Warning   Unhealthy           pod/cache-58d5b8499b-cksth         Readiness probe failed: Get "http://192.168.65.3:8080/healthz": dial tcp 192.168.65.3:8080: connect: connection refused
4s          Normal    Started             pod/cache-58d5b8499b-cksth         Container started
4s          Normal    Started             pod/expert-5-76bb8fc48-fqj28       Container started
4s          Normal    Created             pod/expert-5-76bb8fc48-fqj28       Container created
4s          Normal    Pulled              pod/expert-5-76bb8fc48-fqj28       Container image "python:3.11-slim" already present on machine and can be accessed by the pod
4s          Normal    Started             pod/expert-2-bcc56b4f6-4zr5j       Container started
4s          Warning   Unhealthy           pod/expert-2-bcc56b4f6-4zr5j       Readiness probe failed: Get "http://192.168.135.105:8080/healthz": dial tcp 192.168.135.105:8080: connect: connection refused
