time_s,src,dst,latency_ms,bandwidth_mbps
0.0,0,1,11.66119458145873,556.5004135247003
0.0,0,2,8.760983480578375,609.5200409791142
0.0,0,3,9.105034100084366,599.1929728549046
0.0,0,4,9.662020008940965,586.9902185683867
0.0,1,0,8.417871124549187,623.5907015234424
0.0,1,2,8.366694587829317,626.2518814328755
0.0,1,3,15.539723766316122,561.9944893024016
0.0,1,4,9.260111494186264,595.078674644038
0.0,2,0,8.973789690475959,601.8353722883681
0.0,2,1,8.463467343751521,621.2196981249209
0.0,2,3,8.244034756886267,632.6301926419142
0.0,2,4,8.756096044002996,609.6965317443362
0.0,3,0,9.131320108208032,598.4955889659094
0.0,3,1,8.85331242042082,606.1859403736926
0.0,3,2,8.250124418525848,632.3135302366559
0.0,3,4,8.485648598725325,620.0662728662832
0.0,4,0,22.47508098090434,557.3041340426806
0.0,4,1,9.183541152319922,597.1101326935532
0.0,4,2,8.883682188857955,605.0892542912405
0.0,4,3,8.47756725667329,620.486502652989
5.0,0,1,14.339192404436066,481.43393273933475
5.0,0,2,9.307117484508723,579.1385352816295
5.0,0,3,9.808652911610288,562.9039023450332
5.0,0,4,10.681599281539981,542.2950145937192
5.0,1,0,8.632064240087741,608.6150595154376
5.0,1,2,8.634189837422873,608.5045284540106
5.0,1,3,21.96845796557856,489.10520930899156
5.0,1,4,10.019956904350842,557.2978780478348
5.0,2,0,19.2632399553412,516.0711003147073
5.0,2,1,8.751788146812341,602.3894163657582
5.0,2,3,8.479740707388151,616.5358832158162
5.0,2,4,9.35650453625765,577.3551139684737
5.0,3,0,10.077792779909052,555.7634568595558
5.0,3,1,9.396354917026725,575.9160724407016
5.0,3,2,11.228183122705047,544.210622213909
5.0,3,4,8.828142576986522,598.4189859967009
5.0,4,0,34.53414029334306,481.01217372531113
5.0,4,1,10.007432544863722,557.6301569730033
5.0,4,2,9.444254632538927,574.1863604916499
5.0,4,3,8.757103116027185,602.1130379665864
10.0,0,1,16.55589057688092,419.77685291454594
10.0,0,2,9.6798337981389,556.9381350672064
