samples,service_count,active_edges_median,active_edges_max,density_median,sparse_query_count,dense_logical_query_count,query_reduction_ratio_vs_dense,prometheus_query_latency_p50_ms,prometheus_query_latency_p95_ms,graph_build_wall_p50_ms,graph_build_wall_p95_ms,graph_build_cpu_p50_ms,graph_build_cpu_p95_ms,gda_total_wall_p50_ms,gda_total_wall_p95_ms,peak_python_memory_p95_mib,dense_local_pair_scan_wall_p95_ms,metric_sources
7,12,15.0,15.0,0.11363636363636363,2,264,132.0,10.518571827560663,11.035276111215353,0.2588983625173569,0.3693350590765476,0.25076000000012755,0.35923399999981953,10.78192749992013,11.4046111702919,0.01226806640625,0.025508925318717957,['istio_request_response_bytes']
